POLO;recursos;alt_media;regiones;region_top;jerarquia_media;diametro_km;radio_km;desnivel_m
230;6;519.3333333333334;1;Huánuco;1.6666666666666667;23.39068603515625;7.2086609652948965;442.0
232;11;3926.909090909091;1;Puno;1.7272727272727273;34.653968811035156;11.524974798533913;499.0
233;25;3829.24;2;Junín;1.24;40.772701263427734;10.295802658570787;827.0
234;13;3868.769230769231;2;Áncash;1.7692307692307692;51.839324951171875;16.595034898248016;911.0
235;18;993.1111111111111;1;Cusco;1.3333333333333333;34.24875259399414;11.678565074136264;417.0
238;9;2180.4444444444443;1;Lima;2.2222222222222223;43.773807525634766;19.260869310840377;208.0
239;8;1326.875;1;Junín;1.125;39.74015808105469;12.737024639284826;435.0
240;26;418.0;1;Ica;1.9615384615384615;42.1811637878418;7.875426217193931;206.0
241;5;5053.8;1;Moquegua;1.8;53.91264724731445;17.25985967751129;674.0
244;16;3342.1875;1;Áncash;1.9375;50.944969177246094;17.064570603070013;522.0
245;6;97.33333333333333;1;Loreto;1.5;29.351083755493164;8.054361654977827;27.0
246;10;35.5;1;Arequipa;1.1;37.35184860229492;12.437378662970215;75.0
248;7;20.857142857142858;1;Arequipa;1.4285714285714286;11.697781562805176;3.9188349994021188;83.0
249;10;2138.6;2;Moquegua;1.5;53.28943634033203;17.43391980871181;416.0
251;5;3954.0;1;Áncash;1.0;31.727638244628906;10.430600925472428;668.0
252;6;2896.5;1;Apurímac;1.3333333333333333;17.912147521972656;6.243745283055574;455.0
253;10;4257.7;1;Ayacucho;1.1;43.11198806762695;14.164635948384177;601.0
254;11;4221.818181818182;3;Huánuco;2.0;42.61408996582031;15.192576360176913;513.0
256;25;3563.64;1;Cusco;1.92;52.29905319213867;12.271937298386927;478.0
257;21;825.9047619047619;2;Cusco;1.7142857142857142;56.475772857666016;21.141533647270432;543.0
258;13;376.6923076923077;1;San Martín;1.6923076923076923;41.770267486572266;13.346855073778341;227.0
259;17;2772.705882352941;1;Lima;2.235294117647059;38.43258285522461;15.41691333343579;312.0
261;9;4205.111111111111;1;Junín;2.5555555555555554;32.51526641845703;11.561262563688437;202.0
264;6;4010.6666666666665;1;Ayacucho;1.0;42.88402557373047;9.075973421241125;701.0
265;7;2571.285714285714;1;Arequipa;1.8571428571428572;21.703392028808594;5.311482511971716;660.0
268;18;4389.111111111111;1;Lima;1.5555555555555556;42.81413269042969;12.16806240527287;583.0
273;5;4408.8;1;Puno;1.2;27.618927001953125;9.359603226030696;235.0
274;35;3860.9142857142856;1;Puno;2.1142857142857143;44.20840835571289;15.418510173075918;225.0
