REGIÓN;PROVINCIA;DISTRITO;CODIGO DEL RECURSO;NOMBRE DEL RECURSO;CATEGORÍA;TIPO DE CATEGORÍA;SUB TIPO CATEGORÍA;URL;longitud;latitud;FECHA_DE_CORTE;ALTITUD;DISTANCIA_CAPITAL_KM;INDICE_COSTO_LOGISTICO;ZONA_CLIMATICA
Junín;Huancayo;CHONGOS ALTO;3959;Iglesia Inmaculada Concepción De Chongos Alto ;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3959;-75.289177;-12.31159;20260831;3541.0;28.9;2;Frío (Suni)
Junín;Huancayo;HUANCAN;3960;Museo De Sitio Wariwillka;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos de sitio;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3960;-75.205858;-12.11716075509;20260831;3234.0;5.79;1;Templado Seco (Quechua)
Junín;Huancayo;PUCARA;3961;Pueblo Histórico De Pucará;2. MANIFESTACIONES CULTURALES;Pueblos;Históricos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3961;-75.1453884;-12.1723568;20260831;3350.0;13.57;1;Templado Seco (Quechua)
Junín;Huancayo;PUCARA;3962;Mirador Gran Miravalle De Pucará;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Miradores;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3962;-75.1453884;-12.1723568;20260831;3350.0;13.57;1;Templado Seco (Quechua)
San Martín;Tocache;TOCACHE;3963;Laguna Huayranga;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3963;-76.4753;-8.2291;20260831;480.0;194.04;3;Cálido / Desértico (Costa)
Lima;Lima;LIMA;3965;Cementerio General Presbitero Maestro;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Campos santos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3965;-77.00852095337297;-12.04206388406931;20260831;192.0;2.19;1;Cálido / Desértico (Costa)
San Martín;Tocache;NUEVO PROGRESO;3966;Cascada  Santa Cruz;1. SITIOS NATURALES;j. Caídas de agua;Cascadas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3966;-76.28085905125;-8.548680783036;20260831;634.0;229.32;3;Templado Cálido (Yunga)
San Martín;Tocache;UCHIZA;3969;Catarata Velo De Plata;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3969;-76.596603;-8.482899;20260831;1383.0;223.38;3;Templado Cálido (Yunga)
La Libertad;Gran Chimu;CASCAS;3970;Pueblo De Cascas;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3970;-78.81942386011883;-7.479471956325938;20260831;1273.0;73.47;2;Templado Cálido (Yunga)
La Libertad;Gran Chimu;CASCAS;3971;Fiesta Patronal Virgen Del Rosario De Chiquinquirá;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3971;-78.8168;-7.48055;20260831;1278.0;73.44;2;Templado Cálido (Yunga)
La Libertad;Gran Chimu;CASCAS;3972;Feria Regional De La Uva;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Ferias (no Artesanales);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3972;-78.8168;-7.48055;20260831;1278.0;73.44;2;Templado Cálido (Yunga)
San Martín;Tocache;TOCACHE;3973;Cascada San Juan De Ishanga;1. SITIOS NATURALES;j. Caídas de agua;Cascadas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3973;-76.57311916220351;-8.33036097144482;20260831;550.0;206.23;3;Templado Cálido (Yunga)
San Martín;Tocache;SHUNTE;3974;Cascada La Victoria;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3974;-76.74211;-8.38404;20260831;1253.0;215.03;3;Templado Cálido (Yunga)
Arequipa;Islay;COCACHACRA;3976;Iglesia De  Nuestra Señora De La Asuncion De Cocachacra;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3976;-71.758865;-17.089146;20260831;82.0;80.37;3;Cálido / Desértico (Costa)
Arequipa;Castilla;ORCOPAMPA;3980;Pueblo De Panahua  ;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3980;-72.31251;-15.36587;20260831;4165.0;141.81;3;Muy Frío (Puna)
Lima;Lima;LIMA;3988;Mazamorra Morada;3. FOLCLORE;Gastronomía;Dulces Típicos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3988;-77.0323;-12.0467;20260831;160.0;0.45;1;Cálido / Desértico (Costa)
Lima;Lima;LIMA;3989;Suspiro De Limeña;3. FOLCLORE;Gastronomía;Dulces Típicos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3989;-77.0323;-12.0467;20260831;160.0;0.45;1;Cálido / Desértico (Costa)
Lambayeque;Chiclayo;SAÑA;3993;Museo De Sitio Huaca Rajada - Sipán;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3993;-79.60146856278448;-6.799603115430434;20260831;86.0;26.62;2;Cálido / Desértico (Costa)
Lima;Lima;LIMA;4001;Procesión Del Señor De Los Milagros;3. FOLCLORE;Creencias Populares;Tradiciones;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4001;-77.0323;-12.0467;20260831;160.0;0.45;1;Cálido / Desértico (Costa)
Ayacucho;Vilcas Huaman;VILCAS HUAMAN;4002;Acueducto Inca;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Canales de riego;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4002;-73.95341779862066;-13.654028231605476;20260831;3473.0;62.36;2;Templado Seco (Quechua)
Lambayeque;Lambayeque;LAMBAYEQUE;4003;Semana Tradicional Del King Kong - Lambayeque;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4003;-79.9073;-6.7008;20260831;18.0;10.74;1;Cálido / Desértico (Costa)
Lambayeque;Lambayeque;LAMBAYEQUE;4005;Leyenda De Naymlap;3. FOLCLORE;Creencias Populares;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4005;-79.9073;-6.7008;20260831;18.0;10.74;1;Cálido / Desértico (Costa)
Ayacucho;Huanta;HUANTA;11954;Cascada De Sirenachayocc;1. SITIOS NATURALES;j. Caídas de agua;Cascadas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11954;-74.25185399878345;-12.907680281327575;20260831;2755.0;28.09;2;Templado Seco (Quechua)
Lima;Lima;LIMA;4008;Semana Santa De Lima;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4008;-77.0323;-12.0467;20260831;160.0;0.45;1;Cálido / Desértico (Costa)
Lima;Lima;LIMA;4009;Festividad De Santa Rosa De Lima;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4009;-77.0323;-12.0467;20260831;160.0;0.45;1;Cálido / Desértico (Costa)
La Libertad;Gran Chimu;CASCAS;4014;Cristo De Las Rocas;1. SITIOS NATURALES;a. Montañas;Cerros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4014;-78.81072217790984;-7.46339772411685;20260831;1388.0;75.46;2;Templado Cálido (Yunga)
Ayacucho;Huanta;HUANTA;4019;El Obispo De Piedra Santiago Ophelan;2. MANIFESTACIONES CULTURALES;Otros;Esculturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4019;-74.247355;-12.939948;20260831;2640.0;24.47;2;Templado Seco (Quechua)
Ayacucho;Huanta;HUANTA;4020;Ccoto Pichi;2. MANIFESTACIONES CULTURALES;Otros;Esculturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4020;-74.245131;-12.942465;20260831;2630.0;24.17;2;Templado Seco (Quechua)
Ayacucho;Huanta;HUANTA;4024;Feria Del Señor De Maynay;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Ferias (no Artesanales);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4024;;;20260831;;;;
Ayacucho;Huanta;IGUAIN;11645;Festival Del Choclo Y La  Pachamanca;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11645;;;20260831;;;;
La Libertad;Otuzco;OTUZCO;4026;Museo Religioso Cultural Inmaculada Virgen De La Puerta;2. MANIFESTACIONES CULTURALES;Museos y otros;Galerías Expositiva;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4026;-78.56602780794867;-7.902225125903062;20260831;2647.0;55.18;2;Templado Seco (Quechua)
La Libertad;Otuzco;OTUZCO;4027;Santuario Inmaculada Virgen De La Puerta;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Santuario;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4027;-78.56585628602204;-7.9020684286787075;20260831;2647.0;55.2;2;Templado Seco (Quechua)
La Libertad;Otuzco;OTUZCO;4028;El Campanario De Otuzco;2. MANIFESTACIONES CULTURALES;Otros;Piezas con valor histórico;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4028;-78.56607795337294;-7.902266626955464;20260831;2647.0;55.17;2;Templado Seco (Quechua)
Lima;Lima;LIMA;4033;Parque De La Reserva - Circuito Mágico Del Agua;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4033;-77.03413226256555;-12.070980419064586;20260831;132.0;2.81;1;Cálido / Desértico (Costa)
Lima;Lima;LIMA;13382;Aniversario De La Ciudad De Lima;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13382;;;20260831;;;;
La Libertad;Otuzco;OTUZCO;4036;Fiesta De San Isidro Labrador;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4036;-78.567;-7.90234;20260831;2656.0;55.07;2;Templado Seco (Quechua)
La Libertad;Otuzco;MACHE;4037;Cerro Los Peroles;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Miradores naturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4037;-78.53888871384;-8.022596014202;20260831;3248.0;54.0;2;Templado Seco (Quechua)
La Libertad;Santiago De Chuco;QUIRUVILCA;4038;Paseo De Las Vacas;3. FOLCLORE;Creencias Populares;Tradiciones;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4038;-78.567;-7.90234;20260831;2656.0;55.07;2;Templado Seco (Quechua)
Lima;Lima;LIMA;14449;Festividad De La Virgen Del Carmen De Barrios Altos ;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14449;;;20260831;;;;
Lima;Lima;LIMA;13406;Festival Del Pisco Sour;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13406;;;20260831;;;;
Ayacucho;Huanta;HUANTA;4046;Convento Sagrado Corazón De Jesús;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Convento;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4046;-74.24502769622006;-12.94248606085292;20260831;2630.0;24.16;2;Templado Seco (Quechua)
Puno;Azangaro;ASILLO;4047;Sitio Arqueológico De Inampu;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Recintos ceremoniales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4047;-70.36339759826662;-14.618094397412802;20260831;4090.0;140.74;3;Muy Frío (Puna)
Puno;Azangaro;ARAPA;4048;Capilla Pentecostes Esmeralda;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Capilla;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4048;-70.15185713768007;-15.036441556059662;20260831;3836.0;90.45;3;Frío (Suni)
Lima;Lima;PACHACAMAC;13567;Festival Del Pisco Y Cabalcata De Pachacámac;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13567;;;20260831;;;;
Junín;Junín;ONDORES;4053;Templo Colonial De San Pedro De Pari;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Templo;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4053;-76.2299981;-10.9645751;20260831;4085.0;165.68;3;Muy Frío (Puna)
Ayacucho;Huamanga;ANDRÉS AVELINO CÁCERES DORREGARAY;4061;Capilla Del Panteon;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Capilla;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4061;-74.21114006240826;-13.167627818320693;20260831;2737.0;1.69;1;Templado Seco (Quechua)
Ayacucho;Huamanga;AYACUCHO;4065;Centro Turistico-Cultural San Cristobal;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4065;-74.22679131415555;-13.161691597037596;20260831;2754.0;0.45;1;Templado Seco (Quechua)
Ayacucho;Huamanga;AYACUCHO;4066;Casa Solariega Gutierrez;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4066;-74.2265509153442;-13.16080099999998;20260831;2755.0;0.36;1;Templado Seco (Quechua)
Ayacucho;Lucanas;CARMEN SALCEDO;4069;Escenificacion De La Muerte Del Inca Huascar;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4069;;;20260831;;;;
San Martín;Bellavista;BELLAVISTA;4088;Fiesta Patronal De Santa Rosa;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4088;-76.5884;-7.06553;20260831;288.0;69.03;2;Cálido / Desértico (Costa)
Arequipa;La Union;HUAYNACOTAS;4090;Baños Termales De Luicho;1. SITIOS NATURALES;k. Agua termo-mineral;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4090;-72.783762;-15.1433503;20260831;2710.0;193.25;3;Templado Seco (Quechua)
Lima;Huarochiri;LANGA;13465;Sitio Arqueologico Chaparcosa;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Zonas arqueológicas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13465;-76.252689;-12.8122;20260831;2022.0;119.76;3;Templado Cálido (Yunga)
Junín;Chanchamayo;SAN RAMÓN;4096;Casa Hacienda El Naranjal;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4096;-75.4014;-11.1397;20260831;1046.0;105.1;3;Templado Cálido (Yunga)
Junín;Chanchamayo;PERENE;4098;Catarata Velo De La Novia De Bayoz;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4098;-75.10914300000002;-10.852133;20260831;675.0;135.28;3;Templado Cálido (Yunga)
Junín;Chanchamayo;PICHANAQUI;4100;Playa Pichanaqui;1. SITIOS NATURALES;h. Corrientes de agua;Ríos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4100;-74.86628999999999;-10.921798;20260831;494.0;132.38;3;Cálido / Desértico (Costa)
Puno;Azangaro;AZÁNGARO;4107;Laguna De Quequerana;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4107;-70.27705192565918;-14.946526344434012;20260831;4031.0;103.07;3;Muy Frío (Puna)
Puno;Azangaro;ASILLO;4108;Sitio Arqueologico Machu Asillo - Calvario De Asillo;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Recintos ceremoniales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4108;-70.35793211621092;-14.77697307032186;20260831;4085.0;123.6;3;Muy Frío (Puna)
Puno;Azangaro;ASILLO;4109;Balneario Termal De Juntuma;1. SITIOS NATURALES;k. Agua termo-mineral;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4109;-70.29696885061651;-14.7732062394695;20260831;3871.0;122.26;3;Frío (Suni)
Puno;Carabaya;CORANI;4110;Arte Rupestre De Corani;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Pintura Rupestre;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4110;-70.578894;-13.934349;20260831;4390.0;220.21;3;Muy Frío (Puna)
Puno;Carabaya;CORANI;4111;Bosque De Rocas De Corani (Jaylluwa);1. SITIOS NATURALES;o. Otros;Formaciones rocosas(bosque de piedra);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4111;-70.67442702092539;-13.899140214683737;20260831;4368.0;226.94;3;Muy Frío (Puna)
Puno;Lampa;PUCARA;4113;Museo Lítico De Pucará;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4113;-70.36863;-15.042573;20260831;3880.0;96.16;3;Frío (Suni)
Lima;Lima;LIMA;4132;Pinacoteca Municipal Ignacio Merino - Hospicio Bartolomé Manrique;2. MANIFESTACIONES CULTURALES;Museos y otros;Pinacotecas(Pinturas);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4132;-77.03812636435032;-12.053078301430885;20260831;143.0;1.31;1;Cálido / Desértico (Costa)
Huánuco;Huamalies;TANTAMAYO;4151;Zona Arqueológica Piruro I Y Ii;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4151;-76.704567;-9.378883;20260831;3969.0;79.58;2;Frío (Suni)
Huánuco;Huamalies;MONZÓN;4163;Capilla Santa Peregrina;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Capilla;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4163;-76.39808893203735;-9.278772256252584;20260831;924.0;74.47;2;Templado Cálido (Yunga)
Moquegua;General Sanchez Cerro;OMATE;4165;Templo Parroquial San Lino  De Omate;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4165;-70.96985;-16.67366;20260831;2178.0;58.45;2;Templado Cálido (Yunga)
Moquegua;Mariscal Nieto;MOQUEGUA;4167;Geoglifos De Chen Chen ;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Geoglifos (Grabado en tierra);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4167;-70.92618998200074;-17.221707424035117;20260831;1448.0;2.79;1;Templado Cálido (Yunga)
Moquegua;General Sanchez Cerro;OMATE;4168;Festividad De Semana Santa De Omate;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4168;-70.9721;-16.6741;20260831;2157.0;58.42;2;Templado Cálido (Yunga)
Moquegua;General Sanchez Cerro;PUQUINA;4172;Andenería De La Cultura Puquina;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Andenes;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4172;-71.16851091384888;-16.619404315963344;20260831;3327.0;68.97;2;Templado Seco (Quechua)
Huancavelica;Huancavelica;HUANCAVELICA;4195;Iglesia Colonial De Santa Bárbara;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4195;-74.973886;-12.812278;20260831;4213.0;3.3;1;Muy Frío (Puna)
Huancavelica;Huancavelica;HUANCAVELICA;4197;La Danza De Las Tijeras;3. FOLCLORE;Músicas y Danzas;Música y Danzas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4197;-74.9758;-12.787;20260831;3680.0;0.59;1;Frío (Suni)
Huancavelica;Huancavelica;HUANCAVELICA;4198;Semana Santa Huancavelica;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4198;-74.9758;-12.787;20260831;3680.0;0.59;1;Frío (Suni)
Huancavelica;Huancavelica;HUANCAVELICA;4199;Fiesta De Cruces De Huancavelica;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4199;-74.9758;-12.787;20260831;3680.0;0.59;1;Frío (Suni)
Puno;Azangaro;SAN ANTON;4202;Chullpas De Santa María;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4202;-70.2998755051575;-14.54509335979485;20260831;4052.0;147.07;3;Muy Frío (Puna)
Puno;Azangaro;SANTIAGO DE PUPUJA;4204;Carnaval De Santiago De Pupuja;3. FOLCLORE;Músicas y Danzas;Música y Danzas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4204;-70.1056;-14.9911;20260831;3832.0;94.84;3;Frío (Suni)
San Martín;Mariscal Caceres;JUANJUÍ;13880;Mirador Fundo Vainilla;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Miradores naturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13880;-76.75250268652;-7.192482976732;20260831;460.0;89.56;3;Cálido / Desértico (Costa)
Lima;Lima;SANTIAGO DE SURCO;4214;Parque De La Amistad ;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4214;-76.9816592046525;-12.1317396850632;20260831;116.0;10.75;1;Cálido / Desértico (Costa)
San Martín;Mariscal Caceres;HUICUNGO;4216;Cascada De Cajañahui;1. SITIOS NATURALES;j. Caídas de agua;Cascadas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4216;-77.10093355628;-7.164590679655;20260831;403.0;111.18;3;Cálido / Desértico (Costa)
San Martín;Mariscal Caceres;HUICUNGO;11120;Catarata Maquisapa;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11120;-76.93371596655875;-7.446244780083212;20260831;497.0;123.98;3;Cálido / Desértico (Costa)
San Martín;Mariscal Caceres;PACHIZA;11951;Museo Etno Arqueológico De Pachiza;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11951;-76.77289784292219;-7.297638894280201;20260831;293.0;100.94;3;Cálido / Desértico (Costa)
San Martín;Moyobamba;MOYOBAMBA;4226;La Leyenda Del Morro Angaiza;3. FOLCLORE;Creencias Populares;Mitos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4226;-76.972;-6.02852;20260831;880.0;84.79;3;Templado Cálido (Yunga)
San Martín;Moyobamba;CALZADA;4227;Leyenda Del Hombre De Piedra Del Morro De Calzada;3. FOLCLORE;Creencias Populares;Mitos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4227;-76.972;-6.02852;20260831;880.0;84.79;3;Templado Cálido (Yunga)
San Martín;Moyobamba;MOYOBAMBA;4228;Leyenda Del Ayaymama;3. FOLCLORE;Creencias Populares;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4228;-76.972;-6.02852;20260831;880.0;84.79;3;Templado Cálido (Yunga)
San Martín;Moyobamba;MOYOBAMBA;4229;Puente Cococho;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Puentes;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4229;-76.97631190825;-6.028437579079;20260831;874.0;85.17;3;Templado Cálido (Yunga)
San Martín;Moyobamba;MOYOBAMBA;4230;Centro Cultural Moyobamba (Cumo);2. MANIFESTACIONES CULTURALES;Museos y otros;Salas de Exhibición;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4230;-76.97234912896;-6.033533193668;20260831;877.0;84.48;3;Templado Cálido (Yunga)
Junín;Chanchamayo;PICHANAQUI;4234;Catarata De Zotarari;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4234;-74.840591;-10.92352;20260831;598.0;133.0;3;Templado Cálido (Yunga)
Junín;Chanchamayo;VITOC;4236;Catarata De Tunquimayo;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4236;-75.30722136609;-11.28518932498;20260831;1219.0;87.43;3;Templado Cálido (Yunga)
Junín;Jauja;JAUJA;4237;Zona Monumental De Jauja;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Centros Históricos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=4237;-75.50005316734314;-11.775275603875048;20260831;3396.0;45.49;2;Templado Seco (Quechua)
