REGIÓN;PROVINCIA;DISTRITO;CODIGO DEL RECURSO;NOMBRE DEL RECURSO;CATEGORÍA;TIPO DE CATEGORÍA;SUB TIPO CATEGORÍA;URL;longitud;latitud;FECHA_DE_CORTE;ALTITUD;DISTANCIA_CAPITAL_KM;INDICE_COSTO_LOGISTICO;ZONA_CLIMATICA
Ica;Ica;SALAS;6972;Bodega La Caravedo;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Explotaciones Industriales;Bodegas de pisco, vinos y/u otros licores;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6972;-75.74509472023773;-13.98255713690314;20260831;431.0;9.64;1;Cálido / Desértico (Costa)
Puno;Azangaro;AZÁNGARO;14401;Paseo Ecoturístico Del Río Azángaro;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Lugares pintorescos de flora y fauna;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14401;-70.18577098846437;-14.902529185616435;20260831;3844.0;105.73;3;Frío (Suni)
Ica;Ica;SUBTANJALLA;6976;Bodega Doña Juanita Tres Generaciones;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Explotaciones Industriales;Bodegas de pisco, vinos y/u otros licores;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6976;-75.75479749206546;-14.009377291777506;20260831;426.0;7.08;1;Cálido / Desértico (Costa)
Pasco;Daniel Alcides Carrion;CHACAYAN;6980;Pinturas Rupestres De Cuntuyog;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Pintura Rupestre;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6980;-76.35914742863999;-10.548590494387687;20260831;4409.0;17.33;1;Muy Frío (Puna)
Pasco;Daniel Alcides Carrion;CHACAYAN;6983;Sitio Arqueológico Picush;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Ciudadelas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6983;-76.40031313969804;-10.383751449218837;20260831;3623.0;35.24;2;Frío (Suni)
Pasco;Oxapampa;CHONTABAMBA;6989;Ulcumano Ecolodge;1. SITIOS NATURALES;n. Áreas Protegidas;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6989;-75.43407168587;-10.63862834311;20260831;2232.0;89.95;3;Templado Cálido (Yunga)
Pasco;Oxapampa;CHONTABAMBA;6990;Comunidad Nativa Tsachopen;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6990;-75.44032573699;-10.54332941932;20260831;1810.0;90.29;3;Templado Cálido (Yunga)
Pasco;Oxapampa;CHONTABAMBA;6993;Fundo Margarita;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Centros de rescate o conservación;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6993;-75.41067123413082;-10.601515565620074;20260831;1815.0;92.75;3;Templado Cálido (Yunga)
Madre De Dios;Tambopata;TAMBOPATA;6999;Acp Refugio Kerenda Homet;1. SITIOS NATURALES;n. Áreas Protegidas;Áreas de conservación privada;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=6999;-69.18296813964844;-12.633428805029402;20260831;185.0;4.46;1;Tropical Húmedo (Selva)
Pasco;Daniel Alcides Carrion;PAUCAR;7014;Sitio Arqueológico De Wakan;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7014;-76.39269229701883;-10.335206220056977;20260831;3156.0;39.83;2;Templado Seco (Quechua)
Arequipa;La Union;COTAHUASI;7042;Reserva Paisajística Sub Cuenca Del Cotahuasi;1. SITIOS NATURALES;n. Áreas Protegidas;Reservas Paisajistas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7042;-72.88921773433685;-15.212656272998943;20260831;2682.0;195.93;3;Templado Seco (Quechua)
Junín;Concepcion;SAN JOSÉ DE QUERO;7046;Cascada De Pacha De La Florida - Usibamba;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7046;-75.5563954;-12.0505008;20260831;3772.0;38.26;2;Frío (Suni)
Junín;Concepcion;SAN JOSÉ DE QUERO;7047;Sitio Arqueológico Y Abrigos Rocosos De Japata;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Zonas arqueológicas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7047;-75.535017;-12.089108;20260831;3945.0;35.99;2;Frío (Suni)
Junín;Concepcion;SAN JOSÉ DE QUERO;7050;Molino De Piedra De Santa Rosa De Huarmitá;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Molino;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7050;-75.5653444;-12.0581135;20260831;3776.0;39.2;2;Frío (Suni)
Junín;Concepcion;SAN JOSÉ DE QUERO;7051;Laguna De Parionacocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7051;-75.501195;-12.018331;20260831;3579.0;32.64;2;Frío (Suni)
Junín;Concepcion;SAN JOSÉ DE QUERO;7053;Sitio Arqueológico De Coto Coto;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Zonas arqueológicas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7053;-75.558473;-12.070622;20260831;3973.0;38.45;2;Frío (Suni)
Junín;Concepcion;SAN JOSÉ DE QUERO;7058;Restos Arqueologicos Matará De Chala;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Zonas arqueológicas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7058;-75.482053;-12.079258;20260831;4042.0;30.18;2;Muy Frío (Puna)
Pasco;Oxapampa;OXAPAMPA;7062;Catarata Río Tigre;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7062;-75.3558051823754;-10.6824771546955;20260831;1963.0;98.46;3;Templado Cálido (Yunga)
Pasco;Oxapampa;OXAPAMPA;7063;Festival Selvámonos;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7063;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Moquegua;Mariscal Nieto;CUCHUMBAYA;11732;Catarata De Quilajahuira;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11732;-70.6789807;-16.760998;20260831;3214.0;55.77;2;Templado Seco (Quechua)
Pasco;Oxapampa;OXAPAMPA;7065;Herbario Selva Central Oxapampa - Hoxa;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7065;-75.4004776823299;-10.5720045213127;20260831;1813.0;94.18;3;Templado Cálido (Yunga)
Pasco;Oxapampa;OXAPAMPA;7066;Plaza Principal De Oxapampa;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7066;-75.404682724679;-10.5741522456661;20260831;1813.0;93.69;3;Templado Cálido (Yunga)
Ica;Ica;ICA;7069;Bodega Hotel El Carmelo;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Explotaciones Industriales;Bodegas de pisco, vinos y/u otros licores;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7069;-75.74694279581308;-14.052028716499224;20260831;411.0;2.64;1;Cálido / Desértico (Costa)
Junín;Concepcion;SAN JOSÉ DE QUERO;7073;Bosque De Quinual Puquio;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Bosques;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7073;-75.5380952;-12.080086;20260831;3813.0;36.27;2;Frío (Suni)
Lambayeque;Chiclayo;LAGUNAS;7076;Playa Lagunas;1. SITIOS NATURALES;l. Costas;Playas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7076;-79.74196;-7.05757;20260831;0.0;33.64;2;Cálido / Desértico (Costa)
Pasco;Oxapampa;OXAPAMPA;7077;Aniversario De Fundación De Oxapampa;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7077;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Lambayeque;Lambayeque;MORROPE;7081;Santísima Cruz De Pañalá;3. FOLCLORE;Creencias Populares;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7081;-80.0129;-6.54008;20260831;23.0;31.98;2;Cálido / Desértico (Costa)
Lambayeque;Lambayeque;MORROPE;7082;Feria Al Niño Dios De Reyes;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7082;-80.0129;-6.54008;20260831;23.0;31.98;2;Cálido / Desértico (Costa)
Pasco;Oxapampa;OXAPAMPA;7083;Aniversario De La Reserva De Biósfera Oxapampa Asháninka Yánesha;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7083;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Pasco;Oxapampa;OXAPAMPA;7085;Destreza Forestal;5. ACONTECIMIENTOS PROGRAMADOS;Artísticos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7085;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Pasco;Oxapampa;OXAPAMPA;7088;Rodeo Oxapampino;5. ACONTECIMIENTOS PROGRAMADOS;Artísticos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7088;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Pasco;Oxapampa;OXAPAMPA;7089;Semana Turística De La Selva Central;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7089;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Pasco;Oxapampa;OXAPAMPA;7090;Torneo De Cintas A Caballo;5. ACONTECIMIENTOS PROGRAMADOS;Artísticos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7090;-75.4041;-10.5728;20260831;1812.0;93.77;3;Templado Cálido (Yunga)
Áncash;Huari;CHAVIN DE HUANTAR;7095;Quebrada Huantzan;1. SITIOS NATURALES;d. Quebradas;Quebradas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7095;-77.30999951901;-9.515831546983;20260831;6120.0;23.92;2;Glacial / Nieve (Janca)
Áncash;Huari;CHAVIN DE HUANTAR;7096;Quebrada Huallmish;1. SITIOS NATURALES;d. Quebradas;Quebradas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7096;-77.24071025848;-9.647461655203;20260831;3970.0;34.17;2;Frío (Suni)
Pasco;Oxapampa;CHONTABAMBA;7099;Oxapampa Country Fest;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7099;-75.4636;-10.6046;20260831;1870.0;86.96;3;Templado Cálido (Yunga)
Pasco;Oxapampa;CHONTABAMBA;12614;Fiestas Patronales En Honor A San Pedro Y San Pablo;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12614;;;20260831;;;;
Pasco;Oxapampa;CHONTABAMBA;7103;Parque Temático De La Miel La Abeja Reina;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Otros;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7103;-75.44344909966105;-10.60482259962326;20260831;1845.0;89.15;3;Templado Cálido (Yunga)
Junín;Jauja;JAUJA;7104;Fiesta De La Tunantada Jaujina En Honor A San Sebastián Y San Fabián;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7104;-75.2548;-12.111;20260831;3214.0;7.45;1;Templado Seco (Quechua)
Pasco;Oxapampa;CHONTABAMBA;7105;Festival De Telas Teñidas;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7105;-75.4636;-10.6046;20260831;1870.0;86.96;3;Templado Cálido (Yunga)
Pasco;Oxapampa;HUANCABAMBA;7109;Centro Yanachaga;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7109;-75.51871980933;-10.41870308561;20260831;1831.0;85.29;3;Templado Cálido (Yunga)
Pasco;Oxapampa;HUANCABAMBA;7111;Cementerio Los Colonos - Huancabamba;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Campos santos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7111;-75.52545498244;-10.42583177639;20260831;1732.0;84.33;3;Templado Cálido (Yunga)
Pasco;Oxapampa;HUANCABAMBA;7115;Festival De La Granadilla - Mallampampa;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Ferias (no Artesanales);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7115;-75.4636;-10.6046;20260831;1870.0;86.96;3;Templado Cálido (Yunga)
Pasco;Oxapampa;HUANCABAMBA;7117;Fiesta Patronal En Honor A La Virgen Del Carmen De Huancabamba;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7117;-75.4636;-10.6046;20260831;1870.0;86.96;3;Templado Cálido (Yunga)
Pasco;Oxapampa;HUANCABAMBA;7123;Plaza Principal De Huancabamba;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7123;-75.52448370153;-10.42644699317;20260831;1742.0;84.41;3;Templado Cálido (Yunga)
Ucayali;Coronel Portillo;CAMPOVERDE;7129;Jardin Ecoturistico Bio Kuka;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Jardines Botánicos y Viveros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7129;-74.7003;-8.422482;20260831;155.0;16.81;1;Tropical Húmedo (Selva)
Cusco;Quispicanchi;OROPESA;7132;Apu Pachatusan Sector Oropesa;1. SITIOS NATURALES;a. Montañas;Cerros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7132;-71.79789921;-13.519494;20260831;4423.0;18.32;1;Muy Frío (Puna)
Moquegua;General Sanchez Cerro;PUQUINA;11734;Catarata De Pailogen;1. SITIOS NATURALES;j. Caídas de agua;Cataratas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11734;-71.23030834089435;-16.62819159510751;20260831;2991.0;70.72;2;Templado Seco (Quechua)
Ucayali;Padre Abad;PADRE ABAD;10958;Comunidad Nativa Yamino;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10958;-75.637713;-8.928468;20260831;285.0;133.89;3;Tropical Húmedo (Selva)
Pasco;Pasco;NINACACA;7143;Laguna Lulicocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7143;-76.097;-10.777629;20260831;4261.0;21.32;2;Muy Frío (Puna)
Pasco;Pasco;SAN FRANCISCO DE ASÍS DE YARUSYACAN;7151;Pinturas Rupestres De Parcanga;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Pintura Rupestre;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7151;-76.196763;-10.501989;20260831;3953.0;19.54;1;Frío (Suni)
Cusco;Cusco;SAN JERÓNIMO;7152;Fiesta Del Patron  De San Jeronimo;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7152;-71.8874;-13.5441;20260831;3250.0;8.96;1;Templado Seco (Quechua)
Cusco;Cusco;SAN JERÓNIMO;11858;Festividad De Cruz Velacuy En El Distrito De San Jeronimo;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11858;;;20260831;;;;
Lima;Yauyos;HONGOS;13168;Laguna Achucna;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13168;-75.687871;-12.773153;20260831;4698.0;166.48;3;Muy Frío (Puna)
Cusco;Cusco;SAN JERÓNIMO;10839;Linderaje Mohonakuy;3. FOLCLORE;Creencias Populares;Tradiciones;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10839;;;20260831;;;;
Áncash;Bolognesi;HUALLANCA;11579;Sitio Arqueológico Sagrapetaca;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Zonas arqueológicas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11579;-76.94689968961188;-9.900420613626592;20260831;3749.0;75.96;2;Frío (Suni)
Áncash;Huaraz;JANGAS;7165;Fiesta Patronal De La Virgen De Las Mercedes De Jangas ;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7165;-77.5768;-9.40143;20260831;2805.0;15.04;1;Templado Seco (Quechua)
Lima;Canta;SAN BUENAVENTURA;7173;Pueblo De San Buenaventura;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7173;-76.66198;-11.48929;20260831;2708.0;73.67;2;Templado Seco (Quechua)
Lima;Canta;SAN BUENAVENTURA;7174;Danza Los Chunchitos De San Buenaventura;3. FOLCLORE;Músicas y Danzas;Música y Danzas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7174;-76.6631;-11.49;20260831;2707.0;73.53;2;Templado Seco (Quechua)
Lima;Canta;SAN BUENAVENTURA;7186;Danza Los Negritos De San José;3. FOLCLORE;Músicas y Danzas;Música y Danzas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7186;-76.6631;-11.49;20260831;2707.0;73.53;2;Templado Seco (Quechua)
Lima;Canta;SAN BUENAVENTURA;7187;Danza Los Viejitos De San José;3. FOLCLORE;Músicas y Danzas;Música y Danzas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7187;-76.6631;-11.49;20260831;2707.0;73.53;2;Templado Seco (Quechua)
Cusco;Urubamba;OLLANTAYTAMBO;7191;Sitio Arqueologico Intipunku;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7191;-72.31419246554;-13.25571456537;20260831;3822.0;47.84;2;Frío (Suni)
Cusco;La Convencion;ECHARATE;7202;Mirador De Siete Vueltas;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Miradores;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7202;-72.62236;-12.790177;20260831;1625.0;108.0;3;Templado Cálido (Yunga)
Cusco;La Convencion;ECHARATE;7206;Petroglifo Perla Chaco;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Petroglifos (Grabados en piedra);https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7206;-72.61333300000001;-12.817583;20260831;1576.0;105.06;3;Templado Cálido (Yunga)
Cusco;La Convencion;ECHARATE;7207;Capilla Limonpampa;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Capilla;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7207;-72.60943055555555;-12.83421388888889;20260831;1414.0;103.4;3;Templado Cálido (Yunga)
Cusco;La Convencion;ECHARATE;7210; Mirador Condor Senqa;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Miradores naturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7210;-72.6199186;-12.823716;20260831;1941.0;105.03;3;Templado Cálido (Yunga)
Cusco;La Convencion;ECHARATE;7211;Cascadas De Torontoy;1. SITIOS NATURALES;j. Caídas de agua;Cascadas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7211;-72.61367;-12.855031;20260831;1972.0;102.01;3;Templado Cálido (Yunga)
Cusco;Urubamba;HUAYLLABAMBA;7225;Mirador Racchi;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Miradores naturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7225;-72.0680879;-13.3641567;20260831;3718.0;20.72;2;Frío (Suni)
Cusco;Calca;TARAY;7226;Mirador Taray;1. SITIOS NATURALES;ñ. Zonas paisajísticas;Miradores naturales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7226;-71.8643454;-13.432545;20260831;3155.0;14.97;1;Templado Seco (Quechua)
Cusco;Urubamba;OLLANTAYTAMBO;7227;Sitio Arqueológico De Pinkuylluna;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7227;-72.26306;-13.2572199999;20260831;2855.0;43.52;2;Templado Seco (Quechua)
Ica;Chincha;CHINCHA ALTA;11316;Bodega Tabernero;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Explotaciones Industriales;Bodegas de pisco, vinos y/u otros licores;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11316;-76.13914;-13.41783;20260831;93.0;84.79;3;Cálido / Desértico (Costa)
Cusco;Urubamba;OLLANTAYTAMBO;7238;Sitio Arqueologico Ñaupa Iglesia;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7238;-72.22995954119;-13.28938633682;20260831;2995.0;38.47;2;Templado Seco (Quechua)
Junín;Huancayo;SAN JERÓNIMO DE TUNAN;7247;Sitio  Arqueológico  De Unish  Kuto / Unish Coto;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Zonas arqueológicas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7247;-75.2816063;-11.9312982;20260831;3738.0;17.06;1;Frío (Suni)
Pasco;Oxapampa;VILLA RICA;7252;Panteón De Los Colonos;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Campos santos;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7252;-75.26670811607;-10.73282880411;20260831;1478.0;108.41;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7255;La Tostaduría De  Kelly;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Otros;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7255;-75.26478052139;-10.72989297449;20260831;1469.0;108.6;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7257;Plaza Principal De Villa Rica;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7257;-75.26787579059601;-10.735342752080992;20260831;1473.0;108.3;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7260;Jardin Botánico Los Ositos;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Jardines Botánicos y Viveros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7260;-75.27782203941695;-10.738311088133957;20260831;1547.0;107.24;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7265;Festival Del Café Villa Rica Y Festival Nacional Del Café.;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7265;-75.2725;-10.7364;20260831;1498.0;107.81;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7266;Finca Aroma De Montaña;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Explotaciones  Agropecuarias y Pesqueras;Agricultura;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7266;-75.269972;-10.720861;20260831;1631.0;107.98;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7269;Laboratorio De Control De Calidad  Café Villa Rica;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Otros;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7269;-75.2782099351603;-10.741994311062234;20260831;1518.0;107.23;3;Templado Cálido (Yunga)
Pasco;Oxapampa;VILLA RICA;7270;Finca La Torre;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Explotaciones  Agropecuarias y Pesqueras;Agricultura;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=7270;-75.27429968118668;-10.746444920413662;20260831;1508.0;107.69;3;Templado Cálido (Yunga)
