CODIGO DEL RECURSO;NOMBRE DEL RECURSO;REGIÓN;latitud;longitud;ALTITUD;ZONA_CLIMATICA;CLUSTER;CLUSTER_KM
11333;Museo Arqueológico San Francisco De Asís-Jaqui;Arequipa;-15.477393;-74.442254;265.0;Cálido / Desértico (Costa);-1;11
11518;Plaza De Armas De Campo Verde;Ucayali;-8.472354059549705;-74.80586691722472;205.0;Tropical Húmedo (Selva);-1;19
11842;Pozas De Agua Y Sal - Pozuzo;Pasco;-10.01248;-75.36143;714.0;Templado Cálido (Yunga);60;26
11256;Playa Del Diablo - Ilo;Moquegua;-17.6367;-71.3415;0.0;Cálido / Desértico (Costa);27;20
11215;Playa Los Leones - San Juan De Marcona.;Ica;-15.38249;-75.15927;10.0;Cálido / Desértico (Costa);50;11
11216;Playa Hermosa - San Juan De Marcona;Ica;-15.355878320786696;-75.17063964683533;0.0;Cálido / Desértico (Costa);50;11
11217;Playa El Elefante - San Juan De Marcona.;Ica;-15.391263;-75.158057;14.0;Cálido / Desértico (Costa);50;11
11392;Huaca Melgarejo - La Molina;Lima;-12.07229756522585;-76.94483041763306;250.0;Cálido / Desértico (Costa);-1;9
11218;Playa La Lobera - San Juan De Marcona ;Ica;-15.39442;-75.144;12.0;Cálido / Desértico (Costa);50;11
11430;Laguna De Quero Pozo;Huánuco;-10.053631259956582;-75.99236110140389;3404.0;Templado Seco (Quechua);62;5
11458;Quebrada Rurec - Parque Nacional Huascarán;Áncash;-9.587155102512812;-77.34658223046483;4230.0;Muy Frío (Puna);62;5
11476;Quebrada Cashan - Parque Nacional Huascarán ;Áncash;-9.578989666893603;-77.38695676970268;4357.0;Muy Frío (Puna);19;22
11237;Bosque Mapa Del Perú;Huánuco;-9.224933;-76.284831;1002.0;Templado Cálido (Yunga);33;19
12279;El Cerro Mil Caras;Arequipa;-16.082303;-72.47913;624.0;Templado Cálido (Yunga);52;11
11418;Bodega De Vinos Y Pisco La Finca Azul;Lima;-13.028586;-76.478422;4.0;Cálido / Desértico (Costa);41;4
11230;Área De Conservación Regional Choquequirao - Sector Mollepata;Cusco;-13.508559;-72.527703;2846.0;Templado Seco (Quechua);-1;23
11311;Quebrada Shallap Parque Nacional Huascarán);Áncash;-9.496281266103765;-77.36369371853444;4206.0;Muy Frío (Puna);19;22
11404;Parque Ecológico De La Molina;Lima;-12.118611180538464;-76.93237960338593;401.0;Cálido / Desértico (Costa);-1;9
11402;Huaca Granados - La Molina;Lima;-12.060937424965964;-76.94694897252197;267.0;Cálido / Desértico (Costa);-1;9
14183;Parque Ecológico De San Antonio;Lima;-12.64569827;-76.64989471;27.0;Cálido / Desértico (Costa);36;19
11403;Murales Ecoturísticos Viña Alta - La Molina;Lima;-12.093864020015712;-76.94597957012242;236.0;Cálido / Desértico (Costa);-1;9
11400;La Laguna De La Molina;Lima;-12.080374071747627;-76.91525727390587;283.0;Cálido / Desértico (Costa);-1;9
11314;Laguna Antacocha - Recuay;Áncash;-9.7038644;-77.4943639;3918.0;Frío (Suni);19;22
11275;Laguna Rajucolta - Parque Nacional Huascarán  ;Áncash;-9.523016684397849;-77.3422756594543;4268.0;Muy Frío (Puna);62;5
11285;Laguna Shallap - Parque Nacional Huascarán;Áncash;-9.49250002776546;-77.35652011255596;4254.0;Muy Frío (Puna);19;22
11477;Mirador Boca Del Sapo;Áncash;-9.545132870251022;-77.51408455790323;3324.0;Templado Seco (Quechua);20;22
11238;Bosque De Puyas De Raimondi De Yanacancha ;Junín;-12.235;-75.433333;4027.0;Muy Frío (Puna);73;0
11421;Plaza De Armas De Huaraz ;Áncash;-9.530095289539084;-77.52888766945644;3054.0;Templado Seco (Quechua);20;2
11233;Cascadas De Progreso - La Banda De Shilcayo;San Martín;-6.401237746933;-76.30903431296;673.0;Templado Cálido (Yunga);10;25
11242;Mirador Natural De Yanacancha (Tarshtapata);Junín;-12.203056;-75.393056;3966.0;Frío (Suni);73;0
11241;Laguna Huascacocha De Yanacancha;Junín;-12.251389;-75.583056;4432.0;Muy Frío (Puna);-1;0
11240;Cueva Iglesia Machay De Yanacancha;Junín;-12.1519444;-75.37916666666666;3887.0;Frío (Suni);73;0
11239;Bosque De Piedras Accocorral De Yanacancha;Junín;-12.1994444;-75.475;4388.0;Muy Frío (Puna);-1;0
11244;Modulos Ganaderos Y Productos Lacteos De Las Pampas De Laive-Ingahuasi;Junín;-12.2552778;-75.3633333333333;3834.0;Frío (Suni);73;0
11507;Quebrada  Cayesh - Parque Nacional Huascarán ;Áncash;-9.448113059724434;-77.33581932828805;4204.0;Muy Frío (Puna);62;5
13596;Puerto Muelle De Puno;Puno;-15.8357020918;-70.01566529273;3811.0;Frío (Suni);8;6
11531;Nevado Humashraju  - Parque Nacional Huascarán ;Áncash;-9.524914302345875;-77.38529205322266;5279.0;Glacial / Nieve (Janca);-1;22
11254;Cascada Santa Fe;Cajamarca;-5.751104;-78.879199;1954.0;Templado Cálido (Yunga);55;17
11532;Nevado Huantsán - Parque Nacional Huascarán ;Áncash;-9.515772260350989;-77.31010437011719;6218.0;Glacial / Nieve (Janca);-1;5
11506;Nevado Cayesh - Parque Nacional Huascarán ;Áncash;-9.463956834814669;-77.31155206387554;5106.0;Glacial / Nieve (Janca);-1;5
11271;Casa Hacienda Pedregal;Huánuco;-9.304409;-76.374042;1061.0;Templado Cálido (Yunga);33;19
11284;Sitio Arqueológico Pashas-Campanario;Áncash;-8.532842880150808;-77.62743158410935;3607.0;Frío (Suni);49;28
11537;Laguna Azulcocha - Parque Nacional Huascarán ;Áncash;-9.530418191405683;-77.40022650739407;4622.0;Muy Frío (Puna);19;22
11529;Cascada Gaganani;Áncash;-9.883211661416048;-76.92505778329762;3624.0;Frío (Suni);62;5
11353;Torre De Reloj De Campana De Yanacancha;Pasco;-10.667215;-76.251149;4361.0;Muy Frío (Puna);16;22
11478;Cascada Sheglla;Áncash;-9.891599850160276;-76.92501875681234;3494.0;Templado Seco (Quechua);62;5
11460;Baños Termales De Azulmina;Áncash;-9.937158456530051;-76.96195814329744;3885.0;Frío (Suni);62;5
11359;Rio Huaura;Lima;-11.133485;-77.197378;652.0;Templado Cálido (Yunga);-1;4
11461;Laguna Cochahuaín ;Áncash;-9.990072270954943;-76.97785472446026;3973.0;Frío (Suni);62;5
11459;Iglesia Colonial San Juan Bautista De Lampian ;Lima;-11.14154;-76.50222;4793.0;Muy Frío (Puna);48;8
11414;Catarata De Callapacche;Lima;-11.11368;-76.49476;4805.0;Glacial / Nieve (Janca);48;8
11409;Sitio Arqueologico De Yaros ;Lima;-11.859064;-76.37141;2783.0;Templado Seco (Quechua);68;0
11310;Balneario Ecoturístico La Costanera;Lima;-11.096812;-77.628531;0.0;Cálido / Desértico (Costa);42;4
12463;Laguna Bayococha - Parque Nacional Huascarán ;Áncash;-9.524880498035657;-77.39519482923579;4839.0;Glacial / Nieve (Janca);-1;22
11496;Sitio Arqueológico Tumbas De Jancu - Huaraz;Áncash;-9.5225934447626;-77.43570236386104;3916.0;Frío (Suni);19;22
11259;Finca Agro Apicola La Arboleda;Cajamarca;-5.73974;-78.839812;1191.0;Templado Cálido (Yunga);55;17
11776;Mirador Pumacoto - Sihuas;Áncash;-8.558582067423222;-77.63366389991283;2982.0;Templado Seco (Quechua);49;28
11860;Iglesia Colonial Santísima Virgen María De Las Nieves - Sihuas;Áncash;-8.557471897691663;-77.62532194638398;2672.0;Templado Seco (Quechua);49;28
11473;Lagunas Huachuacocha - Sihuas;Áncash;-8.440640464050531;-77.71108974201049;4113.0;Muy Frío (Puna);49;28
11472;Laguna Berracococha;Áncash;-8.597933689339714;-77.70009716450518;4275.0;Muy Frío (Puna);49;28
11283;Laguna Callampita- Sihuas;Áncash;-8.463914467263724;-77.68187363380059;3912.0;Frío (Suni);49;28
11420;Laguna Turquesa;Áncash;-8.684658;-77.918039;1806.0;Templado Cálido (Yunga);-1;28
11272;Sitio Arqueológico Chaupiyacu;Huánuco;-9.305929;-76.377531;1257.0;Templado Cálido (Yunga);33;19
11453;Granja Agropecuaria Montefino - Chiara;Ayacucho;-13.405677;-74.236235;3691.0;Frío (Suni);77;0
11273;Playa Nuevo Rondos;Huánuco;-9.299161483796192;-76.09130333672049;714.0;Templado Cálido (Yunga);33;19
11345;Catarata Velo De Novia De Pucará;Cajamarca;-6.98804;-78.6620417;3258.0;Templado Seco (Quechua);45;13
11391;Biblioteca Plaza Bicentenario - La Molina;Lima;-12.10510266965614;-76.94201409816742;260.0;Cálido / Desértico (Costa);-1;9
11286;Cascada La Granja;Huánuco;-9.221037561810665;-76.24146003984453;824.0;Templado Cálido (Yunga);33;19
11301;Ciudadela Arqueológica De Poroqueña;Moquegua;-16.36128108;-70.74180801;3310.0;Templado Seco (Quechua);67;3
11354;Parque Nacional Yanachaga Chemillén - Zona De Uso Turístico Paujil;Pasco;-10.252511502330997;-75.2232570993703;340.0;Cálido / Desértico (Costa);-1;26
11385;Playa Waylisqaqa;Cusco;-12.980251;-73.522444;696.0;Templado Cálido (Yunga);64;24
11382;Catarata De Qoripayla;Cusco;-12.838754;-73.522604;1639.0;Templado Cálido (Yunga);-1;24
12019;Plaza Intercultural De San Lorenzo;Loreto;-4.831499415769185;-76.55438292757978;136.0;Tropical Húmedo (Selva);47;21
11376;Templo Colonial Inmaculada Concepcion De Sayhua;Cusco;-14.141266;-71.601711;3608.0;Frío (Suni);-1;23
11383;Fundo El Horizonte;Cusco;-12.874934;-73.520616;1397.0;Templado Cálido (Yunga);64;24
11302;Catarata Velo De Novia;Moquegua;-16.2797;-70.7574;3366.0;Templado Seco (Quechua);67;3
11297;Bosque De Puyas De Raimondi De Pampaygrande  ;Moquegua;-16.16950032;-70.70949285;3992.0;Frío (Suni);67;3
11326;Laguna Del Amor;Cajamarca;-6.56378;-78.63374;2481.0;Templado Seco (Quechua);45;13
11298;Molino De Agua De Cibaya;Moquegua;-16.23397288;-70.7590144;3551.0;Frío (Suni);67;3
11309;Bosque Santuario Huishtín;Huánuco;-8.81326;-74.7213;198.0;Cálido / Desértico (Costa);60;26
11300;Los Abrigos De Catarani;Moquegua;-16.13341846;-70.95759826;4343.0;Muy Frío (Puna);-1;3
11299;Valle Ubinas;Moquegua;-16.385893;-70.86107;3401.0;Templado Seco (Quechua);67;3
11386; Fundo Canaán De Villa Kintiarina ;Cusco;-12.906871;-73.504541;1207.0;Templado Cálido (Yunga);64;24
11398;Fundo Santa María De Villa Kintiarina;Cusco;-12.874379;-73.551378;735.0;Templado Cálido (Yunga);64;24
11393;Fundo Los Ángeles Del Distrito  De Villa  Kintiarina ;Cusco;-12.918791;-73.520581;787.0;Templado Cálido (Yunga);64;24
11313;Sendero Royal Sunangel;San Martín;-5.675193010503289;-77.7546802036438;1815.0;Templado Cálido (Yunga);-1;17
11381;Bosque De Conservación Comunal De Villa Sol;Cusco;-12.881559;-73.466999;1718.0;Templado Cálido (Yunga);-1;24
11397;Bosque De Protección Valle Oculto De Mankuriari;Cusco;-12.872755;-73.504048;1247.0;Templado Cálido (Yunga);64;24
11368;Río Aguas Claras;San Martín;-5.722445703695865;-77.57500558646538;1001.0;Templado Cálido (Yunga);54;21
11417;  Laguna  Asnacocha (Posqoqocha);Cusco;-14.1063477;-71.4776864;3756.0;Frío (Suni);75;3
11360;Catarata Poq Poq;Cusco;-13.3809834;-72.037337;3435.0;Templado Seco (Quechua);22;6
11348;Mirador Jaen;Cajamarca;-5.748701;-78.780598;920.0;Templado Cálido (Yunga);55;10
11346;Molino De Pampamolino;Moquegua;-16.38938;-70.87124;3349.0;Templado Seco (Quechua);67;3
11330;Lugar De La Memoria Yalpana Wasi - Wiñay Yalpanapa;Junín;-12.0795;-75.198539;3254.0;Templado Seco (Quechua);26;15
11350;Mirador Natural Cerro Colorado;Tumbes;-3.7852283144422607;-80.48457618783569;141.0;Cálido / Desértico (Costa);34;1
11337;Mirador De Tuli;Moquegua;-16.277251;-70.753903;3418.0;Templado Seco (Quechua);67;3
11338;Pinturas Rupestres De Llamalloq - Kinray;Moquegua;-16.275956;-70.754699;3446.0;Templado Seco (Quechua);67;3
11339;Catarata De Jispaipuquio;Moquegua;-16.380906;-70.905665;4214.0;Muy Frío (Puna);-1;3
11341;Maqueta De Piedra De Sasimpata;Moquegua;-16.279753;-70.765442;3688.0;Frío (Suni);67;3
11342;Catarata De Volcanmayo;Moquegua;-16.381308;-70.87513;3565.0;Frío (Suni);67;3
11721;Bodega San Julián - Moquegua;Moquegua;-17.32531620403;-70.99518367699;1042.0;Templado Cálido (Yunga);13;16
13314;Bodega Meléndez;Moquegua;-17.285782;-70.985863;1077.0;Templado Cálido (Yunga);13;16
11380;Camino Pintoresco De Tintinco ;Cusco;-13.89809003;-71.47247034;3484.0;Templado Seco (Quechua);-1;23
11344;Comunidad Nativa Bajo Aldea Pichanaki;Junín;-10.89919;-74.90652;563.0;Templado Cálido (Yunga);61;26
11332;Parque Bicentenario De Miraflores;Lima;-12.13559;-77.024837;76.0;Cálido / Desértico (Costa);29;9
11335;Malecón De La Reserva De Miraflores;Lima;-12.135534;-77.027889;67.0;Cálido / Desértico (Costa);29;9
11334;Malecón Armendáriz De Miraflores;Lima;-12.135425788642957;-77.02540151698838;77.0;Cálido / Desértico (Costa);29;9
11525;Iglesia San Juan Bautista De Candarave;Tacna;-17.21426431202;-70.23559570312;3723.0;Frío (Suni);-1;3
11431;Camino Prehispánico De Huancarani;Moquegua;-16.40528;-70.8816;3831.0;Frío (Suni);67;3
11372;Cocha Guacamayo ;Madre De Dios;-12.679407162;-68.722644987;194.0;Tropical Húmedo (Selva);0;20
14579;Galería De Arte Madre De Dios;Madre De Dios;-12.59766;-69.21906;200.0;Tropical Húmedo (Selva);1;16
11447;Castaña Amazon Park;Madre De Dios;-12.538836266121894;-69.1297397017479;197.0;Tropical Húmedo (Selva);1;16
11503;Qhapaq Ñan (Yalagua-Cibaya);Moquegua;-16.275956;-70.754699;3446.0;Templado Seco (Quechua);67;3
11440;Laguna La Millonaria De Punta Del Rio;Piura;-5.026111;-79.459722;3692.0;Frío (Suni);55;17
11439;Catarata Velo De Novia;Piura;-4.9997333;-79.5161817;2372.0;Templado Seco (Quechua);55;17
11356;Finca Paraiso De La Trucha;Cajamarca;-5.783663;-78.864972;2015.0;Templado Cálido (Yunga);55;17
11446;Cerro Pico De Loro;Piura;-5.087779;-79.411666;3631.0;Frío (Suni);55;17
11367;Laguna San Diego;Áncash;-9.497656751369938;-78.35200309753418;1.0;Cálido / Desértico (Costa);-1;4
11406;Catarata Lauriano;Cusco;-11.81537;-72.895007;457.0;Cálido / Desértico (Costa);59;24
11378;Granja Lacteos Dela;Lima;-13.034025;-76.45687;3.0;Cálido / Desértico (Costa);41;4
11624;Cascada Mugñiz;Pasco;-10.29328;-75.230495;350.0;Cálido / Desértico (Costa);-1;26
11524;Cascada Cinco Cerros;Lima;-11.51363;-76.30325;4794.0;Muy Frío (Puna);48;8
11384;El Piticunga;Cajamarca;-7.170524;-78.249779;3457.0;Templado Seco (Quechua);45;13
11512;Bodega San José De La Chimba;Moquegua;-17.1827;-70.9484;1339.0;Templado Cálido (Yunga);13;16
11454;Paseo Independencia De Chicla;Lima;-11.70606;-76.26806;3696.0;Frío (Suni);48;8
11427;Iglesia San Juan De Chicla ;Lima;-11.70506;-76.26839;3707.0;Frío (Suni);48;8
12262;Aguas Calientes Cañon De Timpia ;Cusco;-12.0820302;-72.8217421;424.0;Cálido / Desértico (Costa);59;24
11399;Cañon De Ananiso ;Cusco;-13.97245;-71.26614;4260.0;Muy Frío (Puna);74;3
11452;Mirador Apu Kiruray;Ayacucho;-13.17723891996323;-74.29786085717774;3390.0;Templado Seco (Quechua);-1;15
11622;Comunidad Saludable Miguel Grau;San Martín;-5.741127992290355;-77.55656389862037;1090.0;Templado Cálido (Yunga);54;21
11577;Andenes Milenarios De Cuyocuyo;Puno;-14.45659713648294;-69.53871597249237;3528.0;Frío (Suni);-1;3
11640;Bosque De Piedras De Chijos;Puno;-14.533047594719733;-69.72222664303007;4444.0;Muy Frío (Puna);-1;3
12050;Bodega Lucho'S;Moquegua;-17.2102;-70.9582;1290.0;Templado Cálido (Yunga);13;16
11571;Cascada Wayra Phauchinta;Puno;-14.304632017232294;-69.44888950068848;2271.0;Templado Cálido (Yunga);-1;3
11578;Chullpas De Huancasayani;Puno;-14.468493699240977;-69.47918943383789;3536.0;Frío (Suni);-1;3
11422;Cascada Camisea ;Cusco;-11.446704173480336;-72.53782979882813;412.0;Cálido / Desértico (Costa);-1;24
11462;Catarata Santa Lucia;Cajamarca;-5.25312;-78.93165;1416.0;Templado Cálido (Yunga);55;17
11467;Collpa De Mamiferos  De Camisea ;Cusco;-11.701339;-73.030279;376.0;Cálido / Desértico (Costa);59;24
11969;Rio Camisea ;Cusco;-11.718885;-72.93582;363.0;Cálido / Desértico (Costa);59;24
11556;Comunidad Nativa De  Shivankoreni ;Cusco;-11.702229;-72.929073;429.0;Cálido / Desértico (Costa);59;24
11588;Rio Sihuaniro ;Cusco;-12.095704;-72.7967603;463.0;Cálido / Desértico (Costa);59;24
11986;Templo  San Pedro  Martir De Timpia ;Cusco;-12.078334;-72.821931;403.0;Cálido / Desértico (Costa);59;24
13273;Bodega López;Moquegua;-17.284862;-70.985125;1079.0;Templado Cálido (Yunga);13;16
11435;Casa De Tupac Amaru De Surimana;Cusco;-14.154095193859202;-71.57276173703306;3528.0;Frío (Suni);75;3
11761;Laguna Rocotuyoc - Quebrada Honda;Áncash;-9.282535;-77.452579;4445.0;Muy Frío (Puna);62;5
12590;Cristo Blanco - Paseo De La Fe;Lima;-11.935155;-76.6983;867.0;Templado Cálido (Yunga);-1;19
11559;Bosque Vásquez Pampa ;Amazonas;-6.130700638438972;-78.03358371264451;3058.0;Templado Seco (Quechua);45;13
11450;Mirador El Suro;Cajamarca;-6.58449;-78.60869;2887.0;Templado Seco (Quechua);45;13
11511;Plaza Mayor De San Fernando;Ucayali;-8.398239;-74.536936;154.0;Tropical Húmedo (Selva);9;25
11574;Iglesia Señor De Los Desamparados   ;Arequipa;-17.172538422820253;-71.7904738665323;14.0;Cálido / Desértico (Costa);57;11
11469;Laguna Ámbar ;Lima;-11.0003;-76.597222;4570.0;Muy Frío (Puna);48;8
11470;Laguna Mushcacocha;Lima;-10.9833;-76.6344;4702.0;Muy Frío (Puna);48;8
11485;Laguna Lutacocha ;Lima;-10.9587171177897;-76.59706128234863;4521.0;Muy Frío (Puna);48;8
12836;Casa Hacienda Niño Yucay ;Ayacucho;-13.121966;-74.150094;2551.0;Templado Seco (Quechua);24;15
11516;Comunidad Nativa Shipiba De Dos Unidos;Huánuco;-8.760269571245875;-74.53796871702988;148.0;Cálido / Desértico (Costa);-1;26
11486;Laguna Morococha;Lima;-10.990075880531698;-76.57781656816537;4824.0;Glacial / Nieve (Janca);48;8
11480;Laguna Contaycocha;Áncash;-9.868063127364394;-76.98859428935589;3875.0;Frío (Suni);62;5
11561;Museo Municipal Oscar Velazco Meza;Puno;-16.212715496441426;-69.45929935430675;3878.0;Frío (Suni);30;12
11558;Cascada Bella Encantadora;Cajamarca;-5.324808;-78.990326;2057.0;Templado Cálido (Yunga);55;17
11538;Quebrada De Tupac Amaru ;Ucayali;-8.477988;-74.611325;151.0;Tropical Húmedo (Selva);9;25
11514;Sitio Arqueológico De Shahualgayan;Lima;-10.53175;-76.41559;3976.0;Frío (Suni);48;8
11499;Zoológico De Piedras-Jacintillo;Huánuco;-9.319138960375884;-76.0144992783593;747.0;Templado Cálido (Yunga);33;19
11515;Cañón De Pungullo;Lima;-10.52995;-76.41083;4073.0;Muy Frío (Puna);48;8
11492;Sitio Arqueológico Shaurin;Lima;-10.4406;-76.44598;2943.0;Templado Seco (Quechua);-1;8
11510;Monumento Arqueológico: Mausoleo Imperial El Castillo De Huarmey;Áncash;-10.063189464715808;-78.13811917645924;14.0;Cálido / Desértico (Costa);43;4
11637;Cascada La Sirenita - Villa Rica;Cajamarca;-5.343534;-78.87212;1172.0;Templado Cálido (Yunga);55;17
11540;Mirador Natural Shinonkari;Cusco;-11.577056;-73.132743;321.0;Cálido / Desértico (Costa);59;24
11521;Piscigranja Camargo;Lima;-11.74573;-76.25308;3578.0;Frío (Suni);48;8
11522;Piscigranja Rio Blanco;Lima;-11.73462;-76.25821;3511.0;Frío (Suni);48;8
12049;Fundo Chucarapi ;Moquegua;-17.624747;-71.336247;12.0;Cálido / Desértico (Costa);27;20
11519;Sitio Arqueologico De Waqrapukara- Sector Acos;Cusco;-14.019863239368162;-71.69389879638858;4078.0;Muy Frío (Puna);-1;23
12048;Fundo La Huerta ;Moquegua;-17.622533;-71.318344;26.0;Cálido / Desértico (Costa);27;20
11555;Cueva De Yana Machay;Ayacucho;-14.449812;-74.005595;4023.0;Muy Frío (Puna);-1;18
11533;Mirador De Ccoya ;Apurímac;-13.536919;-73.002534;3518.0;Frío (Suni);-1;6
11856;Uma Llawita;Puno;-16.32666;-69.137365;4416.0;Muy Frío (Puna);-1;3
11554;Mirador Qoriwayrachina ;Apurímac;-13.52684;-72.66505;2546.0;Templado Seco (Quechua);-1;23
11584;Playa Raspón-Paracas;Ica;-13.907602303809847;-76.31776414989149;32.0;Cálido / Desértico (Costa);32;19
11543;Comunidad Nativa Carpintero Kirigueti;Cusco;-11.57306;-73.12931;345.0;Cálido / Desértico (Costa);59;24
11569;Bosque Pukka Shungo;Huánuco;-9.13524;-75.99426;705.0;Templado Cálido (Yunga);60;26
11539;Mirador El Osheto;Cusco;-12.221666;-72.821944;489.0;Cálido / Desértico (Costa);-1;24
11855;Isla Iscaya;Puno;-16.236975110319175;-68.94731170654296;3895.0;Frío (Suni);69;3
11635;Parque Universitario De Yanacancha ;Pasco;-10.665037;-76.252561;4356.0;Muy Frío (Puna);16;22
11587;Rio Mishahua;Cusco;-11.29277;-72.95333;302.0;Cálido / Desértico (Costa);59;24
11634;Parque El Comercio ;Pasco;-10.66721979845536;-76.25308535581972;4348.0;Muy Frío (Puna);16;22
11696;Parque A La Madre Cerreña ;Pasco;-10.665405;-76.253294;4356.0;Muy Frío (Puna);16;22
11573;Comunidad Nativa De Puerto Rico;Cusco;-11.301445;-73.0302;300.0;Cálido / Desértico (Costa);59;24
14234;Isla De Los Cactus - San Pablo Huatta;Puno;-15.167204811766124;-69.93162631988527;3808.0;Frío (Suni);30;12
11854;Sitio Arqueológico De Inca Qhamaña;Puno;-16.259094084070405;-69.17149216187677;3820.0;Frío (Suni);69;3
11784;Cascada De Occochaca ;Ayacucho;-12.934695;-74.222155;2914.0;Templado Seco (Quechua);-1;0
11562;Laguna Rapagna;Lima;-11.7053;-76.2243;4527.0;Muy Frío (Puna);48;8
11629;Laguna Yuraccocha;Lima;-11.58485;-76.21403;4724.0;Muy Frío (Puna);48;8
11585;Museo De Taxidermia De Tahuaco;Puno;-16.328522186972812;-69.06313870391845;3886.0;Frío (Suni);69;3
13107;Mirador San Francisco La Cruz;Huánuco;-9.28997;-75.99723;655.0;Templado Cálido (Yunga);33;19
11568;Bosque De Piedras De Pilluni;Apurímac;-14.573516;-73.417553;4213.0;Muy Frío (Puna);-1;18
11715;Catarata Arcoíris De Mutca ;Apurímac;-14.21207;-73.30795;3050.0;Templado Seco (Quechua);-1;23
11687;Cerro Ratarmachay;Pasco;-10.855659;-76.114283;4147.0;Muy Frío (Puna);62;5
11686;Alameda San José - Ninacaca;Pasco;-10.85578380525523;-76.1118351312828;4147.0;Muy Frío (Puna);62;5
11853;Fortaleza De Wich'Inqhala Pukara;Puno;-16.299741682304088;-69.15080187765957;4391.0;Muy Frío (Puna);-1;3
11783;Mirador Del Cristo Blanco ;Ayacucho;-12.929076115213109;-74.23403123402471;2955.0;Templado Seco (Quechua);-1;0
11596;Plaza Matriz Del Callao;Callao;-12.059629011960244;-77.14680151901918;4.0;Cálido / Desértico (Costa);21;9
11576;Pueblo Histórico De Pampamarca ;Apurímac;-14.428055;-73.206487;3405.0;Templado Seco (Quechua);70;18
12659;Presa Cuchoquesera;Ayacucho;-13.441411;-74.345392;3741.0;Frío (Suni);77;0
11586;Catarata Collajpaccha;Lima;-11.6662;-76.26974;4197.0;Muy Frío (Puna);48;8
11627;Aguas Termales De Llacsa;Apurímac;-14.524986;-73.261218;3671.0;Frío (Suni);70;18
11626;Plaza De Armas De Chalhuanca ;Apurímac;-14.29453;-73.24428;2909.0;Templado Seco (Quechua);-1;18
13106;Mariposario Monte Alto;Huánuco;-9.28554;-75.9927;702.0;Templado Cálido (Yunga);33;19
11583;Playa Mendieta-Paracas;Ica;-14.03138;-76.251356;0.0;Cálido / Desértico (Costa);32;19
11582;Playa El Chaco - Paracas;Ica;-13.832896;-76.24876;0.0;Cálido / Desértico (Costa);32;19
11581;Playa Lagunilla-Paracas;Ica;-13.89735119578974;-76.31237718074125;0.0;Cálido / Desértico (Costa);32;19
11580;Playa Yumaque-Paracas;Ica;-13.911221728404495;-76.28208344729615;0.0;Cálido / Desértico (Costa);32;19
11612;Plaza De Armas De Chincha;Ica;-13.4172;-76.13247;101.0;Cálido / Desértico (Costa);41;4
11610;Bodega San Nicolás ;Ica;-13.813053;-76.119712;131.0;Cálido / Desértico (Costa);32;19
11590;Sala De Exhibición Del Sitio Arqueológico Tambo Colorado;Ica;-13.734132;-76.225019;0.0;Cálido / Desértico (Costa);32;19
11611;Humedales Grocio Prado (Humedales De Chincha);Ica;-13.406172;-76.192825;6.0;Cálido / Desértico (Costa);41;4
11589;Palpa, Pueblo Histórico Y Tradicional;Ica;-14.533712653589289;-75.18524765968323;349.0;Cálido / Desértico (Costa);-1;19
11852;Sitio Arqueológico De Yampu Qhala;Puno;-16.401102542636487;-69.03614213419766;3824.0;Frío (Suni);69;3
11620;El Candelabro De Paracas;Ica;-13.794072523080386;-76.30897521972656;38.0;Cálido / Desértico (Costa);32;19
12204;Fortaleza Del Cerro Jaquejaytahui;Puno;-16.362754353440945;-69.20410813509297;4204.0;Muy Frío (Puna);69;3
11962;Iglesia Santísima Trinidad De Pachabamba;Huánuco;-9.853881905566324;-76.19723355407126;2079.0;Templado Cálido (Yunga);15;2
11638;El Runa Jirca;Huánuco;-9.886599;-75.762466;3761.0;Frío (Suni);-1;5
11851;Piedras Cansadas De Kcanamarka;Puno;-16.344314222091835;-69.03117656707764;3845.0;Frío (Suni);69;3
11641;Pinturas Rupestres De Chijos;Puno;-14.492307;-69.744505;4336.0;Muy Frío (Puna);-1;3
11695;Capilla Virgen Del Tránsito ;Pasco;-10.663064616174193;-76.2534749507904;4365.0;Muy Frío (Puna);16;22
11663;Fuente Termal Larama Quta;Tacna;-17.102708479959354;-70.13322500276996;4383.0;Muy Frío (Puna);-1;3
11621;Museo De Sitio Julio C. Tello De Paracas.;Ica;-13.867913562057463;-76.27309799194336;11.0;Cálido / Desértico (Costa);32;19
11632;Plaza De Armas De Marcona;Ica;-15.362444313812896;-75.16594478042603;31.0;Cálido / Desértico (Costa);50;11
11850;Lito Escultura De Qharwa Umiña Pata;Puno;-16.2398062;-69.0532261;3858.0;Frío (Suni);69;3
11625;Bahía De Paracas;Ica;-13.829160356291451;-76.27372078308106;0.0;Cálido / Desértico (Costa);32;19
11628;Boulevard Turístico De San Andrés;Ica;-13.731474774705578;-76.22377216815948;0.0;Cálido / Desértico (Costa);32;19
14622;Paseo Temático Fertilidad Moche ;La Libertad;-8.121867857160206;-79.00045394897462;28.0;Cálido / Desértico (Costa);4;14
11849;Cerro Juana ;Puno;-16.19987050917484;-69.05446742327881;4369.0;Muy Frío (Puna);-1;3
11630;El Malecón Miranda (Malecón Turístico De Pisco);Ica;-13.710490421184778;-76.21848344907379;2.0;Cálido / Desértico (Costa);32;19
