REGION;AÑO;MES;TEMPERATURA_MEDIA_C;PRECIPITACION_TOTAL_MM;NIVEL_RIESGO_CLIMATICO;SENSACION_TERMICA
PIURA;2023;04;25.97;403.5;3_Peligro;Calido
PIURA;2023;05;26.23;4.2;1_Seguro;Calido
PIURA;2023;06;25.35;0.0;1_Seguro;Calido
PIURA;2023;07;25.01;0.5;1_Seguro;Calido
PIURA;2023;08;24.77;1.0;1_Seguro;Calido
PIURA;2023;09;24.49;0.0;1_Seguro;Calido
PIURA;2023;10;24.8;3.9;1_Seguro;Calido
PIURA;2023;11;24.25;14.6;1_Seguro;Calido
PIURA;2023;12;25.47;48.4;2_Precaucion;Calido
ICA;2014;01;23.81;15.7;1_Seguro;Calido
ICA;2014;02;24.47;3.7;1_Seguro;Calido
ICA;2014;03;23.92;27.5;1_Seguro;Calido
ICA;2014;04;22.69;2.7;1_Seguro;Calido
ICA;2014;05;20.79;0.0;1_Seguro;Calido
ICA;2014;06;19.32;0.0;1_Seguro;Templado
ICA;2014;07;19.62;0.0;1_Seguro;Templado
ICA;2014;08;20.02;0.0;1_Seguro;Calido
ICA;2014;09;20.14;0.0;1_Seguro;Calido
ICA;2014;10;21.33;0.9;1_Seguro;Calido
ICA;2014;11;21.86;0.0;1_Seguro;Calido
ICA;2014;12;22.68;0.1;1_Seguro;Calido
ICA;2015;01;23.47;10.1;1_Seguro;Calido
ICA;2015;02;23.77;59.6;2_Precaucion;Calido
ICA;2015;03;23.94;48.2;2_Precaucion;Calido
ICA;2015;04;23.68;3.2;1_Seguro;Calido
ICA;2015;05;22.24;0.0;1_Seguro;Calido
ICA;2015;06;20.77;0.0;1_Seguro;Calido
ICA;2015;07;19.99;0.0;1_Seguro;Templado
ICA;2015;08;20.02;0.0;1_Seguro;Calido
ICA;2015;09;21.35;0.0;1_Seguro;Calido
ICA;2015;10;21.88;0.2;1_Seguro;Calido
ICA;2015;11;22.16;0.6;1_Seguro;Calido
ICA;2015;12;23.83;2.2;1_Seguro;Calido
ICA;2016;01;24.56;1.4;1_Seguro;Calido
ICA;2016;02;25.63;4.3;1_Seguro;Calido
ICA;2016;03;25.65;19.5;1_Seguro;Calido
ICA;2016;04;23.97;1.1;1_Seguro;Calido
ICA;2016;05;22.55;0.8;1_Seguro;Calido
ICA;2016;06;20.41;0.0;1_Seguro;Calido
ICA;2016;07;19.45;0.0;1_Seguro;Templado
ICA;2016;08;20.07;0.0;1_Seguro;Calido
ICA;2016;09;21.03;0.0;1_Seguro;Calido
ICA;2016;10;21.18;0.0;1_Seguro;Calido
ICA;2016;11;22.46;0.0;1_Seguro;Calido
ICA;2016;12;23.25;6.9;1_Seguro;Calido
ICA;2017;01;24.61;79.5;2_Precaucion;Calido
ICA;2017;02;26.34;12.8;1_Seguro;Calido
ICA;2017;03;26.48;18.9;1_Seguro;Calido
ICA;2017;04;24.35;0.2;1_Seguro;Calido
ICA;2017;05;20.95;1.9;1_Seguro;Calido
ICA;2017;06;18.08;0.0;1_Seguro;Templado
ICA;2017;07;16.78;0.0;1_Seguro;Templado
ICA;2017;08;16.46;0.0;1_Seguro;Templado
ICA;2017;09;18.02;0.0;1_Seguro;Templado
ICA;2017;10;20.04;0.0;1_Seguro;Calido
ICA;2017;11;20.33;0.0;1_Seguro;Calido
ICA;2017;12;22.54;0.2;1_Seguro;Calido
ICA;2018;01;24.52;2.8;1_Seguro;Calido
ICA;2018;02;24.31;30.9;2_Precaucion;Calido
ICA;2018;03;24.94;5.9;1_Seguro;Calido
ICA;2018;04;24.15;1.2;1_Seguro;Calido
ICA;2018;05;20.81;0.0;1_Seguro;Calido
ICA;2018;06;16.68;2.1;1_Seguro;Templado
ICA;2018;07;16.86;0.2;1_Seguro;Templado
ICA;2018;08;16.98;0.0;1_Seguro;Templado
ICA;2018;09;17.98;0.0;1_Seguro;Templado
ICA;2018;10;19.72;1.5;1_Seguro;Templado
ICA;2018;11;21.2;0.3;1_Seguro;Calido
ICA;2018;12;23.26;0.0;1_Seguro;Calido
ICA;2019;01;24.4;24.4;1_Seguro;Calido
ICA;2019;02;25.77;28.6;1_Seguro;Calido
ICA;2019;03;25.87;4.4;1_Seguro;Calido
ICA;2019;04;23.86;1.1;1_Seguro;Calido
ICA;2019;05;20.44;0.4;1_Seguro;Calido
ICA;2019;06;17.31;0.1;1_Seguro;Templado
ICA;2019;07;16.33;0.0;1_Seguro;Templado
ICA;2019;08;16.62;0.0;1_Seguro;Templado
ICA;2019;09;17.89;0.0;1_Seguro;Templado
ICA;2019;10;18.94;0.4;1_Seguro;Templado
ICA;2019;11;21.33;0.9;1_Seguro;Calido
ICA;2019;12;23.47;1.1;1_Seguro;Calido
ICA;2020;01;24.12;53.2;2_Precaucion;Calido
ICA;2020;02;25.43;13.7;1_Seguro;Calido
ICA;2020;03;25.59;15.3;1_Seguro;Calido
ICA;2020;04;23.89;0.8;1_Seguro;Calido
ICA;2020;05;20.6;0.7;1_Seguro;Calido
ICA;2020;06;17.56;0.0;1_Seguro;Templado
ICA;2020;07;16.45;0.0;1_Seguro;Templado
ICA;2020;08;16.56;0.0;1_Seguro;Templado
ICA;2020;09;17.88;0.0;1_Seguro;Templado
ICA;2020;10;20.07;2.5;1_Seguro;Calido
ICA;2020;11;20.45;0.0;1_Seguro;Calido
ICA;2020;12;22.48;10.0;1_Seguro;Calido
ICA;2021;01;24.48;10.5;1_Seguro;Calido
ICA;2021;02;25.57;1.3;1_Seguro;Calido
ICA;2021;03;25.42;9.8;1_Seguro;Calido
ICA;2021;04;23.16;2.5;1_Seguro;Calido
ICA;2021;05;20.01;0.7;1_Seguro;Calido
ICA;2021;06;17.45;0.0;1_Seguro;Templado
ICA;2021;07;16.91;0.0;1_Seguro;Templado
ICA;2021;08;16.78;0.0;1_Seguro;Templado
ICA;2021;09;18.08;0.2;1_Seguro;Templado
ICA;2021;10;19.19;0.3;1_Seguro;Templado
ICA;2021;11;20.48;2.7;1_Seguro;Calido
ICA;2021;12;22.01;10.9;1_Seguro;Calido
ICA;2022;01;24.09;12.3;1_Seguro;Calido
ICA;2022;02;24.51;10.9;1_Seguro;Calido
ICA;2022;03;24.99;1.9;1_Seguro;Calido
ICA;2022;04;21.96;0.0;1_Seguro;Calido
ICA;2022;05;18.61;0.0;1_Seguro;Templado
ICA;2022;06;16.08;0.2;1_Seguro;Templado
ICA;2022;07;15.57;0.6;1_Seguro;Templado
ICA;2022;08;15.72;0.0;1_Seguro;Templado
ICA;2022;09;16.25;0.0;1_Seguro;Templado
ICA;2022;10;17.86;0.0;1_Seguro;Templado
ICA;2022;11;20.33;0.1;1_Seguro;Calido
ICA;2022;12;23.1;1.9;1_Seguro;Calido
ICA;2023;01;25.22;7.1;1_Seguro;Calido
ICA;2023;02;25.68;49.8;2_Precaucion;Calido
ICA;2023;03;25.53;42.9;2_Precaucion;Calido
ICA;2023;04;24.44;13.2;1_Seguro;Calido
ICA;2023;05;20.07;0.6;1_Seguro;Calido
ICA;2023;06;17.82;0.0;1_Seguro;Templado
ICA;2023;07;17.64;0.0;1_Seguro;Templado
ICA;2023;08;18.34;0.0;1_Seguro;Templado
ICA;2023;09;19.17;0.0;1_Seguro;Templado
ICA;2023;10;21.71;1.0;1_Seguro;Calido
ICA;2023;11;21.97;0.4;1_Seguro;Calido
ICA;2023;12;23.93;0.4;1_Seguro;Calido
JUNIN;2014;01;11.55;280.1;3_Peligro;Templado
JUNIN;2014;02;11.58;258.8;3_Peligro;Templado
JUNIN;2014;03;11.5;225.5;3_Peligro;Templado
JUNIN;2014;04;11.06;117.7;3_Peligro;Templado
JUNIN;2014;05;10.81;83.1;2_Precaucion;Templado
JUNIN;2014;06;10.84;18.3;1_Seguro;Templado
JUNIN;2014;07;9.55;40.4;2_Precaucion;Frio
JUNIN;2014;08;9.78;41.0;2_Precaucion;Frio
JUNIN;2014;09;10.58;118.0;3_Peligro;Templado
JUNIN;2014;10;11.08;134.4;3_Peligro;Templado
JUNIN;2014;11;11.84;123.2;3_Peligro;Templado
JUNIN;2014;12;11.96;207.5;3_Peligro;Templado
JUNIN;2015;01;11.1;260.0;3_Peligro;Templado
JUNIN;2015;02;11.58;219.6;3_Peligro;Templado
JUNIN;2015;03;11.41;224.5;3_Peligro;Templado
JUNIN;2015;04;11.0;159.2;3_Peligro;Templado
JUNIN;2015;05;10.84;62.8;2_Precaucion;Templado
JUNIN;2015;06;10.35;23.7;1_Seguro;Templado
JUNIN;2015;07;10.33;24.6;1_Seguro;Templado
JUNIN;2015;08;10.41;49.7;2_Precaucion;Templado
JUNIN;2015;09;11.36;76.4;2_Precaucion;Templado
JUNIN;2015;10;11.66;136.9;3_Peligro;Templado
JUNIN;2015;11;12.4;141.3;3_Peligro;Templado
JUNIN;2015;12;11.85;223.5;3_Peligro;Templado
JUNIN;2016;01;12.82;202.0;3_Peligro;Templado
JUNIN;2016;02;12.81;252.3;3_Peligro;Templado
JUNIN;2016;03;12.7;163.7;3_Peligro;Templado
JUNIN;2016;04;12.13;111.9;3_Peligro;Templado
JUNIN;2016;05;11.55;30.9;2_Precaucion;Templado
JUNIN;2016;06;10.13;29.9;1_Seguro;Templado
JUNIN;2016;07;9.85;17.6;1_Seguro;Frio
JUNIN;2016;08;10.41;51.1;2_Precaucion;Templado
JUNIN;2016;09;10.97;88.8;2_Precaucion;Templado
JUNIN;2016;10;11.16;220.3;3_Peligro;Templado
JUNIN;2016;11;11.57;124.8;3_Peligro;Templado
JUNIN;2016;12;11.77;200.5;3_Peligro;Templado
JUNIN;2017;01;11.92;282.6;3_Peligro;Templado
JUNIN;2017;02;12.05;212.9;3_Peligro;Templado
JUNIN;2017;03;11.95;230.3;3_Peligro;Templado
JUNIN;2017;04;11.87;114.9;3_Peligro;Templado
JUNIN;2017;05;11.41;44.0;2_Precaucion;Templado
JUNIN;2017;06;10.24;12.9;1_Seguro;Templado
JUNIN;2017;07;9.87;8.1;1_Seguro;Frio
JUNIN;2017;08;11.33;19.2;1_Seguro;Templado
JUNIN;2017;09;11.72;86.9;2_Precaucion;Templado
JUNIN;2017;10;12.0;104.0;3_Peligro;Templado
JUNIN;2017;11;12.42;130.5;3_Peligro;Templado
JUNIN;2017;12;12.36;150.0;3_Peligro;Templado
JUNIN;2018;01;11.51;213.3;3_Peligro;Templado
JUNIN;2018;02;12.28;238.9;3_Peligro;Templado
JUNIN;2018;03;12.0;223.7;3_Peligro;Templado
JUNIN;2018;04;11.16;95.4;2_Precaucion;Templado
JUNIN;2018;05;10.65;18.1;1_Seguro;Templado
JUNIN;2018;06;9.43;13.0;1_Seguro;Frio
JUNIN;2018;07;9.92;11.4;1_Seguro;Frio
JUNIN;2018;08;10.08;36.3;2_Precaucion;Templado
JUNIN;2018;09;11.46;50.6;2_Precaucion;Templado
JUNIN;2018;10;11.91;120.8;3_Peligro;Templado
JUNIN;2018;11;13.04;94.6;2_Precaucion;Templado
JUNIN;2018;12;12.32;89.9;2_Precaucion;Templado
JUNIN;2019;01;12.37;242.3;3_Peligro;Templado
JUNIN;2019;02;12.24;177.5;3_Peligro;Templado
JUNIN;2019;03;12.22;185.9;3_Peligro;Templado
JUNIN;2019;04;11.99;72.0;2_Precaucion;Templado
JUNIN;2019;05;11.39;24.3;1_Seguro;Templado
JUNIN;2019;06;10.36;9.8;1_Seguro;Templado
JUNIN;2019;07;10.35;8.2;1_Seguro;Templado
JUNIN;2019;08;10.9;4.0;1_Seguro;Templado
JUNIN;2019;09;12.04;33.2;2_Precaucion;Templado
JUNIN;2019;10;12.34;71.2;2_Precaucion;Templado
JUNIN;2019;11;12.78;131.0;3_Peligro;Templado
JUNIN;2019;12;12.75;179.7;3_Peligro;Templado
JUNIN;2020;01;12.64;151.2;3_Peligro;Templado
JUNIN;2020;02;12.84;245.3;3_Peligro;Templado
JUNIN;2020;03;12.34;182.2;3_Peligro;Templado
JUNIN;2020;04;11.82;38.2;2_Precaucion;Templado
JUNIN;2020;05;11.26;69.3;2_Precaucion;Templado
JUNIN;2020;06;10.73;4.3;1_Seguro;Templado
JUNIN;2020;07;10.68;11.9;1_Seguro;Templado
JUNIN;2020;08;11.9;5.1;1_Seguro;Templado
JUNIN;2020;09;11.91;66.3;2_Precaucion;Templado
JUNIN;2020;10;11.75;103.2;3_Peligro;Templado
JUNIN;2020;11;13.05;38.1;2_Precaucion;Templado
JUNIN;2020;12;12.42;196.1;3_Peligro;Templado
JUNIN;2021;01;12.07;308.9;3_Peligro;Templado
JUNIN;2021;02;12.45;108.0;3_Peligro;Templado
JUNIN;2021;03;11.76;214.3;3_Peligro;Templado
JUNIN;2021;04;11.62;99.9;2_Precaucion;Templado
JUNIN;2021;05;10.68;39.1;2_Precaucion;Templado
JUNIN;2021;06;10.73;10.7;1_Seguro;Templado
JUNIN;2021;07;9.95;10.7;1_Seguro;Frio
JUNIN;2021;08;11.07;19.6;1_Seguro;Templado
JUNIN;2021;09;11.53;56.1;2_Precaucion;Templado
JUNIN;2021;10;12.5;81.0;2_Precaucion;Templado
JUNIN;2021;11;11.89;192.9;3_Peligro;Templado
JUNIN;2021;12;12.69;145.7;3_Peligro;Templado
JUNIN;2022;01;11.6;239.8;3_Peligro;Templado
JUNIN;2022;02;11.61;310.4;3_Peligro;Templado
JUNIN;2022;03;11.39;253.5;3_Peligro;Templado
JUNIN;2022;04;11.18;78.9;2_Precaucion;Templado
JUNIN;2022;05;11.1;27.8;1_Seguro;Templado
JUNIN;2022;06;9.61;3.7;1_Seguro;Frio
JUNIN;2022;07;10.52;18.5;1_Seguro;Templado
JUNIN;2022;08;10.99;17.0;1_Seguro;Templado
JUNIN;2022;09;11.85;57.0;2_Precaucion;Templado
JUNIN;2022;10;12.45;70.5;2_Precaucion;Templado
JUNIN;2022;11;12.46;83.1;2_Precaucion;Templado
JUNIN;2022;12;11.94;218.8;3_Peligro;Templado
JUNIN;2023;01;11.6;192.8;3_Peligro;Templado
JUNIN;2023;02;11.65;283.4;3_Peligro;Templado
JUNIN;2023;03;11.38;235.3;3_Peligro;Templado
JUNIN;2023;04;11.38;77.6;2_Precaucion;Templado
JUNIN;2023;05;10.94;61.7;2_Precaucion;Templado
JUNIN;2023;06;10.0;1.9;1_Seguro;Frio
JUNIN;2023;07;11.11;11.4;1_Seguro;Templado
JUNIN;2023;08;11.88;9.4;1_Seguro;Templado
JUNIN;2023;09;11.68;142.6;3_Peligro;Templado
JUNIN;2023;10;12.83;182.4;3_Peligro;Templado
JUNIN;2023;11;12.74;260.1;3_Peligro;Templado
JUNIN;2023;12;12.83;220.5;3_Peligro;Templado
CAJAMARCA;2014;01;13.67;393.4;3_Peligro;Templado
CAJAMARCA;2014;02;13.34;451.0;3_Peligro;Templado
CAJAMARCA;2014;03;13.31;489.9;3_Peligro;Templado
CAJAMARCA;2014;04;14.28;282.7;3_Peligro;Templado
CAJAMARCA;2014;05;13.79;252.4;3_Peligro;Templado
CAJAMARCA;2014;06;14.51;23.6;1_Seguro;Templado
CAJAMARCA;2014;07;14.76;10.6;1_Seguro;Templado
CAJAMARCA;2014;08;14.69;22.5;1_Seguro;Templado
CAJAMARCA;2014;09;13.81;233.4;3_Peligro;Templado
CAJAMARCA;2014;10;13.68;252.6;3_Peligro;Templado
CAJAMARCA;2014;11;13.49;234.9;3_Peligro;Templado
CAJAMARCA;2014;12;13.65;429.7;3_Peligro;Templado
CAJAMARCA;2015;01;13.8;404.3;3_Peligro;Templado
CAJAMARCA;2015;02;13.72;405.5;3_Peligro;Templado
CAJAMARCA;2015;03;13.75;618.7;3_Peligro;Templado
CAJAMARCA;2015;04;14.13;312.6;3_Peligro;Templado
CAJAMARCA;2015;05;14.07;207.0;3_Peligro;Templado
CAJAMARCA;2015;06;14.07;18.1;1_Seguro;Templado
CAJAMARCA;2015;07;14.58;24.5;1_Seguro;Templado
CAJAMARCA;2015;08;15.52;13.0;1_Seguro;Templado
CAJAMARCA;2015;09;15.28;131.0;3_Peligro;Templado
CAJAMARCA;2015;10;14.37;240.9;3_Peligro;Templado
CAJAMARCA;2015;11;14.06;332.2;3_Peligro;Templado
CAJAMARCA;2015;12;15.02;217.5;3_Peligro;Templado
CAJAMARCA;2016;01;14.69;310.2;3_Peligro;Templado
CAJAMARCA;2016;02;15.15;468.7;3_Peligro;Templado
CAJAMARCA;2016;03;15.19;424.8;3_Peligro;Templado
CAJAMARCA;2016;04;14.84;307.9;3_Peligro;Templado
CAJAMARCA;2016;05;14.84;61.6;2_Precaucion;Templado
CAJAMARCA;2016;06;13.85;65.2;2_Precaucion;Templado
CAJAMARCA;2016;07;14.6;9.4;1_Seguro;Templado
CAJAMARCA;2016;08;15.25;34.5;2_Precaucion;Templado
CAJAMARCA;2016;09;14.02;192.2;3_Peligro;Templado
CAJAMARCA;2016;10;13.78;270.6;3_Peligro;Templado
CAJAMARCA;2016;11;13.8;87.7;2_Precaucion;Templado
CAJAMARCA;2016;12;13.34;441.1;3_Peligro;Templado
CAJAMARCA;2017;01;13.06;266.2;3_Peligro;Templado
CAJAMARCA;2017;02;13.14;162.8;3_Peligro;Templado
CAJAMARCA;2017;03;13.15;278.6;3_Peligro;Templado
CAJAMARCA;2017;04;13.72;153.2;3_Peligro;Templado
CAJAMARCA;2017;05;13.51;77.1;2_Precaucion;Templado
CAJAMARCA;2017;06;13.49;33.9;2_Precaucion;Templado
CAJAMARCA;2017;07;14.21;3.4;1_Seguro;Templado
CAJAMARCA;2017;08;14.27;47.8;2_Precaucion;Templado
CAJAMARCA;2017;09;14.25;43.2;2_Precaucion;Templado
CAJAMARCA;2017;10;14.01;69.2;2_Precaucion;Templado
CAJAMARCA;2017;11;14.43;54.9;2_Precaucion;Templado
CAJAMARCA;2017;12;13.42;107.5;3_Peligro;Templado
CAJAMARCA;2018;01;13.02;130.2;3_Peligro;Templado
CAJAMARCA;2018;02;13.16;155.4;3_Peligro;Templado
CAJAMARCA;2018;03;13.52;201.5;3_Peligro;Templado
CAJAMARCA;2018;04;13.02;112.7;3_Peligro;Templado
CAJAMARCA;2018;05;13.22;76.3;2_Precaucion;Templado
CAJAMARCA;2018;06;13.26;9.2;1_Seguro;Templado
CAJAMARCA;2018;07;14.29;3.6;1_Seguro;Templado
CAJAMARCA;2018;08;14.56;9.7;1_Seguro;Templado
CAJAMARCA;2018;09;14.25;33.9;2_Precaucion;Templado
CAJAMARCA;2018;10;13.85;54.8;2_Precaucion;Templado
CAJAMARCA;2018;11;13.75;59.8;2_Precaucion;Templado
CAJAMARCA;2018;12;13.76;87.4;2_Precaucion;Templado
CAJAMARCA;2019;01;13.57;185.6;3_Peligro;Templado
CAJAMARCA;2019;02;13.84;289.4;3_Peligro;Templado
CAJAMARCA;2019;03;13.86;194.6;3_Peligro;Templado
CAJAMARCA;2019;04;13.71;110.2;3_Peligro;Templado
CAJAMARCA;2019;05;13.53;36.3;2_Precaucion;Templado
CAJAMARCA;2019;06;13.94;15.0;1_Seguro;Templado
CAJAMARCA;2019;07;13.84;23.9;1_Seguro;Templado
CAJAMARCA;2019;08;15.0;2.4;1_Seguro;Templado
CAJAMARCA;2019;09;14.76;57.0;2_Precaucion;Templado
CAJAMARCA;2019;10;13.47;121.4;3_Peligro;Templado
CAJAMARCA;2019;11;13.69;80.8;2_Precaucion;Templado
CAJAMARCA;2019;12;13.79;148.2;3_Peligro;Templado
CAJAMARCA;2020;01;13.97;72.8;2_Precaucion;Templado
CAJAMARCA;2020;02;14.36;115.5;3_Peligro;Templado
CAJAMARCA;2020;03;13.88;148.7;3_Peligro;Templado
CAJAMARCA;2020;04;13.96;89.4;2_Precaucion;Templado
CAJAMARCA;2020;05;14.22;35.9;2_Precaucion;Templado
CAJAMARCA;2020;06;14.3;6.2;1_Seguro;Templado
CAJAMARCA;2020;07;13.88;9.7;1_Seguro;Templado
CAJAMARCA;2020;08;14.73;4.6;1_Seguro;Templado
CAJAMARCA;2020;09;14.69;32.4;2_Precaucion;Templado
CAJAMARCA;2020;10;14.25;35.9;2_Precaucion;Templado
CAJAMARCA;2020;11;14.47;48.3;2_Precaucion;Templado
CAJAMARCA;2020;12;13.22;132.4;3_Peligro;Templado
CAJAMARCA;2021;01;13.11;176.1;3_Peligro;Templado
CAJAMARCA;2021;02;13.41;99.5;2_Precaucion;Templado
CAJAMARCA;2021;03;12.85;159.5;3_Peligro;Templado
CAJAMARCA;2021;04;13.75;105.4;3_Peligro;Templado
CAJAMARCA;2021;05;13.43;63.9;2_Precaucion;Templado
CAJAMARCA;2021;06;13.15;15.5;1_Seguro;Templado
CAJAMARCA;2021;07;13.98;6.4;1_Seguro;Templado
CAJAMARCA;2021;08;14.31;13.3;1_Seguro;Templado
CAJAMARCA;2021;09;14.03;30.0;1_Seguro;Templado
CAJAMARCA;2021;10;13.73;171.2;3_Peligro;Templado
CAJAMARCA;2021;11;13.18;61.8;2_Precaucion;Templado
CAJAMARCA;2021;12;13.33;106.8;3_Peligro;Templado
CAJAMARCA;2022;01;13.04;118.8;3_Peligro;Templado
CAJAMARCA;2022;02;12.71;172.5;3_Peligro;Templado
CAJAMARCA;2022;03;12.64;209.4;3_Peligro;Templado
CAJAMARCA;2022;04;13.12;174.4;3_Peligro;Templado
CAJAMARCA;2022;05;12.93;98.2;2_Precaucion;Templado
CAJAMARCA;2022;06;12.28;22.9;1_Seguro;Templado
CAJAMARCA;2022;07;13.6;13.3;1_Seguro;Templado
CAJAMARCA;2022;08;13.9;9.3;1_Seguro;Templado
CAJAMARCA;2022;09;14.02;75.2;2_Precaucion;Templado
CAJAMARCA;2022;10;13.68;63.3;2_Precaucion;Templado
CAJAMARCA;2022;11;14.26;24.9;1_Seguro;Templado
CAJAMARCA;2022;12;13.17;143.6;3_Peligro;Templado
CAJAMARCA;2023;01;12.7;143.3;3_Peligro;Templado
CAJAMARCA;2023;02;13.37;211.0;3_Peligro;Templado
CAJAMARCA;2023;03;12.81;188.6;3_Peligro;Templado
CAJAMARCA;2023;04;13.1;179.2;3_Peligro;Templado
CAJAMARCA;2023;05;13.81;74.5;2_Precaucion;Templado
CAJAMARCA;2023;06;13.57;13.9;1_Seguro;Templado
CAJAMARCA;2023;07;14.19;6.1;1_Seguro;Templado
CAJAMARCA;2023;08;14.48;11.1;1_Seguro;Templado
CAJAMARCA;2023;09;15.16;23.6;1_Seguro;Templado
CAJAMARCA;2023;10;14.07;108.6;3_Peligro;Templado
CAJAMARCA;2023;11;14.06;104.4;3_Peligro;Templado
CAJAMARCA;2023;12;14.35;175.4;3_Peligro;Templado
LA LIBERTAD;2014;01;23.09;16.7;1_Seguro;Calido
LA LIBERTAD;2014;02;23.04;22.5;1_Seguro;Calido
LA LIBERTAD;2014;03;23.04;43.0;2_Precaucion;Calido
LA LIBERTAD;2014;04;21.8;13.8;1_Seguro;Calido
LA LIBERTAD;2014;05;22.3;2.1;1_Seguro;Calido
LA LIBERTAD;2014;06;21.39;1.1;1_Seguro;Calido
LA LIBERTAD;2014;07;19.64;0.2;1_Seguro;Templado
LA LIBERTAD;2014;08;19.15;1.1;1_Seguro;Templado
LA LIBERTAD;2014;09;19.15;1.6;1_Seguro;Templado
LA LIBERTAD;2014;10;19.57;6.1;1_Seguro;Templado
LA LIBERTAD;2014;11;20.21;3.3;1_Seguro;Calido
LA LIBERTAD;2014;12;21.21;8.9;1_Seguro;Calido
LA LIBERTAD;2015;01;22.44;19.2;1_Seguro;Calido
LA LIBERTAD;2015;02;23.74;48.5;2_Precaucion;Calido
LA LIBERTAD;2015;03;23.84;61.2;2_Precaucion;Calido
LA LIBERTAD;2015;04;22.82;22.1;1_Seguro;Calido
LA LIBERTAD;2015;05;22.85;2.2;1_Seguro;Calido
LA LIBERTAD;2015;06;22.22;1.6;1_Seguro;Calido
LA LIBERTAD;2015;07;20.64;0.6;1_Seguro;Calido
LA LIBERTAD;2015;08;19.9;0.4;1_Seguro;Templado
LA LIBERTAD;2015;09;20.36;1.3;1_Seguro;Calido
LA LIBERTAD;2015;10;20.86;2.5;1_Seguro;Calido
LA LIBERTAD;2015;11;21.19;4.9;1_Seguro;Calido
LA LIBERTAD;2015;12;22.82;11.4;1_Seguro;Calido
LA LIBERTAD;2016;01;23.83;19.4;1_Seguro;Calido
LA LIBERTAD;2016;02;24.6;67.8;2_Precaucion;Calido
LA LIBERTAD;2016;03;24.4;80.2;2_Precaucion;Calido
LA LIBERTAD;2016;04;22.83;23.5;1_Seguro;Calido
LA LIBERTAD;2016;05;21.43;0.7;1_Seguro;Calido
LA LIBERTAD;2016;06;20.09;0.6;1_Seguro;Calido
LA LIBERTAD;2016;07;19.41;0.7;1_Seguro;Templado
LA LIBERTAD;2016;08;19.46;1.3;1_Seguro;Templado
LA LIBERTAD;2016;09;19.52;3.0;1_Seguro;Templado
LA LIBERTAD;2016;10;19.81;1.2;1_Seguro;Templado
LA LIBERTAD;2016;11;20.23;1.5;1_Seguro;Calido
LA LIBERTAD;2016;12;21.58;2.5;1_Seguro;Calido
LA LIBERTAD;2017;01;22.56;39.1;2_Precaucion;Calido
LA LIBERTAD;2017;02;25.17;37.2;2_Precaucion;Calido
LA LIBERTAD;2017;03;25.56;110.7;3_Peligro;Calido
LA LIBERTAD;2017;04;22.46;26.8;1_Seguro;Calido
LA LIBERTAD;2017;05;21.11;7.2;1_Seguro;Calido
LA LIBERTAD;2017;06;19.35;0.0;1_Seguro;Templado
LA LIBERTAD;2017;07;18.5;0.0;1_Seguro;Templado
LA LIBERTAD;2017;08;17.75;0.2;1_Seguro;Templado
LA LIBERTAD;2017;09;17.35;0.7;1_Seguro;Templado
LA LIBERTAD;2017;10;17.19;2.5;1_Seguro;Templado
LA LIBERTAD;2017;11;17.98;0.1;1_Seguro;Templado
LA LIBERTAD;2017;12;19.85;12.1;1_Seguro;Templado
LA LIBERTAD;2018;01;21.4;23.0;1_Seguro;Calido
LA LIBERTAD;2018;02;22.01;19.6;1_Seguro;Calido
LA LIBERTAD;2018;03;21.39;18.4;1_Seguro;Calido
LA LIBERTAD;2018;04;20.62;28.2;1_Seguro;Calido
LA LIBERTAD;2018;05;18.85;5.1;1_Seguro;Templado
LA LIBERTAD;2018;06;18.12;3.6;1_Seguro;Templado
LA LIBERTAD;2018;07;17.95;0.5;1_Seguro;Templado
LA LIBERTAD;2018;08;17.39;0.4;1_Seguro;Templado
LA LIBERTAD;2018;09;17.82;1.9;1_Seguro;Templado
LA LIBERTAD;2018;10;18.32;1.3;1_Seguro;Templado
LA LIBERTAD;2018;11;19.54;6.5;1_Seguro;Templado
LA LIBERTAD;2018;12;21.25;17.6;1_Seguro;Calido
LA LIBERTAD;2019;01;22.98;13.4;1_Seguro;Calido
LA LIBERTAD;2019;02;24.48;19.8;1_Seguro;Calido
LA LIBERTAD;2019;03;23.34;6.5;1_Seguro;Calido
LA LIBERTAD;2019;04;21.63;1.4;1_Seguro;Calido
LA LIBERTAD;2019;05;20.54;2.2;1_Seguro;Calido
LA LIBERTAD;2019;06;18.46;0.1;1_Seguro;Templado
LA LIBERTAD;2019;07;17.66;0.0;1_Seguro;Templado
LA LIBERTAD;2019;08;16.68;0.1;1_Seguro;Templado
LA LIBERTAD;2019;09;17.12;6.2;1_Seguro;Templado
LA LIBERTAD;2019;10;17.4;9.2;1_Seguro;Templado
LA LIBERTAD;2019;11;19.01;0.3;1_Seguro;Templado
LA LIBERTAD;2019;12;21.02;24.5;1_Seguro;Calido
LA LIBERTAD;2020;01;22.66;1.6;1_Seguro;Calido
LA LIBERTAD;2020;02;23.3;2.2;1_Seguro;Calido
LA LIBERTAD;2020;03;23.9;1.9;1_Seguro;Calido
LA LIBERTAD;2020;04;21.48;4.6;1_Seguro;Calido
LA LIBERTAD;2020;05;20.36;2.9;1_Seguro;Calido
LA LIBERTAD;2020;06;18.38;0.7;1_Seguro;Templado
