REGION;AÑO;MES;TEMPERATURA_MEDIA_C;PRECIPITACION_TOTAL_MM;NIVEL_RIESGO_CLIMATICO;SENSACION_TERMICA
LA LIBERTAD;2020;07;17.22;0.4;1_Seguro;Templado
LA LIBERTAD;2020;08;16.81;0.0;1_Seguro;Templado
LA LIBERTAD;2020;09;16.88;0.4;1_Seguro;Templado
LA LIBERTAD;2020;10;17.7;3.2;1_Seguro;Templado
LA LIBERTAD;2020;11;17.86;0.3;1_Seguro;Templado
LA LIBERTAD;2020;12;19.58;24.9;1_Seguro;Templado
LA LIBERTAD;2021;01;21.21;17.9;1_Seguro;Calido
LA LIBERTAD;2021;02;22.23;1.9;1_Seguro;Calido
LA LIBERTAD;2021;03;22.53;25.5;1_Seguro;Calido
LA LIBERTAD;2021;04;19.99;17.7;1_Seguro;Templado
LA LIBERTAD;2021;05;18.78;9.4;1_Seguro;Templado
LA LIBERTAD;2021;06;18.83;1.0;1_Seguro;Templado
LA LIBERTAD;2021;07;18.16;0.0;1_Seguro;Templado
LA LIBERTAD;2021;08;17.52;1.1;1_Seguro;Templado
LA LIBERTAD;2021;09;17.05;0.5;1_Seguro;Templado
LA LIBERTAD;2021;10;16.9;25.3;1_Seguro;Templado
LA LIBERTAD;2021;11;17.98;1.8;1_Seguro;Templado
LA LIBERTAD;2021;12;19.38;7.2;1_Seguro;Templado
LA LIBERTAD;2022;01;20.7;12.3;1_Seguro;Calido
LA LIBERTAD;2022;02;21.29;24.3;1_Seguro;Calido
LA LIBERTAD;2022;03;21.72;39.0;2_Precaucion;Calido
LA LIBERTAD;2022;04;19.68;21.5;1_Seguro;Templado
LA LIBERTAD;2022;05;17.84;1.8;1_Seguro;Templado
LA LIBERTAD;2022;06;16.87;0.3;1_Seguro;Templado
LA LIBERTAD;2022;07;16.64;0.0;1_Seguro;Templado
LA LIBERTAD;2022;08;16.59;0.0;1_Seguro;Templado
LA LIBERTAD;2022;09;16.52;0.1;1_Seguro;Templado
LA LIBERTAD;2022;10;16.24;3.0;1_Seguro;Templado
LA LIBERTAD;2022;11;17.78;0.9;1_Seguro;Templado
LA LIBERTAD;2022;12;20.18;2.3;1_Seguro;Calido
LA LIBERTAD;2023;01;20.32;65.7;2_Precaucion;Calido
LA LIBERTAD;2023;02;22.91;22.0;1_Seguro;Calido
LA LIBERTAD;2023;03;24.13;69.2;2_Precaucion;Calido
LA LIBERTAD;2023;04;25.38;19.6;1_Seguro;Calido
LA LIBERTAD;2023;05;23.14;0.7;1_Seguro;Calido
LA LIBERTAD;2023;06;21.86;0.9;1_Seguro;Calido
LA LIBERTAD;2023;07;21.58;0.0;1_Seguro;Calido
LA LIBERTAD;2023;08;21.05;0.2;1_Seguro;Calido
LA LIBERTAD;2023;09;20.54;0.9;1_Seguro;Calido
LA LIBERTAD;2023;10;20.19;21.4;1_Seguro;Calido
LA LIBERTAD;2023;11;20.27;4.5;1_Seguro;Calido
LA LIBERTAD;2023;12;21.4;27.8;1_Seguro;Calido
LAMBAYEQUE;2014;01;24.77;1.8;1_Seguro;Calido
LAMBAYEQUE;2014;02;25.06;7.3;1_Seguro;Calido
LAMBAYEQUE;2014;03;25.12;30.1;2_Precaucion;Calido
LAMBAYEQUE;2014;04;23.37;3.3;1_Seguro;Calido
LAMBAYEQUE;2014;05;23.15;3.7;1_Seguro;Calido
LAMBAYEQUE;2014;06;22.04;0.0;1_Seguro;Calido
LAMBAYEQUE;2014;07;19.8;0.0;1_Seguro;Templado
LAMBAYEQUE;2014;08;19.39;0.0;1_Seguro;Templado
LAMBAYEQUE;2014;09;19.14;3.5;1_Seguro;Templado
LAMBAYEQUE;2014;10;19.7;2.7;1_Seguro;Templado
LAMBAYEQUE;2014;11;20.64;0.7;1_Seguro;Calido
LAMBAYEQUE;2014;12;21.8;9.5;1_Seguro;Calido
LAMBAYEQUE;2015;01;23.54;17.1;1_Seguro;Calido
LAMBAYEQUE;2015;02;25.4;33.4;2_Precaucion;Calido
LAMBAYEQUE;2015;03;25.93;27.5;1_Seguro;Calido
LAMBAYEQUE;2015;04;24.84;9.5;1_Seguro;Calido
LAMBAYEQUE;2015;05;23.71;4.1;1_Seguro;Calido
LAMBAYEQUE;2015;06;22.73;0.0;1_Seguro;Calido
LAMBAYEQUE;2015;07;21.06;0.3;1_Seguro;Calido
LAMBAYEQUE;2015;08;20.1;0.1;1_Seguro;Calido
LAMBAYEQUE;2015;09;20.71;0.0;1_Seguro;Calido
LAMBAYEQUE;2015;10;21.16;2.5;1_Seguro;Calido
LAMBAYEQUE;2015;11;21.64;5.2;1_Seguro;Calido
LAMBAYEQUE;2015;12;23.51;2.3;1_Seguro;Calido
LAMBAYEQUE;2016;01;25.17;12.6;1_Seguro;Calido
LAMBAYEQUE;2016;02;26.46;23.2;1_Seguro;Calido
LAMBAYEQUE;2016;03;26.58;35.7;2_Precaucion;Calido
LAMBAYEQUE;2016;04;24.7;7.8;1_Seguro;Calido
LAMBAYEQUE;2016;05;22.42;0.0;1_Seguro;Calido
LAMBAYEQUE;2016;06;20.77;0.0;1_Seguro;Calido
LAMBAYEQUE;2016;07;19.87;0.0;1_Seguro;Templado
LAMBAYEQUE;2016;08;19.78;0.1;1_Seguro;Templado
LAMBAYEQUE;2016;09;19.83;0.0;1_Seguro;Templado
LAMBAYEQUE;2016;10;20.1;0.0;1_Seguro;Calido
LAMBAYEQUE;2016;11;20.73;0.9;1_Seguro;Calido
LAMBAYEQUE;2016;12;22.61;6.8;1_Seguro;Calido
LAMBAYEQUE;2017;01;24.66;42.8;2_Precaucion;Calido
LAMBAYEQUE;2017;02;26.29;153.1;3_Peligro;Calido
LAMBAYEQUE;2017;03;26.09;287.1;3_Peligro;Calido
LAMBAYEQUE;2017;04;24.05;40.3;2_Precaucion;Calido
LAMBAYEQUE;2017;05;22.47;28.0;1_Seguro;Calido
LAMBAYEQUE;2017;06;20.72;0.9;1_Seguro;Calido
LAMBAYEQUE;2017;07;19.66;0.0;1_Seguro;Templado
LAMBAYEQUE;2017;08;19.11;0.0;1_Seguro;Templado
LAMBAYEQUE;2017;09;18.91;0.2;1_Seguro;Templado
LAMBAYEQUE;2017;10;18.82;5.2;1_Seguro;Templado
LAMBAYEQUE;2017;11;19.22;1.3;1_Seguro;Templado
LAMBAYEQUE;2017;12;21.38;2.9;1_Seguro;Calido
LAMBAYEQUE;2018;01;23.4;11.4;1_Seguro;Calido
LAMBAYEQUE;2018;02;24.44;18.3;1_Seguro;Calido
LAMBAYEQUE;2018;03;23.73;15.0;1_Seguro;Calido
LAMBAYEQUE;2018;04;23.03;12.8;1_Seguro;Calido
LAMBAYEQUE;2018;05;20.77;19.7;1_Seguro;Calido
LAMBAYEQUE;2018;06;19.55;0.7;1_Seguro;Templado
LAMBAYEQUE;2018;07;19.34;6.1;1_Seguro;Templado
LAMBAYEQUE;2018;08;19.13;0.0;1_Seguro;Templado
LAMBAYEQUE;2018;09;19.36;0.0;1_Seguro;Templado
LAMBAYEQUE;2018;10;19.91;2.0;1_Seguro;Templado
LAMBAYEQUE;2018;11;21.14;7.5;1_Seguro;Calido
LAMBAYEQUE;2018;12;22.87;15.5;1_Seguro;Calido
LAMBAYEQUE;2019;01;24.98;5.7;1_Seguro;Calido
LAMBAYEQUE;2019;02;26.27;54.1;2_Precaucion;Calido
LAMBAYEQUE;2019;03;25.62;18.8;1_Seguro;Calido
LAMBAYEQUE;2019;04;23.63;14.7;1_Seguro;Calido
LAMBAYEQUE;2019;05;22.29;9.5;1_Seguro;Calido
LAMBAYEQUE;2019;06;20.13;0.0;1_Seguro;Calido
LAMBAYEQUE;2019;07;19.06;2.3;1_Seguro;Templado
LAMBAYEQUE;2019;08;18.1;0.0;1_Seguro;Templado
LAMBAYEQUE;2019;09;18.59;1.1;1_Seguro;Templado
LAMBAYEQUE;2019;10;18.82;10.5;1_Seguro;Templado
LAMBAYEQUE;2019;11;20.56;12.5;1_Seguro;Calido
LAMBAYEQUE;2019;12;22.65;46.4;2_Precaucion;Calido
LAMBAYEQUE;2020;01;24.37;1.4;1_Seguro;Calido
LAMBAYEQUE;2020;02;25.48;14.1;1_Seguro;Calido
LAMBAYEQUE;2020;03;25.97;2.4;1_Seguro;Calido
LAMBAYEQUE;2020;04;23.69;21.0;1_Seguro;Calido
LAMBAYEQUE;2020;05;22.17;3.5;1_Seguro;Calido
LAMBAYEQUE;2020;06;19.79;0.1;1_Seguro;Templado
LAMBAYEQUE;2020;07;18.53;0.0;1_Seguro;Templado
LAMBAYEQUE;2020;08;18.1;0.0;1_Seguro;Templado
LAMBAYEQUE;2020;09;18.15;2.8;1_Seguro;Templado
LAMBAYEQUE;2020;10;19.26;5.4;1_Seguro;Templado
LAMBAYEQUE;2020;11;19.28;1.5;1_Seguro;Templado
LAMBAYEQUE;2020;12;21.31;16.0;1_Seguro;Calido
LAMBAYEQUE;2021;01;23.11;15.2;1_Seguro;Calido
LAMBAYEQUE;2021;02;24.54;2.8;1_Seguro;Calido
LAMBAYEQUE;2021;03;24.72;19.8;1_Seguro;Calido
LAMBAYEQUE;2021;04;22.01;3.5;1_Seguro;Calido
LAMBAYEQUE;2021;05;20.43;2.4;1_Seguro;Calido
LAMBAYEQUE;2021;06;20.02;2.5;1_Seguro;Calido
LAMBAYEQUE;2021;07;19.52;0.9;1_Seguro;Templado
LAMBAYEQUE;2021;08;18.9;0.2;1_Seguro;Templado
LAMBAYEQUE;2021;09;18.38;1.7;1_Seguro;Templado
LAMBAYEQUE;2021;10;18.61;10.1;1_Seguro;Templado
LAMBAYEQUE;2021;11;19.39;0.6;1_Seguro;Templado
LAMBAYEQUE;2021;12;20.85;13.1;1_Seguro;Calido
LAMBAYEQUE;2022;01;22.66;18.3;1_Seguro;Calido
LAMBAYEQUE;2022;02;23.54;23.8;1_Seguro;Calido
LAMBAYEQUE;2022;03;24.02;40.3;2_Precaucion;Calido
LAMBAYEQUE;2022;04;21.5;14.3;1_Seguro;Calido
LAMBAYEQUE;2022;05;19.29;2.1;1_Seguro;Templado
LAMBAYEQUE;2022;06;18.39;0.0;1_Seguro;Templado
LAMBAYEQUE;2022;07;17.99;0.8;1_Seguro;Templado
LAMBAYEQUE;2022;08;18.02;2.7;1_Seguro;Templado
LAMBAYEQUE;2022;09;17.84;1.2;1_Seguro;Templado
LAMBAYEQUE;2022;10;17.74;0.2;1_Seguro;Templado
LAMBAYEQUE;2022;11;19.24;1.6;1_Seguro;Templado
LAMBAYEQUE;2022;12;21.99;5.2;1_Seguro;Calido
LAMBAYEQUE;2023;01;22.78;22.3;1_Seguro;Calido
LAMBAYEQUE;2023;02;25.33;14.4;1_Seguro;Calido
LAMBAYEQUE;2023;03;25.62;298.6;3_Peligro;Calido
LAMBAYEQUE;2023;04;25.86;106.9;3_Peligro;Calido
LAMBAYEQUE;2023;05;24.56;3.6;1_Seguro;Calido
LAMBAYEQUE;2023;06;23.24;0.0;1_Seguro;Calido
LAMBAYEQUE;2023;07;22.66;0.0;1_Seguro;Calido
LAMBAYEQUE;2023;08;22.27;0.0;1_Seguro;Calido
LAMBAYEQUE;2023;09;21.59;0.0;1_Seguro;Calido
LAMBAYEQUE;2023;10;21.42;8.3;1_Seguro;Calido
LAMBAYEQUE;2023;11;21.52;4.0;1_Seguro;Calido
LAMBAYEQUE;2023;12;22.63;19.7;1_Seguro;Calido
AYACUCHO;2014;01;14.18;211.6;3_Peligro;Templado
AYACUCHO;2014;02;14.28;165.6;3_Peligro;Templado
AYACUCHO;2014;03;14.06;153.2;3_Peligro;Templado
AYACUCHO;2014;04;13.97;48.1;2_Precaucion;Templado
AYACUCHO;2014;05;13.18;61.6;2_Precaucion;Templado
AYACUCHO;2014;06;13.1;4.8;1_Seguro;Templado
AYACUCHO;2014;07;12.12;27.1;1_Seguro;Templado
AYACUCHO;2014;08;12.42;14.3;1_Seguro;Templado
AYACUCHO;2014;09;13.9;57.3;2_Precaucion;Templado
AYACUCHO;2014;10;14.57;68.6;2_Precaucion;Templado
AYACUCHO;2014;11;15.27;84.8;2_Precaucion;Templado
AYACUCHO;2014;12;14.88;131.5;3_Peligro;Templado
AYACUCHO;2015;01;13.84;201.9;3_Peligro;Templado
AYACUCHO;2015;02;14.3;163.2;3_Peligro;Templado
AYACUCHO;2015;03;13.99;156.3;3_Peligro;Templado
AYACUCHO;2015;04;13.49;98.1;2_Precaucion;Templado
AYACUCHO;2015;05;13.12;31.7;2_Precaucion;Templado
AYACUCHO;2015;06;12.4;2.2;1_Seguro;Templado
AYACUCHO;2015;07;12.0;18.1;1_Seguro;Templado
AYACUCHO;2015;08;12.67;46.0;2_Precaucion;Templado
AYACUCHO;2015;09;14.05;48.4;2_Precaucion;Templado
AYACUCHO;2015;10;14.8;72.7;2_Precaucion;Templado
AYACUCHO;2015;11;15.37;119.7;3_Peligro;Templado
AYACUCHO;2015;12;14.7;160.6;3_Peligro;Templado
AYACUCHO;2016;01;15.57;109.1;3_Peligro;Templado
AYACUCHO;2016;02;15.14;187.2;3_Peligro;Templado
AYACUCHO;2016;03;15.27;116.7;3_Peligro;Templado
AYACUCHO;2016;04;14.79;50.3;2_Precaucion;Templado
AYACUCHO;2016;05;14.04;20.7;1_Seguro;Templado
AYACUCHO;2016;06;12.56;10.2;1_Seguro;Templado
AYACUCHO;2016;07;12.28;10.8;1_Seguro;Templado
AYACUCHO;2016;08;13.3;18.5;1_Seguro;Templado
AYACUCHO;2016;09;14.12;45.3;2_Precaucion;Templado
AYACUCHO;2016;10;14.53;125.7;3_Peligro;Templado
AYACUCHO;2016;11;15.42;60.4;2_Precaucion;Templado
AYACUCHO;2016;12;15.15;110.9;3_Peligro;Templado
AYACUCHO;2017;01;15.31;171.0;3_Peligro;Templado
AYACUCHO;2017;02;15.38;94.8;2_Precaucion;Templado
AYACUCHO;2017;03;15.44;101.0;3_Peligro;Templado
AYACUCHO;2017;04;15.76;39.0;2_Precaucion;Templado
AYACUCHO;2017;05;15.67;10.5;1_Seguro;Templado
AYACUCHO;2017;06;15.59;1.0;1_Seguro;Templado
AYACUCHO;2017;07;15.04;0.4;1_Seguro;Templado
AYACUCHO;2017;08;16.13;5.2;1_Seguro;Templado
AYACUCHO;2017;09;16.33;26.1;1_Seguro;Templado
AYACUCHO;2017;10;16.97;52.6;2_Precaucion;Templado
AYACUCHO;2017;11;17.39;40.9;2_Precaucion;Templado
AYACUCHO;2017;12;16.87;54.3;2_Precaucion;Templado
AYACUCHO;2018;01;15.14;69.0;2_Precaucion;Templado
AYACUCHO;2018;02;15.86;66.1;2_Precaucion;Templado
AYACUCHO;2018;03;15.4;77.2;2_Precaucion;Templado
AYACUCHO;2018;04;15.59;17.5;1_Seguro;Templado
AYACUCHO;2018;05;15.57;5.9;1_Seguro;Templado
AYACUCHO;2018;06;14.3;14.5;1_Seguro;Templado
AYACUCHO;2018;07;14.42;18.6;1_Seguro;Templado
AYACUCHO;2018;08;14.57;15.9;1_Seguro;Templado
AYACUCHO;2018;09;16.94;7.4;1_Seguro;Templado
AYACUCHO;2018;10;16.3;52.3;2_Precaucion;Templado
AYACUCHO;2018;11;17.52;45.9;2_Precaucion;Templado
AYACUCHO;2018;12;17.3;31.4;2_Precaucion;Templado
AYACUCHO;2019;01;16.65;102.2;3_Peligro;Templado
AYACUCHO;2019;02;15.61;82.4;2_Precaucion;Templado
AYACUCHO;2019;03;15.68;70.4;2_Precaucion;Templado
AYACUCHO;2019;04;16.47;26.7;1_Seguro;Templado
AYACUCHO;2019;05;16.3;14.5;1_Seguro;Templado
AYACUCHO;2019;06;16.02;3.1;1_Seguro;Templado
AYACUCHO;2019;07;15.53;1.9;1_Seguro;Templado
AYACUCHO;2019;08;16.03;0.1;1_Seguro;Templado
AYACUCHO;2019;09;17.09;8.0;1_Seguro;Templado
AYACUCHO;2019;10;17.47;18.2;1_Seguro;Templado
AYACUCHO;2019;11;17.32;58.0;2_Precaucion;Templado
AYACUCHO;2019;12;16.47;100.5;3_Peligro;Templado
AYACUCHO;2020;01;16.64;92.1;2_Precaucion;Templado
AYACUCHO;2020;02;16.71;65.9;2_Precaucion;Templado
AYACUCHO;2020;03;16.05;132.7;3_Peligro;Templado
AYACUCHO;2020;04;16.32;23.2;1_Seguro;Templado
AYACUCHO;2020;05;16.05;21.4;1_Seguro;Templado
AYACUCHO;2020;06;16.26;0.7;1_Seguro;Templado
AYACUCHO;2020;07;16.19;0.6;1_Seguro;Templado
AYACUCHO;2020;08;16.86;1.0;1_Seguro;Templado
AYACUCHO;2020;09;16.98;18.5;1_Seguro;Templado
AYACUCHO;2020;10;16.73;43.3;2_Precaucion;Templado
AYACUCHO;2020;11;18.82;20.8;1_Seguro;Templado
AYACUCHO;2020;12;16.42;81.3;2_Precaucion;Templado
AYACUCHO;2021;01;15.35;140.9;3_Peligro;Templado
AYACUCHO;2021;02;16.48;34.8;2_Precaucion;Templado
AYACUCHO;2021;03;15.52;110.0;3_Peligro;Templado
AYACUCHO;2021;04;15.59;52.4;2_Precaucion;Templado
AYACUCHO;2021;05;15.69;10.6;1_Seguro;Templado
AYACUCHO;2021;06;15.48;0.6;1_Seguro;Templado
AYACUCHO;2021;07;15.42;0.2;1_Seguro;Templado
AYACUCHO;2021;08;16.12;5.3;1_Seguro;Templado
AYACUCHO;2021;09;17.23;6.9;1_Seguro;Templado
AYACUCHO;2021;10;17.57;32.2;2_Precaucion;Templado
AYACUCHO;2021;11;16.53;102.4;3_Peligro;Templado
AYACUCHO;2021;12;16.56;70.3;2_Precaucion;Templado
AYACUCHO;2022;01;15.64;154.3;3_Peligro;Templado
AYACUCHO;2022;02;14.58;158.2;3_Peligro;Templado
AYACUCHO;2022;03;14.85;122.6;3_Peligro;Templado
AYACUCHO;2022;04;15.63;47.7;2_Precaucion;Templado
AYACUCHO;2022;05;15.69;2.3;1_Seguro;Templado
AYACUCHO;2022;06;14.76;1.3;1_Seguro;Templado
AYACUCHO;2022;07;15.97;2.4;1_Seguro;Templado
AYACUCHO;2022;08;15.7;9.7;1_Seguro;Templado
AYACUCHO;2022;09;16.85;10.2;1_Seguro;Templado
AYACUCHO;2022;10;17.63;22.9;1_Seguro;Templado
AYACUCHO;2022;11;17.67;34.6;2_Precaucion;Templado
AYACUCHO;2022;12;16.05;108.7;3_Peligro;Templado
AYACUCHO;2023;01;15.38;121.7;3_Peligro;Templado
AYACUCHO;2023;02;14.91;151.6;3_Peligro;Templado
AYACUCHO;2023;03;14.89;151.0;3_Peligro;Templado
AYACUCHO;2023;04;15.66;28.2;1_Seguro;Templado
AYACUCHO;2023;05;15.41;45.9;2_Precaucion;Templado
AYACUCHO;2023;06;15.58;0.0;1_Seguro;Templado
AYACUCHO;2023;07;16.37;0.0;1_Seguro;Templado
AYACUCHO;2023;08;17.36;0.8;1_Seguro;Templado
AYACUCHO;2023;09;17.21;28.2;1_Seguro;Templado
AYACUCHO;2023;10;18.2;55.5;2_Precaucion;Templado
AYACUCHO;2023;11;17.82;80.2;2_Precaucion;Templado
AYACUCHO;2023;12;17.36;78.4;2_Precaucion;Templado
HUANUCO;2014;01;18.58;186.6;3_Peligro;Templado
HUANUCO;2014;02;18.74;240.1;3_Peligro;Templado
HUANUCO;2014;03;18.84;177.6;3_Peligro;Templado
HUANUCO;2014;04;18.67;42.0;2_Precaucion;Templado
HUANUCO;2014;05;18.3;65.4;2_Precaucion;Templado
HUANUCO;2014;06;18.44;6.4;1_Seguro;Templado
HUANUCO;2014;07;17.38;25.6;1_Seguro;Templado
HUANUCO;2014;08;17.45;26.0;1_Seguro;Templado
HUANUCO;2014;09;18.43;39.8;2_Precaucion;Templado
HUANUCO;2014;10;19.03;56.4;2_Precaucion;Templado
HUANUCO;2014;11;19.26;109.1;3_Peligro;Templado
HUANUCO;2014;12;19.03;148.0;3_Peligro;Templado
HUANUCO;2015;01;18.61;222.0;3_Peligro;Templado
HUANUCO;2015;02;18.77;145.3;3_Peligro;Templado
HUANUCO;2015;03;18.92;117.2;3_Peligro;Templado
HUANUCO;2015;04;18.56;115.2;3_Peligro;Templado
HUANUCO;2015;05;18.1;99.2;2_Precaucion;Templado
HUANUCO;2015;06;17.89;13.6;1_Seguro;Templado
HUANUCO;2015;07;17.72;34.2;2_Precaucion;Templado
HUANUCO;2015;08;18.42;8.0;1_Seguro;Templado
HUANUCO;2015;09;18.98;35.5;2_Precaucion;Templado
HUANUCO;2015;10;19.2;68.0;2_Precaucion;Templado
HUANUCO;2015;11;19.62;63.7;2_Precaucion;Templado
HUANUCO;2015;12;19.34;119.1;3_Peligro;Templado
HUANUCO;2016;01;20.09;85.2;2_Precaucion;Calido
HUANUCO;2016;02;19.57;169.8;3_Peligro;Templado
HUANUCO;2016;03;19.63;135.6;3_Peligro;Templado
HUANUCO;2016;04;19.31;63.9;2_Precaucion;Templado
HUANUCO;2016;05;18.78;24.3;1_Seguro;Templado
HUANUCO;2016;06;17.73;31.6;2_Precaucion;Templado
HUANUCO;2016;07;17.75;9.6;1_Seguro;Templado
HUANUCO;2016;08;18.14;29.4;1_Seguro;Templado
HUANUCO;2016;09;18.52;31.2;2_Precaucion;Templado
HUANUCO;2016;10;18.87;150.9;3_Peligro;Templado
HUANUCO;2016;11;19.16;57.0;2_Precaucion;Templado
HUANUCO;2016;12;19.09;152.8;3_Peligro;Templado
HUANUCO;2017;01;19.01;121.7;3_Peligro;Templado
HUANUCO;2017;02;19.19;107.0;3_Peligro;Templado
HUANUCO;2017;03;19.17;99.9;2_Precaucion;Templado
HUANUCO;2017;04;19.4;35.0;2_Precaucion;Templado
HUANUCO;2017;05;19.3;52.6;2_Precaucion;Templado
HUANUCO;2017;06;18.64;10.3;1_Seguro;Templado
HUANUCO;2017;07;17.65;14.4;1_Seguro;Templado
HUANUCO;2017;08;18.76;23.1;1_Seguro;Templado
HUANUCO;2017;09;19.32;23.0;1_Seguro;Templado
HUANUCO;2017;10;19.76;47.8;2_Precaucion;Templado
HUANUCO;2017;11;19.98;39.4;2_Precaucion;Templado
HUANUCO;2017;12;19.48;106.0;3_Peligro;Templado
HUANUCO;2018;01;18.89;92.1;2_Precaucion;Templado
HUANUCO;2018;02;19.24;102.4;3_Peligro;Templado
HUANUCO;2018;03;19.26;111.4;3_Peligro;Templado
HUANUCO;2018;04;18.95;60.3;2_Precaucion;Templado
HUANUCO;2018;05;18.92;13.1;1_Seguro;Templado
HUANUCO;2018;06;17.74;27.4;1_Seguro;Templado
HUANUCO;2018;07;17.74;19.6;1_Seguro;Templado
HUANUCO;2018;08;18.06;18.4;1_Seguro;Templado
HUANUCO;2018;09;19.27;14.0;1_Seguro;Templado
HUANUCO;2018;10;19.33;69.7;2_Precaucion;Templado
HUANUCO;2018;11;19.81;77.8;2_Precaucion;Templado
HUANUCO;2018;12;19.53;47.0;2_Precaucion;Templado
HUANUCO;2019;01;19.22;107.3;3_Peligro;Templado
HUANUCO;2019;02;19.32;71.2;2_Precaucion;Templado
HUANUCO;2019;03;19.29;51.7;2_Precaucion;Templado
HUANUCO;2019;04;19.62;44.0;2_Precaucion;Templado
HUANUCO;2019;05;19.31;35.2;2_Precaucion;Templado
HUANUCO;2019;06;18.94;26.3;1_Seguro;Templado
HUANUCO;2019;07;18.5;18.3;1_Seguro;Templado
HUANUCO;2019;08;18.75;8.6;1_Seguro;Templado
HUANUCO;2019;09;19.9;22.2;1_Seguro;Templado
HUANUCO;2019;10;19.48;58.3;2_Precaucion;Templado
HUANUCO;2019;11;20.18;32.8;2_Precaucion;Calido
HUANUCO;2019;12;19.46;113.7;3_Peligro;Templado
HUANUCO;2020;01;19.78;89.9;2_Precaucion;Templado
HUANUCO;2020;02;19.75;96.7;2_Precaucion;Templado
HUANUCO;2020;03;19.37;115.4;3_Peligro;Templado
HUANUCO;2020;04;19.31;35.9;2_Precaucion;Templado
HUANUCO;2020;05;18.98;41.0;2_Precaucion;Templado
HUANUCO;2020;06;18.69;38.8;2_Precaucion;Templado
HUANUCO;2020;07;18.56;27.1;1_Seguro;Templado
HUANUCO;2020;08;18.94;22.9;1_Seguro;Templado
HUANUCO;2020;09;19.41;15.6;1_Seguro;Templado
HUANUCO;2020;10;19.86;24.1;1_Seguro;Templado
HUANUCO;2020;11;20.23;31.4;2_Precaucion;Calido
HUANUCO;2020;12;19.46;63.0;2_Precaucion;Templado
HUANUCO;2021;01;18.7;133.1;3_Peligro;Templado
HUANUCO;2021;02;19.49;34.9;2_Precaucion;Templado
HUANUCO;2021;03;19.05;64.4;2_Precaucion;Templado
HUANUCO;2021;04;19.11;40.2;2_Precaucion;Templado
HUANUCO;2021;05;18.9;24.0;1_Seguro;Templado
HUANUCO;2021;06;18.46;21.6;1_Seguro;Templado
HUANUCO;2021;07;18.24;18.0;1_Seguro;Templado
HUANUCO;2021;08;18.78;17.7;1_Seguro;Templado
HUANUCO;2021;09;19.44;25.0;1_Seguro;Templado
HUANUCO;2021;10;20.01;64.1;2_Precaucion;Calido
HUANUCO;2021;11;19.29;168.5;3_Peligro;Templado
HUANUCO;2021;12;19.5;119.4;3_Peligro;Templado
HUANUCO;2022;01;19.11;126.1;3_Peligro;Templado
HUANUCO;2022;02;18.68;114.5;3_Peligro;Templado
HUANUCO;2022;03;18.75;133.3;3_Peligro;Templado
HUANUCO;2022;04;18.93;30.3;2_Precaucion;Templado
HUANUCO;2022;05;18.42;40.6;2_Precaucion;Templado
HUANUCO;2022;06;17.56;31.8;2_Precaucion;Templado
HUANUCO;2022;07;18.47;20.9;1_Seguro;Templado
HUANUCO;2022;08;17.87;63.2;2_Precaucion;Templado
HUANUCO;2022;09;19.26;45.7;2_Precaucion;Templado
HUANUCO;2022;10;19.72;71.2;2_Precaucion;Templado
HUANUCO;2022;11;19.8;28.7;1_Seguro;Templado
HUANUCO;2022;12;19.2;109.6;3_Peligro;Templado
HUANUCO;2023;01;18.77;118.9;3_Peligro;Templado
HUANUCO;2023;02;18.91;131.2;3_Peligro;Templado
HUANUCO;2023;03;18.87;119.1;3_Peligro;Templado
HUANUCO;2023;04;19.01;72.9;2_Precaucion;Templado
HUANUCO;2023;05;19.03;82.2;2_Precaucion;Templado
HUANUCO;2023;06;17.92;13.9;1_Seguro;Templado
HUANUCO;2023;07;18.9;4.4;1_Seguro;Templado
HUANUCO;2023;08;19.37;15.8;1_Seguro;Templado
HUANUCO;2023;09;19.94;20.4;1_Seguro;Templado
HUANUCO;2023;10;20.55;39.9;2_Precaucion;Calido
HUANUCO;2023;11;20.28;53.0;2_Precaucion;Calido
HUANUCO;2023;12;20.12;61.6;2_Precaucion;Calido
UCAYALI;2014;01;25.36;388.1;3_Peligro;Calido
UCAYALI;2014;02;25.48;293.4;3_Peligro;Calido
UCAYALI;2014;03;25.3;351.2;3_Peligro;Calido
UCAYALI;2014;04;25.58;277.0;3_Peligro;Calido
UCAYALI;2014;05;24.96;192.2;3_Peligro;Calido
UCAYALI;2014;06;24.97;82.1;2_Precaucion;Calido
UCAYALI;2014;07;24.25;117.8;3_Peligro;Calido
UCAYALI;2014;08;25.25;101.9;3_Peligro;Calido
UCAYALI;2014;09;26.44;98.6;2_Precaucion;Calido
UCAYALI;2014;10;26.18;203.2;3_Peligro;Calido
UCAYALI;2014;11;25.77;441.4;3_Peligro;Calido
UCAYALI;2014;12;25.63;323.9;3_Peligro;Calido
UCAYALI;2015;01;25.1;383.4;3_Peligro;Calido
UCAYALI;2015;02;25.65;402.8;3_Peligro;Calido
UCAYALI;2015;03;25.75;401.6;3_Peligro;Calido
UCAYALI;2015;04;25.15;335.9;3_Peligro;Calido
UCAYALI;2015;05;24.94;207.8;3_Peligro;Calido
UCAYALI;2015;06;25.01;74.7;2_Precaucion;Calido
UCAYALI;2015;07;24.96;88.7;2_Precaucion;Calido
UCAYALI;2015;08;26.8;63.8;2_Precaucion;Calido
