REGION;AÑO;MES;TEMPERATURA_MEDIA_C;PRECIPITACION_TOTAL_MM
JUNIN;2014;07;9.55;40.4
JUNIN;2014;08;9.78;41.0
JUNIN;2014;09;10.58;118.0
JUNIN;2014;10;11.08;134.4
JUNIN;2014;11;11.84;123.2
JUNIN;2014;12;11.96;207.5
JUNIN;2015;01;11.1;260.0
JUNIN;2015;02;11.58;219.6
JUNIN;2015;03;11.41;224.5
JUNIN;2015;04;11.0;159.2
JUNIN;2015;05;10.84;62.8
JUNIN;2015;06;10.35;23.7
JUNIN;2015;07;10.33;24.6
JUNIN;2015;08;10.41;49.7
JUNIN;2015;09;11.36;76.4
JUNIN;2015;10;11.66;136.9
JUNIN;2015;11;12.4;141.3
JUNIN;2015;12;11.85;223.5
JUNIN;2016;01;12.82;202.0
JUNIN;2016;02;12.81;252.3
JUNIN;2016;03;12.7;163.7
JUNIN;2016;04;12.13;111.9
JUNIN;2016;05;11.55;30.9
JUNIN;2016;06;10.13;29.9
JUNIN;2016;07;9.85;17.6
JUNIN;2016;08;10.41;51.1
JUNIN;2016;09;10.97;88.8
JUNIN;2016;10;11.16;220.3
JUNIN;2016;11;11.57;124.8
JUNIN;2016;12;11.77;200.5
JUNIN;2017;01;11.92;282.6
JUNIN;2017;02;12.05;212.9
JUNIN;2017;03;11.95;230.3
JUNIN;2017;04;11.87;114.9
JUNIN;2017;05;11.41;44.0
JUNIN;2017;06;10.24;12.9
JUNIN;2017;07;9.87;8.1
JUNIN;2017;08;11.33;19.2
JUNIN;2017;09;11.72;86.9
JUNIN;2017;10;12.0;104.0
JUNIN;2017;11;12.42;130.5
JUNIN;2017;12;12.36;150.0
JUNIN;2018;01;11.51;213.3
JUNIN;2018;02;12.28;238.9
JUNIN;2018;03;12.0;223.7
JUNIN;2018;04;11.16;95.4
JUNIN;2018;05;10.65;18.1
JUNIN;2018;06;9.43;13.0
JUNIN;2018;07;9.92;11.4
JUNIN;2018;08;10.08;36.3
JUNIN;2018;09;11.46;50.6
JUNIN;2018;10;11.91;120.8
JUNIN;2018;11;13.04;94.6
JUNIN;2018;12;12.32;89.9
JUNIN;2019;01;12.37;242.3
JUNIN;2019;02;12.24;177.5
JUNIN;2019;03;12.22;185.9
JUNIN;2019;04;11.99;72.0
JUNIN;2019;05;11.39;24.3
JUNIN;2019;06;10.36;9.8
JUNIN;2019;07;10.35;8.2
JUNIN;2019;08;10.9;4.0
JUNIN;2019;09;12.04;33.2
JUNIN;2019;10;12.34;71.2
JUNIN;2019;11;12.78;131.0
JUNIN;2019;12;12.75;179.7
JUNIN;2020;01;12.64;151.2
JUNIN;2020;02;12.84;245.3
JUNIN;2020;03;12.34;182.2
JUNIN;2020;04;11.82;38.2
JUNIN;2020;05;11.26;69.3
JUNIN;2020;06;10.73;4.3
JUNIN;2020;07;10.68;11.9
JUNIN;2020;08;11.9;5.1
JUNIN;2020;09;11.91;66.3
JUNIN;2020;10;11.75;103.2
JUNIN;2020;11;13.05;38.1
JUNIN;2020;12;12.42;196.1
JUNIN;2021;01;12.07;308.9
JUNIN;2021;02;12.45;108.0
JUNIN;2021;03;11.76;214.3
JUNIN;2021;04;11.62;99.9
JUNIN;2021;05;10.68;39.1
JUNIN;2021;06;10.73;10.7
JUNIN;2021;07;9.95;10.7
JUNIN;2021;08;11.07;19.6
JUNIN;2021;09;11.53;56.1
JUNIN;2021;10;12.5;81.0
JUNIN;2021;11;11.89;192.9
JUNIN;2021;12;12.69;145.7
JUNIN;2022;01;11.6;239.8
JUNIN;2022;02;11.61;310.4
JUNIN;2022;03;11.39;253.5
JUNIN;2022;04;11.18;78.9
JUNIN;2022;05;11.1;27.8
JUNIN;2022;06;9.61;3.7
JUNIN;2022;07;10.52;18.5
JUNIN;2022;08;10.99;17.0
JUNIN;2022;09;11.85;57.0
JUNIN;2022;10;12.45;70.5
JUNIN;2022;11;12.46;83.1
JUNIN;2022;12;11.94;218.8
JUNIN;2023;01;11.6;192.8
JUNIN;2023;02;11.65;283.4
JUNIN;2023;03;11.38;235.3
JUNIN;2023;04;11.38;77.6
JUNIN;2023;05;10.94;61.7
JUNIN;2023;06;10.0;1.9
JUNIN;2023;07;11.11;11.4
JUNIN;2023;08;11.88;9.4
JUNIN;2023;09;11.68;142.6
JUNIN;2023;10;12.83;182.4
JUNIN;2023;11;12.74;260.1
JUNIN;2023;12;12.83;220.5
CAJAMARCA;2014;01;13.67;393.4
CAJAMARCA;2014;02;13.34;451.0
CAJAMARCA;2014;03;13.31;489.9
CAJAMARCA;2014;04;14.28;282.7
CAJAMARCA;2014;05;13.79;252.4
CAJAMARCA;2014;06;14.51;23.6
CAJAMARCA;2014;07;14.76;10.6
CAJAMARCA;2014;08;14.69;22.5
CAJAMARCA;2014;09;13.81;233.4
CAJAMARCA;2014;10;13.68;252.6
CAJAMARCA;2014;11;13.49;234.9
CAJAMARCA;2014;12;13.65;429.7
CAJAMARCA;2015;01;13.8;404.3
CAJAMARCA;2015;02;13.72;405.5
CAJAMARCA;2015;03;13.75;618.7
CAJAMARCA;2015;04;14.13;312.6
CAJAMARCA;2015;05;14.07;207.0
CAJAMARCA;2015;06;14.07;18.1
CAJAMARCA;2015;07;14.58;24.5
CAJAMARCA;2015;08;15.52;13.0
CAJAMARCA;2015;09;15.28;131.0
CAJAMARCA;2015;10;14.37;240.9
CAJAMARCA;2015;11;14.06;332.2
CAJAMARCA;2015;12;15.02;217.5
CAJAMARCA;2016;01;14.69;310.2
CAJAMARCA;2016;02;15.15;468.7
CAJAMARCA;2016;03;15.19;424.8
CAJAMARCA;2016;04;14.84;307.9
CAJAMARCA;2016;05;14.84;61.6
CAJAMARCA;2016;06;13.85;65.2
CAJAMARCA;2016;07;14.6;9.4
CAJAMARCA;2016;08;15.25;34.5
CAJAMARCA;2016;09;14.02;192.2
CAJAMARCA;2016;10;13.78;270.6
CAJAMARCA;2016;11;13.8;87.7
CAJAMARCA;2016;12;13.34;441.1
CAJAMARCA;2017;01;13.06;266.2
CAJAMARCA;2017;02;13.14;162.8
CAJAMARCA;2017;03;13.15;278.6
CAJAMARCA;2017;04;13.72;153.2
CAJAMARCA;2017;05;13.51;77.1
CAJAMARCA;2017;06;13.49;33.9
CAJAMARCA;2017;07;14.21;3.4
CAJAMARCA;2017;08;14.27;47.8
CAJAMARCA;2017;09;14.25;43.2
CAJAMARCA;2017;10;14.01;69.2
CAJAMARCA;2017;11;14.43;54.9
CAJAMARCA;2017;12;13.42;107.5
CAJAMARCA;2018;01;13.02;130.2
CAJAMARCA;2018;02;13.16;155.4
CAJAMARCA;2018;03;13.52;201.5
CAJAMARCA;2018;04;13.02;112.7
CAJAMARCA;2018;05;13.22;76.3
CAJAMARCA;2018;06;13.26;9.2
CAJAMARCA;2018;07;14.29;3.6
CAJAMARCA;2018;08;14.56;9.7
CAJAMARCA;2018;09;14.25;33.9
CAJAMARCA;2018;10;13.85;54.8
CAJAMARCA;2018;11;13.75;59.8
CAJAMARCA;2018;12;13.76;87.4
CAJAMARCA;2019;01;13.57;185.6
CAJAMARCA;2019;02;13.84;289.4
CAJAMARCA;2019;03;13.86;194.6
CAJAMARCA;2019;04;13.71;110.2
CAJAMARCA;2019;05;13.53;36.3
CAJAMARCA;2019;06;13.94;15.0
CAJAMARCA;2019;07;13.84;23.9
CAJAMARCA;2019;08;15.0;2.4
CAJAMARCA;2019;09;14.76;57.0
CAJAMARCA;2019;10;13.47;121.4
CAJAMARCA;2019;11;13.69;80.8
CAJAMARCA;2019;12;13.79;148.2
CAJAMARCA;2020;01;13.97;72.8
CAJAMARCA;2020;02;14.36;115.5
CAJAMARCA;2020;03;13.88;148.7
CAJAMARCA;2020;04;13.96;89.4
CAJAMARCA;2020;05;14.22;35.9
CAJAMARCA;2020;06;14.3;6.2
CAJAMARCA;2020;07;13.88;9.7
CAJAMARCA;2020;08;14.73;4.6
CAJAMARCA;2020;09;14.69;32.4
CAJAMARCA;2020;10;14.25;35.9
CAJAMARCA;2020;11;14.47;48.3
CAJAMARCA;2020;12;13.22;132.4
CAJAMARCA;2021;01;13.11;176.1
CAJAMARCA;2021;02;13.41;99.5
CAJAMARCA;2021;03;12.85;159.5
CAJAMARCA;2021;04;13.75;105.4
CAJAMARCA;2021;05;13.43;63.9
CAJAMARCA;2021;06;13.15;15.5
CAJAMARCA;2021;07;13.98;6.4
CAJAMARCA;2021;08;14.31;13.3
CAJAMARCA;2021;09;14.03;30.0
CAJAMARCA;2021;10;13.73;171.2
CAJAMARCA;2021;11;13.18;61.8
CAJAMARCA;2021;12;13.33;106.8
CAJAMARCA;2022;01;13.04;118.8
CAJAMARCA;2022;02;12.71;172.5
CAJAMARCA;2022;03;12.64;209.4
CAJAMARCA;2022;04;13.12;174.4
CAJAMARCA;2022;05;12.93;98.2
CAJAMARCA;2022;06;12.28;22.9
CAJAMARCA;2022;07;13.6;13.3
CAJAMARCA;2022;08;13.9;9.3
CAJAMARCA;2022;09;14.02;75.2
CAJAMARCA;2022;10;13.68;63.3
CAJAMARCA;2022;11;14.26;24.9
CAJAMARCA;2022;12;13.17;143.6
CAJAMARCA;2023;01;12.7;143.3
CAJAMARCA;2023;02;13.37;211.0
CAJAMARCA;2023;03;12.81;188.6
CAJAMARCA;2023;04;13.1;179.2
CAJAMARCA;2023;05;13.81;74.5
CAJAMARCA;2023;06;13.57;13.9
CAJAMARCA;2023;07;14.19;6.1
CAJAMARCA;2023;08;14.48;11.1
CAJAMARCA;2023;09;15.16;23.6
CAJAMARCA;2023;10;14.07;108.6
CAJAMARCA;2023;11;14.06;104.4
CAJAMARCA;2023;12;14.35;175.4
LA LIBERTAD;2014;01;23.09;16.7
LA LIBERTAD;2014;02;23.04;22.5
LA LIBERTAD;2014;03;23.04;43.0
LA LIBERTAD;2014;04;21.8;13.8
LA LIBERTAD;2014;05;22.3;2.1
LA LIBERTAD;2014;06;21.39;1.1
LA LIBERTAD;2014;07;19.64;0.2
LA LIBERTAD;2014;08;19.15;1.1
LA LIBERTAD;2014;09;19.15;1.6
LA LIBERTAD;2014;10;19.57;6.1
LA LIBERTAD;2014;11;20.21;3.3
LA LIBERTAD;2014;12;21.21;8.9
LA LIBERTAD;2015;01;22.44;19.2
LA LIBERTAD;2015;02;23.74;48.5
LA LIBERTAD;2015;03;23.84;61.2
LA LIBERTAD;2015;04;22.82;22.1
LA LIBERTAD;2015;05;22.85;2.2
LA LIBERTAD;2015;06;22.22;1.6
LA LIBERTAD;2015;07;20.64;0.6
LA LIBERTAD;2015;08;19.9;0.4
LA LIBERTAD;2015;09;20.36;1.3
LA LIBERTAD;2015;10;20.86;2.5
LA LIBERTAD;2015;11;21.19;4.9
LA LIBERTAD;2015;12;22.82;11.4
LA LIBERTAD;2016;01;23.83;19.4
LA LIBERTAD;2016;02;24.6;67.8
LA LIBERTAD;2016;03;24.4;80.2
LA LIBERTAD;2016;04;22.83;23.5
LA LIBERTAD;2016;05;21.43;0.7
LA LIBERTAD;2016;06;20.09;0.6
LA LIBERTAD;2016;07;19.41;0.7
LA LIBERTAD;2016;08;19.46;1.3
LA LIBERTAD;2016;09;19.52;3.0
LA LIBERTAD;2016;10;19.81;1.2
LA LIBERTAD;2016;11;20.23;1.5
LA LIBERTAD;2016;12;21.58;2.5
LA LIBERTAD;2017;01;22.56;39.1
LA LIBERTAD;2017;02;25.17;37.2
LA LIBERTAD;2017;03;25.56;110.7
LA LIBERTAD;2017;04;22.46;26.8
LA LIBERTAD;2017;05;21.11;7.2
LA LIBERTAD;2017;06;19.35;0.0
LA LIBERTAD;2017;07;18.5;0.0
LA LIBERTAD;2017;08;17.75;0.2
LA LIBERTAD;2017;09;17.35;0.7
LA LIBERTAD;2017;10;17.19;2.5
LA LIBERTAD;2017;11;17.98;0.1
LA LIBERTAD;2017;12;19.85;12.1
LA LIBERTAD;2018;01;21.4;23.0
LA LIBERTAD;2018;02;22.01;19.6
LA LIBERTAD;2018;03;21.39;18.4
LA LIBERTAD;2018;04;20.62;28.2
LA LIBERTAD;2018;05;18.85;5.1
LA LIBERTAD;2018;06;18.12;3.6
LA LIBERTAD;2018;07;17.95;0.5
LA LIBERTAD;2018;08;17.39;0.4
LA LIBERTAD;2018;09;17.82;1.9
LA LIBERTAD;2018;10;18.32;1.3
LA LIBERTAD;2018;11;19.54;6.5
LA LIBERTAD;2018;12;21.25;17.6
LA LIBERTAD;2019;01;22.98;13.4
LA LIBERTAD;2019;02;24.48;19.8
LA LIBERTAD;2019;03;23.34;6.5
LA LIBERTAD;2019;04;21.63;1.4
LA LIBERTAD;2019;05;20.54;2.2
LA LIBERTAD;2019;06;18.46;0.1
LA LIBERTAD;2019;07;17.66;0.0
LA LIBERTAD;2019;08;16.68;0.1
LA LIBERTAD;2019;09;17.12;6.2
LA LIBERTAD;2019;10;17.4;9.2
LA LIBERTAD;2019;11;19.01;0.3
LA LIBERTAD;2019;12;21.02;24.5
LA LIBERTAD;2020;01;22.66;1.6
LA LIBERTAD;2020;02;23.3;2.2
LA LIBERTAD;2020;03;23.9;1.9
LA LIBERTAD;2020;04;21.48;4.6
LA LIBERTAD;2020;05;20.36;2.9
LA LIBERTAD;2020;06;18.38;0.7
LA LIBERTAD;2020;07;17.22;0.4
LA LIBERTAD;2020;08;16.81;0.0
LA LIBERTAD;2020;09;16.88;0.4
LA LIBERTAD;2020;10;17.7;3.2
LA LIBERTAD;2020;11;17.86;0.3
LA LIBERTAD;2020;12;19.58;24.9
LA LIBERTAD;2021;01;21.21;17.9
LA LIBERTAD;2021;02;22.23;1.9
LA LIBERTAD;2021;03;22.53;25.5
LA LIBERTAD;2021;04;19.99;17.7
LA LIBERTAD;2021;05;18.78;9.4
LA LIBERTAD;2021;06;18.83;1.0
LA LIBERTAD;2021;07;18.16;0.0
LA LIBERTAD;2021;08;17.52;1.1
LA LIBERTAD;2021;09;17.05;0.5
LA LIBERTAD;2021;10;16.9;25.3
LA LIBERTAD;2021;11;17.98;1.8
LA LIBERTAD;2021;12;19.38;7.2
LA LIBERTAD;2022;01;20.7;12.3
LA LIBERTAD;2022;02;21.29;24.3
LA LIBERTAD;2022;03;21.72;39.0
LA LIBERTAD;2022;04;19.68;21.5
LA LIBERTAD;2022;05;17.84;1.8
LA LIBERTAD;2022;06;16.87;0.3
LA LIBERTAD;2022;07;16.64;0.0
LA LIBERTAD;2022;08;16.59;0.0
LA LIBERTAD;2022;09;16.52;0.1
LA LIBERTAD;2022;10;16.24;3.0
LA LIBERTAD;2022;11;17.78;0.9
LA LIBERTAD;2022;12;20.18;2.3
LA LIBERTAD;2023;01;20.32;65.7
LA LIBERTAD;2023;02;22.91;22.0
LA LIBERTAD;2023;03;24.13;69.2
LA LIBERTAD;2023;04;25.38;19.6
LA LIBERTAD;2023;05;23.14;0.7
LA LIBERTAD;2023;06;21.86;0.9
LA LIBERTAD;2023;07;21.58;0.0
LA LIBERTAD;2023;08;21.05;0.2
LA LIBERTAD;2023;09;20.54;0.9
LA LIBERTAD;2023;10;20.19;21.4
LA LIBERTAD;2023;11;20.27;4.5
LA LIBERTAD;2023;12;21.4;27.8
LAMBAYEQUE;2014;01;24.77;1.8
LAMBAYEQUE;2014;02;25.06;7.3
LAMBAYEQUE;2014;03;25.12;30.1
LAMBAYEQUE;2014;04;23.37;3.3
LAMBAYEQUE;2014;05;23.15;3.7
LAMBAYEQUE;2014;06;22.04;0.0
LAMBAYEQUE;2014;07;19.8;0.0
LAMBAYEQUE;2014;08;19.39;0.0
LAMBAYEQUE;2014;09;19.14;3.5
LAMBAYEQUE;2014;10;19.7;2.7
LAMBAYEQUE;2014;11;20.64;0.7
LAMBAYEQUE;2014;12;21.8;9.5
LAMBAYEQUE;2015;01;23.54;17.1
LAMBAYEQUE;2015;02;25.4;33.4
LAMBAYEQUE;2015;03;25.93;27.5
LAMBAYEQUE;2015;04;24.84;9.5
LAMBAYEQUE;2015;05;23.71;4.1
LAMBAYEQUE;2015;06;22.73;0.0
LAMBAYEQUE;2015;07;21.06;0.3
LAMBAYEQUE;2015;08;20.1;0.1
LAMBAYEQUE;2015;09;20.71;0.0
LAMBAYEQUE;2015;10;21.16;2.5
LAMBAYEQUE;2015;11;21.64;5.2
LAMBAYEQUE;2015;12;23.51;2.3
LAMBAYEQUE;2016;01;25.17;12.6
LAMBAYEQUE;2016;02;26.46;23.2
LAMBAYEQUE;2016;03;26.58;35.7
LAMBAYEQUE;2016;04;24.7;7.8
LAMBAYEQUE;2016;05;22.42;0.0
LAMBAYEQUE;2016;06;20.77;0.0
LAMBAYEQUE;2016;07;19.87;0.0
LAMBAYEQUE;2016;08;19.78;0.1
LAMBAYEQUE;2016;09;19.83;0.0
LAMBAYEQUE;2016;10;20.1;0.0
LAMBAYEQUE;2016;11;20.73;0.9
LAMBAYEQUE;2016;12;22.61;6.8
LAMBAYEQUE;2017;01;24.66;42.8
LAMBAYEQUE;2017;02;26.29;153.1
LAMBAYEQUE;2017;03;26.09;287.1
LAMBAYEQUE;2017;04;24.05;40.3
LAMBAYEQUE;2017;05;22.47;28.0
LAMBAYEQUE;2017;06;20.72;0.9
LAMBAYEQUE;2017;07;19.66;0.0
LAMBAYEQUE;2017;08;19.11;0.0
LAMBAYEQUE;2017;09;18.91;0.2
LAMBAYEQUE;2017;10;18.82;5.2
LAMBAYEQUE;2017;11;19.22;1.3
LAMBAYEQUE;2017;12;21.38;2.9
LAMBAYEQUE;2018;01;23.4;11.4
LAMBAYEQUE;2018;02;24.44;18.3
LAMBAYEQUE;2018;03;23.73;15.0
LAMBAYEQUE;2018;04;23.03;12.8
LAMBAYEQUE;2018;05;20.77;19.7
LAMBAYEQUE;2018;06;19.55;0.7
LAMBAYEQUE;2018;07;19.34;6.1
LAMBAYEQUE;2018;08;19.13;0.0
LAMBAYEQUE;2018;09;19.36;0.0
LAMBAYEQUE;2018;10;19.91;2.0
LAMBAYEQUE;2018;11;21.14;7.5
LAMBAYEQUE;2018;12;22.87;15.5
LAMBAYEQUE;2019;01;24.98;5.7
LAMBAYEQUE;2019;02;26.27;54.1
LAMBAYEQUE;2019;03;25.62;18.8
LAMBAYEQUE;2019;04;23.63;14.7
LAMBAYEQUE;2019;05;22.29;9.5
LAMBAYEQUE;2019;06;20.13;0.0
LAMBAYEQUE;2019;07;19.06;2.3
LAMBAYEQUE;2019;08;18.1;0.0
LAMBAYEQUE;2019;09;18.59;1.1
LAMBAYEQUE;2019;10;18.82;10.5
LAMBAYEQUE;2019;11;20.56;12.5
LAMBAYEQUE;2019;12;22.65;46.4
LAMBAYEQUE;2020;01;24.37;1.4
LAMBAYEQUE;2020;02;25.48;14.1
LAMBAYEQUE;2020;03;25.97;2.4
LAMBAYEQUE;2020;04;23.69;21.0
LAMBAYEQUE;2020;05;22.17;3.5
LAMBAYEQUE;2020;06;19.79;0.1
LAMBAYEQUE;2020;07;18.53;0.0
LAMBAYEQUE;2020;08;18.1;0.0
LAMBAYEQUE;2020;09;18.15;2.8
LAMBAYEQUE;2020;10;19.26;5.4
LAMBAYEQUE;2020;11;19.28;1.5
LAMBAYEQUE;2020;12;21.31;16.0
LAMBAYEQUE;2021;01;23.11;15.2
LAMBAYEQUE;2021;02;24.54;2.8
LAMBAYEQUE;2021;03;24.72;19.8
LAMBAYEQUE;2021;04;22.01;3.5
LAMBAYEQUE;2021;05;20.43;2.4
LAMBAYEQUE;2021;06;20.02;2.5
LAMBAYEQUE;2021;07;19.52;0.9
LAMBAYEQUE;2021;08;18.9;0.2
LAMBAYEQUE;2021;09;18.38;1.7
LAMBAYEQUE;2021;10;18.61;10.1
LAMBAYEQUE;2021;11;19.39;0.6
LAMBAYEQUE;2021;12;20.85;13.1
LAMBAYEQUE;2022;01;22.66;18.3
LAMBAYEQUE;2022;02;23.54;23.8
LAMBAYEQUE;2022;03;24.02;40.3
LAMBAYEQUE;2022;04;21.5;14.3
LAMBAYEQUE;2022;05;19.29;2.1
LAMBAYEQUE;2022;06;18.39;0.0
LAMBAYEQUE;2022;07;17.99;0.8
LAMBAYEQUE;2022;08;18.02;2.7
LAMBAYEQUE;2022;09;17.84;1.2
LAMBAYEQUE;2022;10;17.74;0.2
LAMBAYEQUE;2022;11;19.24;1.6
LAMBAYEQUE;2022;12;21.99;5.2
LAMBAYEQUE;2023;01;22.78;22.3
LAMBAYEQUE;2023;02;25.33;14.4
LAMBAYEQUE;2023;03;25.62;298.6
LAMBAYEQUE;2023;04;25.86;106.9
LAMBAYEQUE;2023;05;24.56;3.6
LAMBAYEQUE;2023;06;23.24;0.0
LAMBAYEQUE;2023;07;22.66;0.0
LAMBAYEQUE;2023;08;22.27;0.0
LAMBAYEQUE;2023;09;21.59;0.0
LAMBAYEQUE;2023;10;21.42;8.3
LAMBAYEQUE;2023;11;21.52;4.0
LAMBAYEQUE;2023;12;22.63;19.7
AYACUCHO;2014;01;14.18;211.6
AYACUCHO;2014;02;14.28;165.6
AYACUCHO;2014;03;14.06;153.2
AYACUCHO;2014;04;13.97;48.1
AYACUCHO;2014;05;13.18;61.6
AYACUCHO;2014;06;13.1;4.8
AYACUCHO;2014;07;12.12;27.1
AYACUCHO;2014;08;12.42;14.3
AYACUCHO;2014;09;13.9;57.3
AYACUCHO;2014;10;14.57;68.6
AYACUCHO;2014;11;15.27;84.8
AYACUCHO;2014;12;14.88;131.5
AYACUCHO;2015;01;13.84;201.9
AYACUCHO;2015;02;14.3;163.2
AYACUCHO;2015;03;13.99;156.3
AYACUCHO;2015;04;13.49;98.1
AYACUCHO;2015;05;13.12;31.7
AYACUCHO;2015;06;12.4;2.2
AYACUCHO;2015;07;12.0;18.1
AYACUCHO;2015;08;12.67;46.0
AYACUCHO;2015;09;14.05;48.4
AYACUCHO;2015;10;14.8;72.7
AYACUCHO;2015;11;15.37;119.7
AYACUCHO;2015;12;14.7;160.6
AYACUCHO;2016;01;15.57;109.1
AYACUCHO;2016;02;15.14;187.2
AYACUCHO;2016;03;15.27;116.7
AYACUCHO;2016;04;14.79;50.3
AYACUCHO;2016;05;14.04;20.7
AYACUCHO;2016;06;12.56;10.2
AYACUCHO;2016;07;12.28;10.8
AYACUCHO;2016;08;13.3;18.5
AYACUCHO;2016;09;14.12;45.3
AYACUCHO;2016;10;14.53;125.7
AYACUCHO;2016;11;15.42;60.4
AYACUCHO;2016;12;15.15;110.9
AYACUCHO;2017;01;15.31;171.0
AYACUCHO;2017;02;15.38;94.8
AYACUCHO;2017;03;15.44;101.0
AYACUCHO;2017;04;15.76;39.0
AYACUCHO;2017;05;15.67;10.5
AYACUCHO;2017;06;15.59;1.0
AYACUCHO;2017;07;15.04;0.4
AYACUCHO;2017;08;16.13;5.2
AYACUCHO;2017;09;16.33;26.1
AYACUCHO;2017;10;16.97;52.6
AYACUCHO;2017;11;17.39;40.9
AYACUCHO;2017;12;16.87;54.3
AYACUCHO;2018;01;15.14;69.0
AYACUCHO;2018;02;15.86;66.1
AYACUCHO;2018;03;15.4;77.2
AYACUCHO;2018;04;15.59;17.5
AYACUCHO;2018;05;15.57;5.9
AYACUCHO;2018;06;14.3;14.5
AYACUCHO;2018;07;14.42;18.6
AYACUCHO;2018;08;14.57;15.9
AYACUCHO;2018;09;16.94;7.4
AYACUCHO;2018;10;16.3;52.3
AYACUCHO;2018;11;17.52;45.9
AYACUCHO;2018;12;17.3;31.4
AYACUCHO;2019;01;16.65;102.2
AYACUCHO;2019;02;15.61;82.4
AYACUCHO;2019;03;15.68;70.4
AYACUCHO;2019;04;16.47;26.7
AYACUCHO;2019;05;16.3;14.5
AYACUCHO;2019;06;16.02;3.1
AYACUCHO;2019;07;15.53;1.9
AYACUCHO;2019;08;16.03;0.1
AYACUCHO;2019;09;17.09;8.0
AYACUCHO;2019;10;17.47;18.2
AYACUCHO;2019;11;17.32;58.0
AYACUCHO;2019;12;16.47;100.5
AYACUCHO;2020;01;16.64;92.1
AYACUCHO;2020;02;16.71;65.9
AYACUCHO;2020;03;16.05;132.7
AYACUCHO;2020;04;16.32;23.2
AYACUCHO;2020;05;16.05;21.4
AYACUCHO;2020;06;16.26;0.7
AYACUCHO;2020;07;16.19;0.6
AYACUCHO;2020;08;16.86;1.0
AYACUCHO;2020;09;16.98;18.5
AYACUCHO;2020;10;16.73;43.3
AYACUCHO;2020;11;18.82;20.8
AYACUCHO;2020;12;16.42;81.3
AYACUCHO;2021;01;15.35;140.9
AYACUCHO;2021;02;16.48;34.8
AYACUCHO;2021;03;15.52;110.0
AYACUCHO;2021;04;15.59;52.4
AYACUCHO;2021;05;15.69;10.6
AYACUCHO;2021;06;15.48;0.6
AYACUCHO;2021;07;15.42;0.2
AYACUCHO;2021;08;16.12;5.3
AYACUCHO;2021;09;17.23;6.9
AYACUCHO;2021;10;17.57;32.2
AYACUCHO;2021;11;16.53;102.4
AYACUCHO;2021;12;16.56;70.3
AYACUCHO;2022;01;15.64;154.3
AYACUCHO;2022;02;14.58;158.2
AYACUCHO;2022;03;14.85;122.6
AYACUCHO;2022;04;15.63;47.7
AYACUCHO;2022;05;15.69;2.3
AYACUCHO;2022;06;14.76;1.3
AYACUCHO;2022;07;15.97;2.4
AYACUCHO;2022;08;15.7;9.7
AYACUCHO;2022;09;16.85;10.2
AYACUCHO;2022;10;17.63;22.9
AYACUCHO;2022;11;17.67;34.6
AYACUCHO;2022;12;16.05;108.7
AYACUCHO;2023;01;15.38;121.7
AYACUCHO;2023;02;14.91;151.6
AYACUCHO;2023;03;14.89;151.0
AYACUCHO;2023;04;15.66;28.2
AYACUCHO;2023;05;15.41;45.9
AYACUCHO;2023;06;15.58;0.0
AYACUCHO;2023;07;16.37;0.0
AYACUCHO;2023;08;17.36;0.8
AYACUCHO;2023;09;17.21;28.2
AYACUCHO;2023;10;18.2;55.5
AYACUCHO;2023;11;17.82;80.2
AYACUCHO;2023;12;17.36;78.4
HUANUCO;2014;01;18.58;186.6
HUANUCO;2014;02;18.74;240.1
HUANUCO;2014;03;18.84;177.6
HUANUCO;2014;04;18.67;42.0
HUANUCO;2014;05;18.3;65.4
HUANUCO;2014;06;18.44;6.4
HUANUCO;2014;07;17.38;25.6
HUANUCO;2014;08;17.45;26.0
HUANUCO;2014;09;18.43;39.8
HUANUCO;2014;10;19.03;56.4
HUANUCO;2014;11;19.26;109.1
HUANUCO;2014;12;19.03;148.0
HUANUCO;2015;01;18.61;222.0
HUANUCO;2015;02;18.77;145.3
HUANUCO;2015;03;18.92;117.2
HUANUCO;2015;04;18.56;115.2
HUANUCO;2015;05;18.1;99.2
HUANUCO;2015;06;17.89;13.6
HUANUCO;2015;07;17.72;34.2
HUANUCO;2015;08;18.42;8.0
HUANUCO;2015;09;18.98;35.5
HUANUCO;2015;10;19.2;68.0
HUANUCO;2015;11;19.62;63.7
HUANUCO;2015;12;19.34;119.1
HUANUCO;2016;01;20.09;85.2
HUANUCO;2016;02;19.57;169.8
HUANUCO;2016;03;19.63;135.6
HUANUCO;2016;04;19.31;63.9
HUANUCO;2016;05;18.78;24.3
HUANUCO;2016;06;17.73;31.6
HUANUCO;2016;07;17.75;9.6
HUANUCO;2016;08;18.14;29.4
HUANUCO;2016;09;18.52;31.2
HUANUCO;2016;10;18.87;150.9
HUANUCO;2016;11;19.16;57.0
HUANUCO;2016;12;19.09;152.8
HUANUCO;2017;01;19.01;121.7
HUANUCO;2017;02;19.19;107.0
HUANUCO;2017;03;19.17;99.9
HUANUCO;2017;04;19.4;35.0
HUANUCO;2017;05;19.3;52.6
HUANUCO;2017;06;18.64;10.3
HUANUCO;2017;07;17.65;14.4
HUANUCO;2017;08;18.76;23.1
HUANUCO;2017;09;19.32;23.0
HUANUCO;2017;10;19.76;47.8
HUANUCO;2017;11;19.98;39.4
HUANUCO;2017;12;19.48;106.0
HUANUCO;2018;01;18.89;92.1
