REGION;AÑO;MES;TEMPERATURA_MEDIA_C;PRECIPITACION_TOTAL_MM
HUANUCO;2018;02;19.24;102.4
HUANUCO;2018;03;19.26;111.4
HUANUCO;2018;04;18.95;60.3
HUANUCO;2018;05;18.92;13.1
HUANUCO;2018;06;17.74;27.4
HUANUCO;2018;07;17.74;19.6
HUANUCO;2018;08;18.06;18.4
HUANUCO;2018;09;19.27;14.0
HUANUCO;2018;10;19.33;69.7
HUANUCO;2018;11;19.81;77.8
HUANUCO;2018;12;19.53;47.0
HUANUCO;2019;01;19.22;107.3
HUANUCO;2019;02;19.32;71.2
HUANUCO;2019;03;19.29;51.7
HUANUCO;2019;04;19.62;44.0
HUANUCO;2019;05;19.31;35.2
HUANUCO;2019;06;18.94;26.3
HUANUCO;2019;07;18.5;18.3
HUANUCO;2019;08;18.75;8.6
HUANUCO;2019;09;19.9;22.2
HUANUCO;2019;10;19.48;58.3
HUANUCO;2019;11;20.18;32.8
HUANUCO;2019;12;19.46;113.7
HUANUCO;2020;01;19.78;89.9
HUANUCO;2020;02;19.75;96.7
HUANUCO;2020;03;19.37;115.4
HUANUCO;2020;04;19.31;35.9
HUANUCO;2020;05;18.98;41.0
HUANUCO;2020;06;18.69;38.8
HUANUCO;2020;07;18.56;27.1
HUANUCO;2020;08;18.94;22.9
HUANUCO;2020;09;19.41;15.6
HUANUCO;2020;10;19.86;24.1
HUANUCO;2020;11;20.23;31.4
HUANUCO;2020;12;19.46;63.0
HUANUCO;2021;01;18.7;133.1
HUANUCO;2021;02;19.49;34.9
HUANUCO;2021;03;19.05;64.4
HUANUCO;2021;04;19.11;40.2
HUANUCO;2021;05;18.9;24.0
HUANUCO;2021;06;18.46;21.6
HUANUCO;2021;07;18.24;18.0
HUANUCO;2021;08;18.78;17.7
HUANUCO;2021;09;19.44;25.0
HUANUCO;2021;10;20.01;64.1
HUANUCO;2021;11;19.29;168.5
HUANUCO;2021;12;19.5;119.4
HUANUCO;2022;01;19.11;126.1
HUANUCO;2022;02;18.68;114.5
HUANUCO;2022;03;18.75;133.3
HUANUCO;2022;04;18.93;30.3
HUANUCO;2022;05;18.42;40.6
HUANUCO;2022;06;17.56;31.8
HUANUCO;2022;07;18.47;20.9
HUANUCO;2022;08;17.87;63.2
HUANUCO;2022;09;19.26;45.7
HUANUCO;2022;10;19.72;71.2
HUANUCO;2022;11;19.8;28.7
HUANUCO;2022;12;19.2;109.6
HUANUCO;2023;01;18.77;118.9
HUANUCO;2023;02;18.91;131.2
HUANUCO;2023;03;18.87;119.1
HUANUCO;2023;04;19.01;72.9
HUANUCO;2023;05;19.03;82.2
HUANUCO;2023;06;17.92;13.9
HUANUCO;2023;07;18.9;4.4
HUANUCO;2023;08;19.37;15.8
HUANUCO;2023;09;19.94;20.4
HUANUCO;2023;10;20.55;39.9
HUANUCO;2023;11;20.28;53.0
HUANUCO;2023;12;20.12;61.6
UCAYALI;2014;01;25.36;388.1
UCAYALI;2014;02;25.48;293.4
UCAYALI;2014;03;25.3;351.2
UCAYALI;2014;04;25.58;277.0
UCAYALI;2014;05;24.96;192.2
UCAYALI;2014;06;24.97;82.1
UCAYALI;2014;07;24.25;117.8
UCAYALI;2014;08;25.25;101.9
UCAYALI;2014;09;26.44;98.6
UCAYALI;2014;10;26.18;203.2
UCAYALI;2014;11;25.77;441.4
UCAYALI;2014;12;25.63;323.9
UCAYALI;2015;01;25.1;383.4
UCAYALI;2015;02;25.65;402.8
UCAYALI;2015;03;25.75;401.6
UCAYALI;2015;04;25.15;335.9
UCAYALI;2015;05;24.94;207.8
UCAYALI;2015;06;25.01;74.7
UCAYALI;2015;07;24.96;88.7
UCAYALI;2015;08;26.8;63.8
UCAYALI;2015;09;27.78;69.4
UCAYALI;2015;10;27.48;161.0
UCAYALI;2015;11;26.72;290.6
UCAYALI;2015;12;26.5;234.5
UCAYALI;2016;01;27.31;234.8
UCAYALI;2016;02;26.42;316.4
UCAYALI;2016;03;26.44;298.3
UCAYALI;2016;04;26.13;250.2
UCAYALI;2016;05;25.4;184.8
UCAYALI;2016;06;24.78;91.2
UCAYALI;2016;07;25.77;43.7
UCAYALI;2016;08;26.85;81.6
UCAYALI;2016;09;26.37;139.1
UCAYALI;2016;10;26.16;241.8
UCAYALI;2016;11;26.19;240.6
UCAYALI;2016;12;26.37;284.6
UCAYALI;2017;01;25.15;436.8
UCAYALI;2017;02;25.95;288.2
UCAYALI;2017;03;25.93;206.6
UCAYALI;2017;04;25.89;169.7
UCAYALI;2017;05;25.86;139.5
UCAYALI;2017;06;25.02;83.1
UCAYALI;2017;07;24.98;45.6
UCAYALI;2017;08;26.24;139.2
UCAYALI;2017;09;26.31;79.9
UCAYALI;2017;10;26.19;162.4
UCAYALI;2017;11;26.16;127.0
UCAYALI;2017;12;26.32;152.1
UCAYALI;2018;01;25.84;122.8
UCAYALI;2018;02;26.26;176.1
UCAYALI;2018;03;25.73;128.2
UCAYALI;2018;04;25.44;170.6
UCAYALI;2018;05;25.1;92.4
UCAYALI;2018;06;24.36;78.0
UCAYALI;2018;07;24.86;62.3
UCAYALI;2018;08;24.79;127.6
UCAYALI;2018;09;26.56;109.3
UCAYALI;2018;10;26.12;226.9
UCAYALI;2018;11;26.25;200.2
UCAYALI;2018;12;25.91;104.3
UCAYALI;2019;01;25.57;310.3
UCAYALI;2019;02;25.89;301.7
UCAYALI;2019;03;25.89;244.5
UCAYALI;2019;04;26.13;153.5
UCAYALI;2019;05;26.03;137.5
UCAYALI;2019;06;25.75;64.5
UCAYALI;2019;07;24.99;91.1
UCAYALI;2019;08;25.75;26.4
UCAYALI;2019;09;27.13;59.1
UCAYALI;2019;10;25.92;204.2
UCAYALI;2019;11;26.18;187.0
UCAYALI;2019;12;25.99;270.9
UCAYALI;2020;01;26.81;182.9
UCAYALI;2020;02;26.68;302.2
UCAYALI;2020;03;26.48;338.5
UCAYALI;2020;04;25.92;194.2
UCAYALI;2020;05;25.01;229.8
UCAYALI;2020;06;25.61;174.1
UCAYALI;2020;07;25.22;109.7
UCAYALI;2020;08;26.02;38.4
UCAYALI;2020;09;26.82;135.7
UCAYALI;2020;10;27.29;104.5
UCAYALI;2020;11;27.07;132.0
UCAYALI;2020;12;25.77;432.5
UCAYALI;2021;01;25.79;261.9
UCAYALI;2021;02;25.84;282.1
UCAYALI;2021;03;25.58;257.5
UCAYALI;2021;04;25.55;193.6
UCAYALI;2021;05;25.54;96.7
UCAYALI;2021;06;24.87;77.3
UCAYALI;2021;07;24.96;34.5
UCAYALI;2021;08;26.9;42.9
UCAYALI;2021;09;26.91;87.8
UCAYALI;2021;10;27.23;102.1
UCAYALI;2021;11;25.99;252.9
UCAYALI;2021;12;26.51;222.7
UCAYALI;2022;01;26.45;230.1
UCAYALI;2022;02;25.29;325.1
UCAYALI;2022;03;25.47;283.8
UCAYALI;2022;04;25.33;298.0
UCAYALI;2022;05;24.99;151.8
UCAYALI;2022;06;24.54;60.5
UCAYALI;2022;07;25.96;79.0
UCAYALI;2022;08;25.09;90.4
UCAYALI;2022;09;26.49;126.4
UCAYALI;2022;10;26.52;181.7
UCAYALI;2022;11;26.2;132.7
UCAYALI;2022;12;26.11;257.4
UCAYALI;2023;01;25.52;327.6
UCAYALI;2023;02;25.46;256.3
UCAYALI;2023;03;25.36;367.3
UCAYALI;2023;04;25.72;248.2
UCAYALI;2023;05;25.9;116.6
UCAYALI;2023;06;25.18;47.4
UCAYALI;2023;07;27.14;32.7
UCAYALI;2023;08;28.21;8.3
UCAYALI;2023;09;28.18;31.6
UCAYALI;2023;10;28.35;98.7
UCAYALI;2023;11;26.92;307.4
UCAYALI;2023;12;26.25;284.7
SAN MARTIN;2014;01;24.53;216.1
SAN MARTIN;2014;02;24.23;244.1
SAN MARTIN;2014;03;24.15;313.6
SAN MARTIN;2014;04;24.35;243.6
SAN MARTIN;2014;05;24.22;191.7
SAN MARTIN;2014;06;23.98;79.6
SAN MARTIN;2014;07;23.34;121.8
SAN MARTIN;2014;08;24.12;80.2
SAN MARTIN;2014;09;25.15;78.9
SAN MARTIN;2014;10;24.97;204.4
SAN MARTIN;2014;11;24.83;225.3
SAN MARTIN;2014;12;24.61;180.2
SAN MARTIN;2015;01;24.05;251.5
SAN MARTIN;2015;02;24.73;212.3
SAN MARTIN;2015;03;24.58;310.8
SAN MARTIN;2015;04;24.07;350.7
SAN MARTIN;2015;05;24.0;168.1
SAN MARTIN;2015;06;23.85;93.3
SAN MARTIN;2015;07;23.84;85.2
SAN MARTIN;2015;08;25.31;50.3
SAN MARTIN;2015;09;26.81;54.4
SAN MARTIN;2015;10;26.29;123.1
SAN MARTIN;2015;11;25.64;172.1
SAN MARTIN;2015;12;25.29;137.3
SAN MARTIN;2016;01;26.6;108.0
SAN MARTIN;2016;02;25.2;258.7
SAN MARTIN;2016;03;25.11;281.2
SAN MARTIN;2016;04;25.05;182.0
SAN MARTIN;2016;05;24.68;161.8
SAN MARTIN;2016;06;23.58;95.5
SAN MARTIN;2016;07;24.24;53.0
SAN MARTIN;2016;08;25.44;88.9
SAN MARTIN;2016;09;25.07;174.7
SAN MARTIN;2016;10;25.41;142.1
SAN MARTIN;2016;11;25.76;158.9
SAN MARTIN;2016;12;25.64;123.4
SAN MARTIN;2017;01;23.88;241.8
SAN MARTIN;2017;02;24.57;93.2
SAN MARTIN;2017;03;24.21;133.8
SAN MARTIN;2017;04;24.29;93.3
SAN MARTIN;2017;05;24.11;142.0
SAN MARTIN;2017;06;23.31;146.1
SAN MARTIN;2017;07;22.49;42.8
SAN MARTIN;2017;08;24.1;90.1
SAN MARTIN;2017;09;23.88;116.0
SAN MARTIN;2017;10;24.38;127.4
SAN MARTIN;2017;11;24.4;165.2
SAN MARTIN;2017;12;24.75;69.6
SAN MARTIN;2018;01;23.97;69.4
SAN MARTIN;2018;02;24.52;143.7
SAN MARTIN;2018;03;23.94;146.7
SAN MARTIN;2018;04;23.33;132.6
SAN MARTIN;2018;05;23.31;84.8
SAN MARTIN;2018;06;22.52;140.2
SAN MARTIN;2018;07;22.85;75.2
SAN MARTIN;2018;08;23.13;103.0
SAN MARTIN;2018;09;24.53;60.4
SAN MARTIN;2018;10;24.32;132.5
SAN MARTIN;2018;11;25.0;54.3
SAN MARTIN;2018;12;24.07;134.2
SAN MARTIN;2019;01;23.95;120.0
SAN MARTIN;2019;02;24.23;218.3
SAN MARTIN;2019;03;24.0;221.4
SAN MARTIN;2019;04;24.19;126.6
SAN MARTIN;2019;05;23.89;159.6
SAN MARTIN;2019;06;23.24;94.6
SAN MARTIN;2019;07;22.7;132.6
SAN MARTIN;2019;08;23.22;110.1
SAN MARTIN;2019;09;24.2;170.1
SAN MARTIN;2019;10;23.63;149.4
SAN MARTIN;2019;11;24.36;137.4
SAN MARTIN;2019;12;24.55;118.0
SAN MARTIN;2020;01;25.11;100.1
SAN MARTIN;2020;02;25.27;51.0
SAN MARTIN;2020;03;24.73;136.0
SAN MARTIN;2020;04;23.87;160.7
SAN MARTIN;2020;05;23.34;166.0
SAN MARTIN;2020;06;23.58;79.0
SAN MARTIN;2020;07;23.29;80.3
SAN MARTIN;2020;08;23.72;39.5
SAN MARTIN;2020;09;24.03;145.1
SAN MARTIN;2020;10;24.44;147.6
SAN MARTIN;2020;11;24.54;172.8
SAN MARTIN;2020;12;24.43;68.1
SAN MARTIN;2021;01;24.44;81.4
SAN MARTIN;2021;02;24.74;195.3
SAN MARTIN;2021;03;23.65;301.3
SAN MARTIN;2021;04;23.8;172.0
SAN MARTIN;2021;05;23.6;98.4
SAN MARTIN;2021;06;22.64;147.1
SAN MARTIN;2021;07;22.5;82.7
SAN MARTIN;2021;08;23.6;59.9
SAN MARTIN;2021;09;24.33;146.3
SAN MARTIN;2021;10;24.79;138.9
SAN MARTIN;2021;11;24.64;68.6
SAN MARTIN;2021;12;25.01;117.0
SAN MARTIN;2022;01;24.85;113.0
SAN MARTIN;2022;02;23.92;145.4
SAN MARTIN;2022;03;23.72;187.6
SAN MARTIN;2022;04;23.3;213.0
SAN MARTIN;2022;05;23.03;228.4
SAN MARTIN;2022;06;22.2;156.3
SAN MARTIN;2022;07;23.25;68.1
SAN MARTIN;2022;08;23.0;71.3
SAN MARTIN;2022;09;24.18;211.6
SAN MARTIN;2022;10;24.31;182.6
SAN MARTIN;2022;11;24.16;114.3
SAN MARTIN;2022;12;24.73;115.0
SAN MARTIN;2023;01;24.37;110.9
SAN MARTIN;2023;02;24.4;104.7
SAN MARTIN;2023;03;23.49;295.9
SAN MARTIN;2023;04;23.7;209.3
SAN MARTIN;2023;05;23.86;190.7
SAN MARTIN;2023;06;23.04;97.2
SAN MARTIN;2023;07;23.79;61.4
SAN MARTIN;2023;08;24.8;65.9
SAN MARTIN;2023;09;25.52;81.9
SAN MARTIN;2023;10;25.9;122.2
SAN MARTIN;2023;11;25.01;144.7
SAN MARTIN;2023;12;24.7;222.8
TACNA;2014;01;21.49;14.7
TACNA;2014;02;20.99;4.1
TACNA;2014;03;20.66;0.1
TACNA;2014;04;19.02;5.4
TACNA;2014;05;17.22;5.1
TACNA;2014;06;15.51;4.3
TACNA;2014;07;15.52;2.0
TACNA;2014;08;16.41;2.0
TACNA;2014;09;16.03;2.4
TACNA;2014;10;17.46;3.4
TACNA;2014;11;18.48;0.3
TACNA;2014;12;19.25;2.5
TACNA;2015;01;20.84;15.7
TACNA;2015;02;21.76;51.1
TACNA;2015;03;21.75;75.9
TACNA;2015;04;20.0;0.8
TACNA;2015;05;18.44;2.9
TACNA;2015;06;16.91;2.5
TACNA;2015;07;15.6;3.8
TACNA;2015;08;16.22;10.0
TACNA;2015;09;17.49;1.4
TACNA;2015;10;17.93;1.7
TACNA;2015;11;18.26;0.3
TACNA;2015;12;20.42;0.5
TACNA;2016;01;21.79;1.3
TACNA;2016;02;22.48;35.9
TACNA;2016;03;22.26;14.8
TACNA;2016;04;19.81;2.7
TACNA;2016;05;18.65;2.1
TACNA;2016;06;16.88;4.3
TACNA;2016;07;16.02;4.0
TACNA;2016;08;16.45;6.2
TACNA;2016;09;16.78;0.9
TACNA;2016;10;17.66;0.1
TACNA;2016;11;19.43;0.1
TACNA;2016;12;20.23;6.3
TACNA;2017;01;21.96;33.8
TACNA;2017;02;22.56;8.0
TACNA;2017;03;21.0;6.8
TACNA;2017;04;18.39;0.7
TACNA;2017;05;16.91;1.5
TACNA;2017;06;14.71;5.8
TACNA;2017;07;13.47;4.4
TACNA;2017;08;13.04;4.0
TACNA;2017;09;13.85;3.2
TACNA;2017;10;14.72;1.2
TACNA;2017;11;16.2;1.8
TACNA;2017;12;18.32;0.8
TACNA;2018;01;20.19;1.9
TACNA;2018;02;21.46;16.5
TACNA;2018;03;20.21;1.5
TACNA;2018;04;18.68;0.0
TACNA;2018;05;16.0;1.4
TACNA;2018;06;14.57;1.1
TACNA;2018;07;13.95;3.1
TACNA;2018;08;13.05;1.6
TACNA;2018;09;13.92;1.5
TACNA;2018;10;16.08;1.1
TACNA;2018;11;17.5;1.4
TACNA;2018;12;18.99;2.1
TACNA;2019;01;20.76;19.9
TACNA;2019;02;21.84;28.3
TACNA;2019;03;19.89;1.6
TACNA;2019;04;18.4;0.6
TACNA;2019;05;15.54;0.1
TACNA;2019;06;14.13;1.6
TACNA;2019;07;12.89;7.9
TACNA;2019;08;13.33;0.6
TACNA;2019;09;13.91;1.7
TACNA;2019;10;14.88;2.1
TACNA;2019;11;17.44;3.5
TACNA;2019;12;19.05;0.1
TACNA;2020;01;21.24;47.1
TACNA;2020;02;21.37;18.7
TACNA;2020;03;20.84;12.1
TACNA;2020;04;18.62;0.3
TACNA;2020;05;15.84;0.0
TACNA;2020;06;14.4;2.3
TACNA;2020;07;12.95;0.4
TACNA;2020;08;12.85;3.9
TACNA;2020;09;13.51;1.7
TACNA;2020;10;15.2;0.4
TACNA;2020;11;15.96;1.1
TACNA;2020;12;18.34;23.1
TACNA;2021;01;19.62;5.7
TACNA;2021;02;20.4;3.7
TACNA;2021;03;19.77;0.3
TACNA;2021;04;17.07;1.4
TACNA;2021;05;15.82;0.0
TACNA;2021;06;13.71;2.8
TACNA;2021;07;13.08;2.4
TACNA;2021;08;12.78;2.3
TACNA;2021;09;13.35;1.8
TACNA;2021;10;14.0;1.2
TACNA;2021;11;15.74;0.9
TACNA;2021;12;18.0;23.8
TACNA;2022;01;19.44;8.0
TACNA;2022;02;19.15;1.4
TACNA;2022;03;18.95;2.1
TACNA;2022;04;15.98;0.0
TACNA;2022;05;13.98;0.0
TACNA;2022;06;12.69;0.0
TACNA;2022;07;12.36;0.1
TACNA;2022;08;12.07;0.0
TACNA;2022;09;12.33;0.1
TACNA;2022;10;13.2;0.1
TACNA;2022;11;16.13;5.2
TACNA;2022;12;18.91;11.8
TACNA;2023;01;19.49;13.0
TACNA;2023;02;21.67;1.0
TACNA;2023;03;21.56;12.6
TACNA;2023;04;19.31;0.0
TACNA;2023;05;16.3;1.6
TACNA;2023;06;14.65;0.3
TACNA;2023;07;14.25;0.2
TACNA;2023;08;14.93;0.3
TACNA;2023;09;15.63;1.0
TACNA;2023;10;16.49;0.8
TACNA;2023;11;17.05;2.1
TACNA;2023;12;18.95;1.8
MADRE DE DIOS;2014;01;24.54;653.9
MADRE DE DIOS;2014;02;24.48;380.0
MADRE DE DIOS;2014;03;24.96;339.9
MADRE DE DIOS;2014;04;25.18;139.6
MADRE DE DIOS;2014;05;23.71;172.2
MADRE DE DIOS;2014;06;23.45;39.7
MADRE DE DIOS;2014;07;22.58;47.8
MADRE DE DIOS;2014;08;24.85;63.5
MADRE DE DIOS;2014;09;26.53;132.0
MADRE DE DIOS;2014;10;26.7;213.4
MADRE DE DIOS;2014;11;25.63;230.4
MADRE DE DIOS;2014;12;25.36;264.4
MADRE DE DIOS;2015;01;24.75;474.7
MADRE DE DIOS;2015;02;25.21;450.0
MADRE DE DIOS;2015;03;25.33;317.4
MADRE DE DIOS;2015;04;25.0;221.4
MADRE DE DIOS;2015;05;23.94;129.6
MADRE DE DIOS;2015;06;23.88;56.4
MADRE DE DIOS;2015;07;23.45;47.5
MADRE DE DIOS;2015;08;26.32;50.6
MADRE DE DIOS;2015;09;27.2;94.1
MADRE DE DIOS;2015;10;26.46;211.3
MADRE DE DIOS;2015;11;25.95;276.5
MADRE DE DIOS;2015;12;26.2;269.2
MADRE DE DIOS;2016;01;26.73;348.0
MADRE DE DIOS;2016;02;26.03;339.5
MADRE DE DIOS;2016;03;25.76;251.8
MADRE DE DIOS;2016;04;25.23;157.1
MADRE DE DIOS;2016;05;23.68;38.9
MADRE DE DIOS;2016;06;22.93;36.1
MADRE DE DIOS;2016;07;24.65;36.7
MADRE DE DIOS;2016;08;25.75;67.7
MADRE DE DIOS;2016;09;25.82;83.5
MADRE DE DIOS;2016;10;26.16;182.7
MADRE DE DIOS;2016;11;25.52;254.7
MADRE DE DIOS;2016;12;26.18;316.0
MADRE DE DIOS;2017;01;25.82;218.4
MADRE DE DIOS;2017;02;25.55;298.0
MADRE DE DIOS;2017;03;25.41;255.2
MADRE DE DIOS;2017;04;25.06;224.3
MADRE DE DIOS;2017;05;25.1;121.2
MADRE DE DIOS;2017;06;23.16;98.2
MADRE DE DIOS;2017;07;23.28;13.7
MADRE DE DIOS;2017;08;25.13;79.7
MADRE DE DIOS;2017;09;26.01;127.2
MADRE DE DIOS;2017;10;26.05;165.3
MADRE DE DIOS;2017;11;25.73;273.5
MADRE DE DIOS;2017;12;26.07;341.9
MADRE DE DIOS;2018;01;25.15;435.6
MADRE DE DIOS;2018;02;25.32;337.2
MADRE DE DIOS;2018;03;25.44;350.8
MADRE DE DIOS;2018;04;25.41;169.3
MADRE DE DIOS;2018;05;24.36;79.2
MADRE DE DIOS;2018;06;22.05;71.2
MADRE DE DIOS;2018;07;23.33;36.0
MADRE DE DIOS;2018;08;22.99;66.0
MADRE DE DIOS;2018;09;25.55;125.1
MADRE DE DIOS;2018;10;26.07;238.1
MADRE DE DIOS;2018;11;25.69;333.8
MADRE DE DIOS;2018;12;25.5;330.8
MADRE DE DIOS;2019;01;25.37;427.0
MADRE DE DIOS;2019;02;25.46;356.2
MADRE DE DIOS;2019;03;25.71;267.2
MADRE DE DIOS;2019;04;25.49;203.9
MADRE DE DIOS;2019;05;24.34;136.2
MADRE DE DIOS;2019;06;24.55;47.9
MADRE DE DIOS;2019;07;23.57;43.1
MADRE DE DIOS;2019;08;24.64;13.2
MADRE DE DIOS;2019;09;27.03;72.7
MADRE DE DIOS;2019;10;25.64;223.7
MADRE DE DIOS;2019;11;25.92;328.7
MADRE DE DIOS;2019;12;25.26;530.4
MADRE DE DIOS;2020;01;26.38;294.9
MADRE DE DIOS;2020;02;25.83;434.9
MADRE DE DIOS;2020;03;26.67;262.6
MADRE DE DIOS;2020;04;25.19;156.1
MADRE DE DIOS;2020;05;23.47;86.5
MADRE DE DIOS;2020;06;23.91;63.4
MADRE DE DIOS;2020;07;23.16;66.8
MADRE DE DIOS;2020;08;24.38;39.6
MADRE DE DIOS;2020;09;26.35;58.8
MADRE DE DIOS;2020;10;27.47;147.0
MADRE DE DIOS;2020;11;27.19;150.7
MADRE DE DIOS;2020;12;25.45;447.7
MADRE DE DIOS;2021;01;25.46;299.1
MADRE DE DIOS;2021;02;25.37;430.3
MADRE DE DIOS;2021;03;25.1;295.7
MADRE DE DIOS;2021;04;24.67;220.8
MADRE DE DIOS;2021;05;24.21;42.5
MADRE DE DIOS;2021;06;23.05;64.2
MADRE DE DIOS;2021;07;22.84;26.4
MADRE DE DIOS;2021;08;25.28;30.9
MADRE DE DIOS;2021;09;26.92;59.4
MADRE DE DIOS;2021;10;26.87;99.8
MADRE DE DIOS;2021;11;25.42;352.4
MADRE DE DIOS;2021;12;26.09;394.3
MADRE DE DIOS;2022;01;26.15;318.8
MADRE DE DIOS;2022;02;25.42;315.8
MADRE DE DIOS;2022;03;25.06;198.0
MADRE DE DIOS;2022;04;25.37;77.9
MADRE DE DIOS;2022;05;23.85;79.3
MADRE DE DIOS;2022;06;22.85;72.8
MADRE DE DIOS;2022;07;24.84;30.3
MADRE DE DIOS;2022;08;23.45;72.6
MADRE DE DIOS;2022;09;24.96;77.3
MADRE DE DIOS;2022;10;25.36;245.6
MADRE DE DIOS;2022;11;25.92;96.4
MADRE DE DIOS;2022;12;25.51;457.5
MADRE DE DIOS;2023;01;25.37;247.6
MADRE DE DIOS;2023;02;25.05;344.8
MADRE DE DIOS;2023;03;25.41;338.2
MADRE DE DIOS;2023;04;25.29;169.7
MADRE DE DIOS;2023;05;24.38;179.9
MADRE DE DIOS;2023;06;22.99;45.8
MADRE DE DIOS;2023;07;24.94;3.8
MADRE DE DIOS;2023;08;26.47;44.3
MADRE DE DIOS;2023;09;27.45;95.3
MADRE DE DIOS;2023;10;28.43;112.0
MADRE DE DIOS;2023;11;27.08;247.9
MADRE DE DIOS;2023;12;26.43;338.0
APURIMAC;2014;01;16.68;245.1
APURIMAC;2014;02;16.79;176.7
APURIMAC;2014;03;16.62;161.6
APURIMAC;2014;04;16.31;72.5
APURIMAC;2014;05;15.66;44.1
APURIMAC;2014;06;15.72;5.4
APURIMAC;2014;07;14.89;14.4
APURIMAC;2014;08;15.55;14.7
APURIMAC;2014;09;16.53;70.4
APURIMAC;2014;10;16.93;113.0
APURIMAC;2014;11;17.72;103.9
APURIMAC;2014;12;17.29;191.7
APURIMAC;2015;01;16.35;250.1
APURIMAC;2015;02;16.84;181.3
APURIMAC;2015;03;16.68;209.2
APURIMAC;2015;04;15.97;127.0
APURIMAC;2015;05;15.66;26.0
APURIMAC;2015;06;15.42;3.7
APURIMAC;2015;07;15.16;16.6
APURIMAC;2015;08;15.93;31.9
APURIMAC;2015;09;17.4;33.2
APURIMAC;2015;10;17.62;89.9
APURIMAC;2015;11;17.8;112.5
APURIMAC;2015;12;17.35;164.5
APURIMAC;2016;01;18.1;158.8
APURIMAC;2016;02;17.82;181.7
APURIMAC;2016;03;17.79;132.1
APURIMAC;2016;04;17.31;89.7
APURIMAC;2016;05;16.43;19.3
APURIMAC;2016;06;15.58;6.8
APURIMAC;2016;07;15.75;9.8
APURIMAC;2016;08;16.48;16.6
APURIMAC;2016;09;17.31;44.4
APURIMAC;2016;10;16.94;140.2
APURIMAC;2016;11;18.01;75.7
APURIMAC;2016;12;17.6;168.6
APURIMAC;2017;01;17.24;199.3
APURIMAC;2017;02;17.18;156.4
APURIMAC;2017;03;16.96;95.0
APURIMAC;2017;04;16.97;34.5
APURIMAC;2017;05;16.76;20.9
APURIMAC;2017;06;16.35;11.3
APURIMAC;2017;07;15.77;9.8
APURIMAC;2017;08;16.75;32.9
APURIMAC;2017;09;17.1;63.3
APURIMAC;2017;10;17.92;76.5
APURIMAC;2017;11;18.13;70.7
APURIMAC;2017;12;17.96;73.3
APURIMAC;2018;01;16.75;128.7
APURIMAC;2018;02;17.19;134.3
APURIMAC;2018;03;16.99;94.4
APURIMAC;2018;04;16.6;49.1
APURIMAC;2018;05;16.24;24.3
APURIMAC;2018;06;15.1;47.8
APURIMAC;2018;07;15.37;43.2
APURIMAC;2018;08;15.73;25.4
APURIMAC;2018;09;17.64;17.7
APURIMAC;2018;10;17.74;67.1
APURIMAC;2018;11;18.8;31.7
APURIMAC;2018;12;18.39;54.9
APURIMAC;2019;01;17.91;94.8
APURIMAC;2019;02;17.39;112.3
APURIMAC;2019;03;17.59;69.9
APURIMAC;2019;04;17.91;31.8
APURIMAC;2019;05;17.34;16.3
APURIMAC;2019;06;16.85;11.2
APURIMAC;2019;07;16.46;13.9
APURIMAC;2019;08;16.86;7.4
APURIMAC;2019;09;17.63;42.7
APURIMAC;2019;10;17.97;47.8
APURIMAC;2019;11;18.04;94.3
APURIMAC;2019;12;17.85;122.6
APURIMAC;2020;01;17.81;101.3
APURIMAC;2020;02;17.98;90.2
APURIMAC;2020;03;17.67;82.3
APURIMAC;2020;04;17.55;22.3
APURIMAC;2020;05;17.41;16.3
APURIMAC;2020;06;16.65;27.0
APURIMAC;2020;07;16.87;2.3
APURIMAC;2020;08;17.28;10.0
APURIMAC;2020;09;17.44;40.8
APURIMAC;2020;10;17.94;45.4
APURIMAC;2020;11;19.21;41.1
APURIMAC;2020;12;17.38;158.3
APURIMAC;2021;01;17.03;118.0
APURIMAC;2021;02;17.51;73.3
APURIMAC;2021;03;16.75;102.9
APURIMAC;2021;04;16.74;64.4
APURIMAC;2021;05;16.55;10.2
APURIMAC;2021;06;16.38;3.6
APURIMAC;2021;07;16.14;6.4
APURIMAC;2021;08;16.91;10.0
APURIMAC;2021;09;17.6;24.4
APURIMAC;2021;10;18.51;57.8
APURIMAC;2021;11;18.03;132.7
APURIMAC;2021;12;17.95;103.9
APURIMAC;2022;01;17.18;244.3
APURIMAC;2022;02;17.02;184.5
APURIMAC;2022;03;16.81;211.2
APURIMAC;2022;04;16.94;63.4
APURIMAC;2022;05;16.31;8.4
APURIMAC;2022;06;15.43;8.6
APURIMAC;2022;07;16.36;7.1
APURIMAC;2022;08;16.51;15.9
APURIMAC;2022;09;17.42;24.6
APURIMAC;2022;10;18.58;20.9
APURIMAC;2022;11;18.58;87.4
APURIMAC;2022;12;17.41;129.2
APURIMAC;2023;01;17.02;195.5
APURIMAC;2023;02;17.2;176.4
APURIMAC;2023;03;16.83;236.7
APURIMAC;2023;04;16.72;58.1
APURIMAC;2023;05;16.23;59.5
APURIMAC;2023;06;15.79;1.3
APURIMAC;2023;07;16.75;6.2
APURIMAC;2023;08;17.4;4.5
APURIMAC;2023;09;17.54;43.3
APURIMAC;2023;10;18.36;94.4
APURIMAC;2023;11;18.75;82.4
APURIMAC;2023;12;18.34;185.0
PASCO;2014;01;4.55;201.1
PASCO;2014;02;4.51;232.4
